@relation 'cellcycle0.names'
@attribute cln3-2                                  numeric
@attribute alpha7                                  numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_60                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_160                               numeric
@attribute elu30                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu210                                  numeric
@attribute elu300                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.34,-0.0957233,-0.05,-0.13,-0.02,-0.05,0.05,-0.28,-0.39,-0.37,0.26,0.43,-0.07,-0.05,0.59,-0.18,-0.0189583,-0.04,-0.07,0.07,-0.13,-0.19,-0.09,-0.23,-0.52,0.23,14.04
-1.4,0.19,-0.42,0.12,-0.63,-0.22,-0.29,0.79,-0.19,0.37,1.07,0.4,0.15,-0.28,-0.05,-0.35,0.0572674,-0.28,0.84,-0.52,-1.19,-1.13,0.2,0.06,0.49,0.04,01.04
0.59,0.58,0.2,0.24,-0.58,-1.33,-0.66,-1.15,-0.43,-0.47,-0.3,0.32,1.72,-0.71,0,0.12,0.0572674,0.84,0.58,0.16,-1.25,-1.17,-0.57,-0.65,0.68,0.36,01.04
-0.92,0.07,0.28,-0.33,-0.89,0.11,-0.18,-0.35,0.23,-0.04,0.31,-0.19,0.14,-0.06,0.81,-0.04,-0.34,0.09,-0.02,0.01,0.48,0.23,-0.06,0.16,-0.63,-0.4,20.03
-0.15,-0.18,0.38,0.29,-0.53,-0.12,0.38,-0.0545989,0.14,-0.151526,-0.145815,-0.256995,0.131164,-0.02,0.214172,-0.15,0.72,0.49,-0.24,0.46,0.33,0.34,0.22,-0.12,-0.39,-0.34,12.01.01
1.48,0.36,-0.28,0.12,-0.26,-0.13,-0.56,0.36,-0.17,0.46,1.17,-0.0477778,0.28,0.07,-0.76,0.05,-0.9,0.1,-0.17,0.42,-0.26,-0.12,0.15,-0.19,-0.12,-0.17,01.01
0.81,-0.2,0.17,0.28,0.27,-0.02,0.77,-0.45,0.21,-0.11,0.42,0.7,-1.06,0.15,0.72,-0.3,0.14,-0.42,-0.28,-0.01,0.02,0.01,0.07,0.01,-0.25,-0.11,01.06
-0.04,-0.12,0.18,0.11,0.104638,-0.05,0.63,-0.77,0.25,-0.51,-1.07,-1.13,0.14,-0.12,1.18,-0.26,0.12,0.1,-0.13,0.43,0.51,0.39,0.33,0.06,0.08,-0.04,16.03.01
-0.104286,-0.05,0.08,0.04,-0.49,-0.62,0.23,0.35,0.16,0.23,0.3,0.38,-0.46,-0.04,0.18,0.02,0.08,-0.24,-0.02,-0.09,0.11,-0.32,0.25,-0.11,-0.02,-0.14,01.02
-0.104286,0.06,0.26,-0.44,-0.29,-0.58,0.52,0.16,0.36,0.05,-0.15,0.19,-1.35,-0.2,-0.02,0.05,0.08,-0.29,-0.25,-0.56,-0.22,0.02,0.21,-0.08,-0.02,0.07,01.02
-0.54,2.29,-0.2,0.0145181,-0.67,-0.17,0.09,-0.43,-0.22,-0.47,0.34,-0.37,0.7,-0.16,0.39,0.1,-0.0189583,0.58,-0.2,-0.06,-0.12,-0.06,0.04,0.39,0.17,0.03,14.04
0.39,-0.3,0,0.14,-0.09,0,-0.25,-0.2,0.11,0.26,0.52,-0.23,0.35,-0.35,0.33,0.01,0.0572674,-0.45,0.31,-0.22,-0.12,0.01,0.48,-0.02,0.07,0.09,01.04
0.5,0.6,0.06,-0.2,-0.08,-1.17,-0.36,-0.43,0.31,0.05,-0.6,0.23,0.6,-0.27,0.63,-0.17,0.07,0.08,-0.44,-0.24,-0.5,-0.34,0.13,-0.34,0.89,0.22,14.04
-0.89,0.16,0.134286,-0.3,-0.44,0.17,-0.35,0.01,-0.01,0.16,0.51,0.206667,-0.1,-0.28,0.19,-0.01,0.04,0.07,0.16,-0.24,-0.2,-0.07,-0.18,0.19,-0.07,0.08,01.06
-1.32,-0.09,0.11,-0.28,-0.11,0.18,0.04,-0.25,0.47,-0.13,0.33,-0.11,-0.31,0.36,-0.59,-0.00847656,-1.17,0.56,-0.05,0.05,0.16,0.19,0.11,0.03,-0.63,-0.09,16.01
0.48,-0.6,0.36,0.6,0.18,-0.02,0.53,-0.55,0,-0.5,-0.35,0.03,0.35,0.12,0.08,-0.08,-0.0189583,-0.15,-0.29,0.23,0.07,0.14,0.23,0.05,0.01,-0.2,14.04
-0.06,-0.23,-0.11,-0.13,-0.09,0.08,0.25,-0.39,0.11,-0.03,0.37,0.23,-0.2,0.28,-0.2,0.37,-1.03,0.103594,-0.17,-0.4,-0.27,-0.31,-0.09,-0.07,0.31,-0.02,16.01
1.16,-0.63,0.42,-0.28,-0.14,0.19,0.39,-0.28,0.56,0.45,-0.08,-0.0183871,-0.94,-0.13,0.55,0.06,0.21,0.05,-0.81,-0.34,0.6,0.95,0.77,0.37,-0.32,-0.34,43.01.03.05
0.48,-0.104792,0.11,-0.0310417,-0.27,0.3,-0.15,-0.49,0.64,0.49,-0.1,-0.15,-0.4,-0.12,0.18,-0.07,0.15,-1.05,-0.56,0.06,0.33,0.4,0.46,0.19,-0.49,-0.33,10.01.05.01
-0.86,0.08,-0.08,0.02,-0.21,0.11,-0.1,-0.23,0.03,-0.19,-0.25,0.01,0.09,0.11,0.46,0.18,0.0733333,0.06,-0.24,-0.26,-0.21,-0.14,0.36,-0.15,0.37,0.34,32.07
-0.29,-0.14,0.01,-0.1,0.12,0.09,-0.24,-0.06,-0.15,-0.38,0.29,0.15,0.41,-0.37,0.29,0.14,-0.46,0.01,-0.09,-0.27,-0.21,-0.02,0.01,0.16,0.28,0.01,14.04
-0.97,-0.16,0.1,0,-0.77,-0.77,-0.22,-0.31,-0.44,-0.51,0.2,-0.91,0.42,-0.39,-0.05,0.02,-0.61,0.36,0.67,0.01,-0.99,-0.95,-0.32,-0.78,0.33,0.06,01.05
0.39,-0.48,-0.1,-0.08,-0.08,0.39,-0.14,-0.69,1.13,0.09,0.62,0.12,-0.28,-0.21,-0.03,-0.06,-0.139714,-0.83,-0.62,-0.27,0.22,0.27,0.17,0.16,-0.18,-0.18,10.01.05.01
0.33,0.13,-0.14,-0.02,0.07,-0.3,0.04,-0.3,0.58,0.02,-0.15,0.02,-0.52,-0.35,0.41,0.08,0.11,0.28,0.26,0.08,-0.46,-0.63,-0.1,-0.38,0.69,0.87,01.04
-0.09,0.18,-0.15,0.16,0.42,0.48,0.16,-0.21,0.17,-0.55,0.13,-0.44,-0.38,0.17,-0.15,-0.07,-0.21,0.04,0.13,0.18,-0.18,-0.31,-0.1,-0.23,0.12,0.13,11.02.03.04
0.19,-0.19,0.02,0,0.21,-0.03,0.24,-0.15,-0.05,-0.11,-0.03,0.1,-0.49,-0.2,0.25,-0.06,0.0624242,-0.02,-0.33,-0.31,0.06,-0.2,0.15,-0.47,0.21,-0.04,10.03.01
-1.32,0.29,-0.28,-0.12,-0.91,0.16,0,0.35,0.07,-0.37,0.56,0.25,-0.2,-0.03,-0.17,-0.54,-0.65,-0.26,-0.04,0,0.08,0.04,-0.02,0.08,0.19,-0.04,43.01.03.09
0.19,0.21,-0.44,-0.27,-0.12,0.43,0.17,-0.4,-0.05,-0.65,-0.02,-0.05,0.37,0.28,-0.12,-0.03,-0.0329412,-0.12,-0.29,-0.31,0.09,-0.2,0.31,0.01,0.24,0.04,16.01
-0.04,-0.045,-0.13,-0.24,-0.04,-0.2,-0.62,0.2,0.18,0.26,0.39,0.48,0.15,-0.47,0.66,0.45,-0.23,-0.25,0.23,-0.13,-0.66,-0.4,-0.11,-0.03,0.21,0.1,14.07
-0.97,0.27,-0.27,-0.29,-0.49,0.15,0.34,0.19,-0.69,-0.06,0.54,0.1355,-0.21,0.43,0.96,0.91,-1.57,0.35,-0.03,-0.33,0.04,0.02,-0.43,0.17,-0.14,0.04,14.07.11
-0.35,-0.0693103,-0.0112121,-0.0606452,-0.52,-0.31,-0.28,-0.01,0.29,0.08,0.27,0.32,-0.24,0.09,0.09,0.41,0,-0.09,-0.168485,-0.0654545,-0.0272727,0.00333333,0.125758,0.0169697,0.0545455,0.0390909,20.09.04
0.315,-0.095,-0.16,-0.08,0.04,0.2,-0.36,0.13,0.44,0.04,0.02,-0.29,-0.24,-0.41,-0.7,-0.23,0.02,0.54,-0.27,0.74,0.615,0.095,-0.235,-0.49,0.02,0.27,32.01
0.08,-0.18,0,0.26,-0.86,-0.67,0.48,-0.36,-0.13,-0.39,-0.15,0.06,0.34,0.17,0.52,-0.11,0.08,0.39,0.1,-0.19,-0.09,-0.2,0.08,0.31,-0.03,0.12,43.01.03.05
0.42,0.29,0.11,-0.17,-0.04,0.19,0.08,-0.56,0.49,0.11,-0.2,-0.32,-0.42,-0.01,0.25,-0.32,0,-0.18,-0.19,-0.19,0.02,0.11,0.17,0.11,0.18,0.14,10.03.01
0.2,-0.06,0.04,0.12,-0.0663878,-0.0112687,-0.0996617,-0.0476604,0.152283,-0.0568045,0.114633,0.0252632,0.0280755,0.06,1.07,-0.22,0.27,0.23,-0.21,0.07,-0.31,-0.18,0.24,-0.06,0.34,0.45,01.04
0.24,-0.13,0.1,-0.07,-0.0663878,-0.0112687,-0.0996617,-0.0476604,0.152283,-0.0568045,0.114633,0.0252632,0.0280755,-0.39,0.8,0.24,0.0572674,0.33,0.1,-0.18,-0.15,-0.06,0,0.11,0.13,0.1,01.04
-0.3,0.05,-0.13,-0.11,0.69,0.41,-0.103846,-0.39,0.42,-0.17,0.32,0.11,-1,0.23,-0.16,0.07,-0.59,0.0191667,-0.25,0,0.19,0.28,0.33,0.12,-0.21,0.12,14.07.05
-0.89,0.12,0.02,0.08,-0.0647126,0.0220225,-0.0462222,0.0864045,0.0942857,0.58,0.0887778,0.0851136,-0.114835,-0.23,-0.04,0.6,0.24,0.15,-0.13,0.2,0.21,0.18,0.03,0.07,-0.35,0,42.01
-0.76,0.08,-0.06,-0.24,0.44,0.08,0.37,-1.08,0.31,-0.47,-0.01,-0.08,-0.77,0.16,-0.17,0.07,0.0572674,0.12,-0.51,-0.36,-0.19,0.23,0.25,0.21,-0.01,-0.04,01.04
-0.218,-0.0149804,-0.0452788,0.00457249,0.12,0.17,-0.44,-0.12,0.43,0.11,0.01,0.98,-0.11,0.83,-0.2,-0.29,-0.0329412,-0.71,-0.0901103,-0.0376471,-0.0342701,-0.0671168,0.0448352,0.00288321,0.00225926,0.0534672,16.01
-1.89,-0.11,-0.1,-0.23,0.26,0.05,0.72,-1.09,0.28,-0.7,-0.52,-0.19,-0.66,-0.13,0.59,-0.07,0.03,-0.06,0.31,-0.14,-0.3,-0.22,0.01,-0.16,-0.05,0.26,16.01
-0.29,-0.0397802,-0.75,-0.32,0.11,0.31,-1.4,-0.1,0.25,0.14,0.12,-0.09,0.51,0.07,0.1,0.36,0.48,0.44,-0.24,0.13,-0.04,-0.06,0.13,0.38,-0.12,-0.14,01.04
-0.14,-0.8,0.34,0.33,0.98,0.76,0.45,-0.25,-0.06,-0.7,-0.23,0.22,0.17,-0.15,0.07,0.02,0.29,0.21,-0.57,0.61,1,0.84,0.08,0.3,-0.62,-0.33,10.01.09.05
-0.17,-0.2,0.19,-0.16,0.27,0.08,0.42,0.49,-0.32,-0.01,0.05,0.01,-0.56,0.08,-0.14,0.24,0.2,0.05,0.09,0.77,0.47,0.17,-0.02,-0.07,-0.68,-0.09,11.02.03.04
-0.92,-0.28,0.08,-0.2,0.61,0.63,0.29,-0.21,0.07,-0.34,-0.39,-0.51,-0.44,0.02,0.18,0.13,0.0624242,0.2,-0.1,0.26,0.23,0.13,-0.16,-0.2,-0.08,-0.12,10.03.01
-0.2,-0.06,0.1,0.03,0.45,-1.13,-0.99,-1.06,-0.17,-0.57,0.29,0.45,0.85,-0.64,-0.27,-0.2,-0.0329412,0.77,0.81,-0.25,-0.59,-0.92,-0.03,-0.28,0.57,0.3,16.01
-1.12,-0.101117,-0.04,-0.11,-0.21,0,-0.46,0.2,-0.04,0.03,0.96,0.77,0.26,0.19,-0.38,0.17,-0.01,0.36,0.07,-0.23,-0.26,-0.11,-0.09,0.14,-0.15,0.03,11.02.03.04
-0.04,0.16,0.06,-0.09,-0.0663878,-0.0112687,-0.0996617,2.56,0.152283,-0.0568045,0.114633,0.0252632,0.0280755,0.23,-0.26,-0.14,-0.32,-0.31,-0.18,0.07,0.04,-0.27,-0.09,0.62,0.06,0.09,01.04
-0.38,-0.14,-0.22,-0.1,0.24,0.36,-0.01,0.16,-0.16,-0.2,-0.4,-0.24,-0.08,0.45,-0.32,0.54,0.34,0.28,-0.49,-0.24,0.03,0.27,0.4,-0.02,0.31,-0.15,11.02.03.04
-0.69,-0.22,-0.1,-0.25,0.4,0.37,-0.17,0.27,0.16,0.24,-0.1,0.39,0.12,0.02,-0.31,0.1,0.19,0.36,-0.55,0.41,0.17,0.27,0.17,0.26,-0.28,0.08,01.05
-0.09,-1.04,-0.25,-0.1,1.78,1,-0.71,0.02,-0.05,0.03,0.61,0.37,-0.31,0.51,-1.24,-0.43,-0.39,-0.19,-0.54,0.63,0.68,0.31,-0.26,0.04,-0.28,-0.57,32.07
-0.4,-0.16,0.31,-0.05,-0.29,-0.2,0.28,-0.55,0.27,-0.43,-1.01,0.3,0.54,-0.47,1.16,-0.25,0.14,0.18,-0.66,0.59,0.65,0.33,0.14,-0.06,-0.17,-0.21,12.01.01
-0.56,-1,0.02,0.06,0.79,0.7,0.05,-0.43,-0.06,-0.95,-0.3,1.05,0.44,0.25,-0.02,0,0.11,-0.16,-0.46,0.28,0.67,0.71,0.31,-0.12,-0.26,0.12,16.03.03
-0.15,-0.18,0.13,-0.34,-0.0725984,0.0421898,-0.0427612,0.0165414,0.172615,0.016194,0.0965116,-0.0183871,-0.00533333,-0.01,-0.38,0.42,0.0317442,0.12,0.1,-0.31,0.06,0.2,0.34,0.12,-0.09,-0.04,43.01.03.05
-0.219622,0.34,-0.12,-0.25,0.36,0.47,0.29,-0.77,0.37,-0.69,-0.74,-0.97,0.44,0.19,-0.39,-0.28,-0.39,-0.33,-0.17,-0.35,0.11,-0.06,0.22,0.06,0.11,0,11.02.03.04
-0.36,0.15,-0.58,0.09,0.14,0.25,-0.13,-0.42,-0.11,0.04,0.34,0.16,0.38,0.22,-0.3,0.1,-0.01,-0.28,0.24,0.01,0.17,0.01,-0.02,0.14,-0.12,0.04,11.02.03.04
-0.6,0.13,-0.59,0.04,-0.68,-0.8,-0.22,0.53,-0.24,0.1,0.48,0.52,0.09,0.06,-0.66,0.35,0.23,0.36,-0.21,0.04,0.19,-0.02,0.11,0.15,0.03,-0.08,20.03
0.46,0.07,0.15,-0.15,-0.29,-0.59,-0.02,0.08,0.41,0.03,0.21,0.54,-0.76,-0.2,0.03,0.0895,0.17,0.1,-0.03,0.29,0.27,0.07,0.14,-0.33,0.08,-0.19,01.06.02.01
-0.3,0.07,0.04,-0.21,-0.54,-0.65,0.03,0.13,0.2,0.12,-0.49,0.25,0.23,-0.32,1.04,-0.23,0.21,0.13,-0.28,-0.07,-0.28,-0.25,0.21,0.13,0.31,0.43,14.01
-0.76,0.03,0.1,-0.28,0.42,0.67,0.13,-0.55,0.3,-0.77,-0.09,-0.68,-0.02,0.09,0.34,-0.18,0.0378049,0.1,-0.32,-0.11,-0.09,0.17,-0.01,0.27,0.17,-0.11,16.03.03
-0.42,-0.19,0.39,0.05,-0.31,-0.05,0.18,-0.0545989,0.2,-0.151526,-0.145815,-0.256995,0.131164,-0.33,1.33,-0.32,0.16,0.19,-0.7,0.11,-0.04,0.21,0.39,0.2,-0.3,-0.38,12.01.01
-0.4,0.66,0.52,-0.26,0.05,-0.2,-0.14,-0.346,0.06,-0.283,-0.0366667,-0.16,0.099,-0.25,0.59,0.21,0.19,0.44,-0.44,0.28,-0.09,-0.11,-0.04,-0.15,0.62,0.44,40.01
0.76,-0.22,-0.27,-0.23,0.23,0.32,0,0.15,0.35,0.3,-0.11,0.07,-0.86,-0.04,-0.03,0.22,0.0317857,-0.06,-0.14,0.5,0.29,0.27,-0.11,0.47,-1,-0.3,34.11.03.07
-0.54,0.49,0.13,0.13,-0.61,0.3,-0.2,-0.22,0.26,-0.11,0.28,0.19,0.28,0.37,-0.39,0.01,-0.01,-0.26,-0.02,0.14,0.18,-0.01,0.27,-0.04,-0.43,0.14,16.19.03
0.37,0.23,-0.06,-0.49,0.02,-0.48,-0.52,0.67,0.13,0.47,0.63,-0.42,-0.07,-0.2,0.03,0.26,-0.04,0.22,-0.11,0.16,-0.09,-0.06,0.35,0.13,-0.01,0.2,01.05
-0.15,-0.166474,0.08,-0.17,-0.38,-0.85,-0.29,0.19,0.42,0.1,0.59,-0.04,0.03,-0.45,0.47,0.01,0.42,0.41,-0.75,-0.22,-0.35,-0.32,0.37,0.13,0.76,0.37,12.01.01
-0.84,-0.05,-0.52,0.16,-0.15,0.26,-0.52,0.27,0.19037,0.98,1.05,-0.0385714,0.36,0.16,-0.71,-0.06,0.19,-0.13,-0.11,0.25,0.11,0.02,0.1,0.26,-0.82,0.18,01.07.01
-0.97,0.31,-0.06,-0.11,-0.35,0.24,-0.02,-0.16,-0.07,0.15,0.46,0.17,-0.02,0.07,-1.52,-0.1,0.22,0.6,0.02,0.07,0.37,0.2,0.07,-0.02,-0.32,-0.03,20.09.18
-0.38,-0.13,0.2,-0.11,-0.0577124,-0.025414,-0.0658974,-0.0716352,0.111154,-0.104277,0.0456129,0.000743243,0.0779747,-0.19,-0.42,0.39,0.14,0.2,-0.04,-0.57,-0.02,0.12,0.12,-0.07,0.09,0.03,14.04
-0.38,-0.2,0.04,0.07,0.54,0.3,0.2,0.07,0,-0.49,-0.17,-0.1,0,0.28,-0.57,0.17,0.1,0.06,-0.1,0.2,0.57,0.24,-0.09,0.15,-0.06,-0.04,11.02.03.04
-0.3,0.34,-0.3,-0.19,0.37,0.14,0.47,-0.33,-0.35,-0.47,-0.05,0.12,0.33,0.15,-0.24,-0.12,0.00829787,-0.36,0.14,0.25,-0.12,0,0,0.07,-0.09,-0.11,11.02.03.04
-0.94,0.21,0.31,0.09,-0.13,0.03,-0.28,0.54,0.152283,0.05,0.42,0.68,-0.19,-0.03,0.42,0.09,0.13,0.0343796,0.09,0.18,0.14,-0.02,-0.15,-0.2,-0.06,0.04,01.04
-0.23,0.23,0.1,0.11,-0.01,0.11,-0.87,0.38,0.0831579,0.26,0.5,1.01,0.2,-0.05,-0.05,0.13,0.27,0.14,-0.13,0.37,0.35,-0.04,-1.23,0.24,-0.11,0,16.19.03
-0.54,-0.04,-0.06,-0.0255556,-0.5,-0.14,-0.05,-0.48,0.23,-0.46,-0.07,-0.4,0.35,-0.16,0.43,0.38,0.31,0.63,1.22,-0.65,-0.51,-0.47,0.02,-0.12,-0.001,0.24,01.07.01
-0.54,-0.7,0.24,0.2,0.32,0.34,0.18,-0.62,0.1,-0.65,0.13,-0.11,0.45,0.17,-0.79,0.2,0.3,0.08,-0.21,0.25,0.54,-0.19,0.14,-0.17,-0.21,-0.26,16.03.01
0.01,0.02,0.18,-0.05,-0.6,-0.41,0.34,0.54,0.16,0.24,0.25,0.03,-0.16,-0.25,-1.7,-0.24,0.4,0.54,-0.22,0.21,0.35,0.34,0.56,-0.09,-0.17,-0.03,12.01.01
0.18,0.21,-0.04,-0.34,-0.13,-0.21,-0.21,-0.29,0.31,0.35,0.59,-0.92,0.16,-0.1,-0.13,0.05,0.0399099,0.06,-0.06,-0.26,-0.19,-0.05,0.14,0.19,0.04,0.4,01.05
-0.84,0.1,-0.17,0.13,0.53,0.32,-1.59,0.18,-0.39,0.24,-0.08,0.01,0.11,-0.15,0.25,-0.4,-0.05,-0.08,0.45,-0.01,-0.22,-0.12,-0.5,-0.5,-0.16,-0.08,34.01.01.01
-0.67,-0.1,-0.16,-0.12,-0.35,-0.23,-0.25,0.32,0.23,0.25,0.75,0.0476336,-0.07,-0.12,-0.31,-0.36,-0.2,0.26,-0.12,-0.37,-0.2,-0.04,0.16,0.18,0.09,0.23,01.05
2.06,-0.45,0.42,0.08,-0.7,-0.55,0.13,0.32,0.59,0.63,0.53,0.68,-0.76,-0.24,0.68,0.0869536,0.21,0.05,-0.34,0.15,0.36,0.17,0.11,0.07,-0.13,-0.23,01.05
-0.71,-0.0103125,-0.37,-0.39,0.26,0.19,0.16,0.01,-0.8,-0.32,0.38,-0.0523438,-0.44,-0.64,0.73,-0.14,0.33,0.26,-0.16,-0.1,0.12,0.1,-0.1,0.03,-0.58,-0.07,14.10
-0.01,-0.4,-0.13,-0.5,-1.2,-2.16,0.72,0.63,0.44,0.08,-0.12,-0.05,-0.74,-0.8,0.73,0.05,0.0386667,0.45,-0.21,-0.12,0,0.03,0.17,0.15,0.05,-0.07,01.05.02.07
1.1,0.36,-0.07,-0.38,-0.43,-0.14,-0.24,-0.8,0.96,0.49,0.76,-0.03,-0.28,-0.34,-0.03,0.22,0.0602326,-0.33,-0.22,-0.24,-0.18,-0.16,0.03,0.05,0.18,0.27,01.07.01
0.3,0,-0.02,-0.11,0.12,-0.01,-0.51,0.71,0.19,0.4,0.77,0.43,0.56,0.36,-0.43,-0.06,0.02,0.28,0.11,-0.43,-0.55,0.19,0.12,-0.03,-0.31,-0.23,11.02.03.04
0.12,-0.01,0.05,-0.15,0.32,0.21,0.28,-0.25,0.2,-0.22,0.06,-0.38,-0.2,0.39,0.04,-0.16,0.0572674,0.12,-0.27,-0.36,0.26,-0.03,-0.04,0.15,-0.01,-0.04,01.04
0.01,-0.19,0.07,-0.19,0.19,-0.06,0.41,-0.1,0.04,-0.38,-0.13,0.08,-0.1,-0.21,0.2,-0.09,-0.39,-0.4,-0.09,-0.23,0.22,-0.03,0.18,0.11,-0.23,0,01.04
0.37,0.29,-0.56,0,0.26,0.25,0.5,-0.3,0.26,-0.28,0.03,-0.2,0.16,0.05,-0.03,-0.06,0.124762,0.36,-0.24,-0.32,-0.14,-0.09,-0.09,0.23,-0.5,0.55,42.16
-0.69,0.64,0.06,-0.1,-0.08,-0.06,0.27,0.18,0.35,-0.19,0.35,0.5,-1.16,0.21,-0.97,0.0147368,-0.22,0.11,-0.91,0.8,0.58,0.44,-0.21,-0.63,0.57,0.72,12.07
-0.12,-0.42,0.18,0.07,0.37,0.21,0.08,-0.99,0.01,-0.11,-0.2,0.16,-0.46,0.18,0.35,-0.46,-0.39,-0.22,-0.13,-0.15,0.04,0.15,-0.17,-0.08,0.35,-0.08,11.02.03.04
0.39,-0.38,-0.07,0.03,0.31,0.19,-0.17,-0.92,0.03,-0.51,-0.34,-0.11,-0.11,0.27,-0.01,-0.34,-0.19,0.56,-0.35,-0.11,0.13,0.33,0.45,-0.27,-0.13,-0.13,20.03
0.03,-0.46,0.15,0.15,0.1,0.21,-0.48,-0.08,0.1584,-0.3,0.35,-0.0136364,0.3,0.2,-0.5,0.38,0.25,-0.23,-0.51,-0.72,-0.22,0.31,0.44,0.35,-0.12,-0.22,11.02.03.01
-0.69,-0.101117,0.06,0.02,0.32,0.46,0.15,-0.7,0.18,-0.28,-0.1,-0.21,-0.23,0.49,-0.6,0.34,0.22,-0.04,-0.12,0.47,0.41,0.09,-0.08,0.22,-0.85,0.11,11.02.03.04
0.11,-0.08,-0.29,0.02,-0.58,0,-0.39,0.29,-0.23,0.61,-0.175,0.37,0.6,-0.24,0.11,0.24,-0.13,0.35,-0.26,-0.31,-0.01,0.11,0.09,0.32,0.2,0.4,12.10
-0.51,-0.31,0.49,0.31,-0.35,-0.72,0.14,0.5,-0.45,0.17,0.14,0.2,0.21,0.23,-0.08,0.25,0.00409091,0.03,0.22,0.59,0.26,-0.26,-0.22,-0.18,-0.15,-0.26,16.03.01
-0.12,-0.84,-0.22,-0.19,-0.6,-0.5,0.79,0.33,0.23,-0.02,0.26,0.53,-0.46,-0.32,0.58,0.19,0.08,0.38,0.68,0.58,0.26,0.11,-0.08,-0.38,-0.43,-0.24,01.02
-0.58,0.13,-0.07,-0.16,0.03,-0.16,-0.1,-0.29,0.16,0.06,0.38,-0.03,-0.72,-0.32,0.31,-0.03,0.04,0.39,-0.4,0.47,0.35,0.11,-0.12,-0.04,-0.37,-0.12,14.04
1.34,-0.21,-0.17,-0.03,0.02,0.71,-0.04,-1.01,0.28,0.13,0.28,0.47,-0.88,-0.2,0.27,0.46,0.145,-0.25,-0.48,-0.07,0.36,0.39,0.1,0.23,-0.3,-0.13,42.04
-0.43,-0.32,0.1,-0.02,0.36,0.37,0.23,-0.05,0.08,-0.49,0,-0.36,-0.55,0.21,-0.31,-0.11,-0.14,-0.17,0.16,0.36,0.19,0.22,-0.07,0.1,-0.33,-0.29,14.04
-0.25,0.33,-0.37,0.03,-0.29,-0.05,-0.19,-0.23,-0.3,0.09,0.78,0.06,0.48,-0.36,0.57,0.44,-0.45,0.19,-0.27,-0.07,-0.33,-0.51,0.51,0.11,0.51,0.41,20.09.04
-0.2,-0.28,0.01,-0.22,0.27,0.04,-0.44,0.55,1.5,0.21,0.0456129,0.000743243,0.0779747,0.03,-0.22,-0.41,-0.0189583,0.05,-0.14,-0.02,0.19,0.21,-0.09,-0.24,0.02,0,14.04
-0.07,-0.84,0.16,0.23,0.12,-0.16,0.19,0.3,-0.2,-0.48,0.57,0.22,0.09,0.77,-0.07,0.09,-0.28,-0.13,-0.53,-0.31,-0.25,-0.05,0.26,0.26,0.13,0.17,10.03.01.01
0.23,0.17,-0.11,-0.11,0.13,0.31,0.13,-0.12,-0.02,0.01,0.09,-0.27,0.3,0.23,0.08,0.03,-0.11,0.17,-0.35,-0.2,0.17,0.16,0.29,0.11,-0.07,0.23,14.04
-0.58,-0.33,0.13,0.04,0.81,0.61,-0.07,-0.15,-0.07,-0.42,-0.39,-0.19,0.19,0.1,0.03,-0.11,0.0624242,-0.18,-0.01,0.75,0.86,0.13,0.18,0.04,-0.76,-0.08,10.03.01
1.02,-0.34,-0.06,-0.29,-0.25,-1.04,-0.0996617,-1.21,-0.75,-0.96,0.12,0.25,0.92,-0.9,-0.22,-0.52,0.0572674,0.21,0.18,0.22,-0.2,-0.44,-0.32,0,0.51,-0.15,01.04
-1.18,0.21,0.06,-0.25,-2.02,-2.14,1.33,0.95,0.65,0.23,-0.14,0.34,-1.08,-1.28,0.56,1.99,1.37,0.323,-0.89,-0.13,-0.28,0.75,0.08,-0.04,0.2,0.14,20.01.07
