@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha28                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_190                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_220                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_100                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu120                                  numeric
@attribute elu330                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.08,0.15,0.04,0.09,-0.24,0.32,0.4,-0.05,-0.2,-0.3,0.2,-0.67,0.2,0.05,0.26,-0.66,-0.4,0.3,-0.04,0,-0.28,0,0.09,-0.07,-0.4,0.21,11.02.03.04
0.36,-0.16,-0.42,-0.2,0.21,-0.07,0,-0.03,0.24,-0.15,-0.26,-0.05,0.24,0,0.15,0.64,-0.18,0.21,0.0572674,0.05,0.4,0.38,-0.04,-0.12,0.23,0.04,01.04
0.3,-0.06,0.06,-0.03,0.28,-0.01,-0.71,-0.43,-0.17,0.98,0.07,-0.09,-0.38,-0.19,-0.32,-0.0752231,-0.0500265,0.42,0.51,0.0113043,0.54,0.39,0.1,0.07,0.07,0.31,11.02.03.04
-1.64,1.25,0.64,0.39,-0.77,-0.01,-0.95,1.02,-0.81,0.15,-0.06,0.2,-0.01,-0.63,0.16,1.13,-0.11,-0.46,0.02,0,0.64,0.36,-0.81,0.71,-0.07,-0.22,10.03.01
-0.38,0.17,-0.07,0.04,-0.4,0.04,0.25,-0.5,-0.76,0.57,-0.93,-0.64,-0.79,0.09,-0.2,0.71,-0.02,0.0869536,0.16,0.17,0.07,-0.24,-0.65,0.32,-0.22,0.11,01.05
-0.04,0.19,0.03,0.12,-0.17,0.21,0.4,-0.96,-0.86,0.26,-0.29,-0.17,-0.15,-0.14,0.12,0.45,-0.25,-0.00847656,-0.18,0.03,0.2,0.02,0.35,-0.3,0.27,0.04,16.01
-0.17,-0.13,0.09,-0.13,-0.11,0.02,-0.34,0.07,-1.54,-0.14,0.37,0.41,0.26,-0.32,0.36,-0.07,0.49,0.42,0.23,0.44,0.075,0.130882,0.75,-0.23,0.16,-0.16,11.04.03.01
0.07,-0.1,-0.46,0.01,0.2,0.08,-0.3,0.46,-0.05,0.1,0.02,0.0785271,0.46,0.08,0.2,-0.6,0.07,0.08,0.0317442,0.31,0.06,0.22,0.4,-0.23,0,0.18,43.01.03.05
0.24,0.1,0.01,0.33,-0.2,0.17,-0.13,0.29,-0.02,0.11,-0.19,-0.35,-0.44,-0.16,0.67,-1.11,0.37,0.76,-0.92,0.29,-0.06,-0.01,0.03,0.19,0.15,-0.09,11.02.03.04
-0.3,0.3,0.33,0.06,-0.12,-0.0072161,-0.24,-0.44,-0.04,-0.16,-0.0060301,0.49,0.52,-0.27,0.11,-0.11,-0.33,0.11,0.65,0.25,0.37,0.45,-0.93,-0.05,0.17,0.17,20.01
0.25,-0.22,0.09,0.59,-0.31,0.23,-0.05,0.1,0.32,-0.19,0.06,-0.4,-0.91,0.31,0.38,-0.69,-1.38,0.15,-0.3,-0.1,0.169286,0.132857,0.11,0.15,0.06,-0.07,01.02
0.46,0.08,0.38,0.12,-0.06,0.15,-0.01,-0.05,-0.39,-0.21,0.1,-0.14,-0.31,0.15,-0.06,-0.47,0.03,-0.06,-0.34,-0.00545455,-0.05,-0.39,0.1,0.3,-0.16,-0.26,32.01.01
-0.42,-0.1,0.15,-0.29,-0.21,0.33,-0.29,-0.15,-0.66,0.1,0.17,0.37,-0.01,-0.28,0.25,0.55,0.42,0.13,0.35,0.186818,0.44,0.21,-0.04,-0.16,-0.02,0.16,34.01.01.01
0.43,-0.3,-0.27,-0.21,0.04,0.05,-0.06,0.11,0.36,-0.57,-0.06,0.4,0.11,-0.58,0.63,0.19,0.03,0.41,-0.88,-0.11,0.58,0.52,-0.26,-0.18,0.28,-0.06,11.02.03.04
0.25,-0.4,-0.6,-0.57,0.13,0.26,0.24,-0.02,-0.22,0.03,-0.06,-0.11,-0.15,0.04,-0.05,-0.37,-0.01,0.2,-0.23,0.0113043,0.06,0,-0.62,-0.19,0.13,0.29,11.02.03.04
0.77,0.3,0.37,-0.09,0.37,-0.21,1.55,-0.82,1.11,-0.31,-0.02,-0.42,-1.58,0.23,-1.25,-0.06,0.83,-0.36,-0.22,0.201818,-0.61,-0.75,0.14,0.08,-0.2,0.13,14.13.01
-0.79,0.31,-0.32,-0.16,-0.13,0.08,0.19,0.14,0.09,0.11,-0.07,-0.23,-0.77,0.03,-0.04,-0.03,0.08,-0.25,-0.13,0.0583333,0.05,-0.04,-0.41,0.53,-0.2,-0.08,01.07.01
0.37,0.11,-0.06,-0.01,-0.14,0.0491379,0.22,-0.23,-0.23,0.09,-0.1,-0.63,-0.1,-0.1,-0.2,0.18,-0.04,-0.46,0.04,0.14,-0.05,-0.05,0.01,0.35,-0.17,-0.13,16.03.03
-1.25,-0.06,-0.33,-0.07,0.1,0.03,0.66,-0.68,-0.43,-0.05,-0.53,-0.46,-0.12,0.11,0.06,0.29,-0.19,-0.15,-0.093,-0.02,0.09,-0.11,-0.67,-0.09,-0.02,0.2,01.01
-0.22,0,-0.13,0.05,-0.01,0.19,-0.82,-0.15,-0.48,0.16,0.05,-0.6,0.19,-0.88,-0.29,0.92,-0.01,0.07,-0.02,0.186818,0.64,0.67,-0.48,0.01,0.29,-0.01,34.01.01.01
0.33,0.24,0,0.33,-0.43,0.39,-0.02,-0.27,-0.25,0.35,0.49,-0.34,-0.46,0.15,0.24,0.01,-0.5,0.3,-0.06,-0.102,0.3,-0.19,-0.41,-0.3,0.44,-0.03,01.03.01
-0.06,0.05,-0.27,0.36,-0.08,-0.79,0.09,-0.72,-0.22,0.86,-0.37,-0.96,-0.61,0.41,0.34,-1.08,-0.29,0.26,0.06,-0.06,0.21,-0.16,0.16,0.19,-0.29,-0.31,18.02
0.03,0.09,0.21,0.0246667,0.07,-0.02,0.5,-0.19,0.07,0.14,0.23,0.21,-0.24,0.43,-0.07,-0.57,-0.43,0.39,0.06,-0.0157576,0.18,0.02,0.09,0.07,-0.3,0.2,42.01
-0.47,0.28,-0.04,-0.04,-0.23,-0.09,0.39,0.16,-0.5,0.16,-0.54,-0.39,-0.39,-0.33,-0.16,0.88,0.06,-0.12,-0.26,-0.18,0.26,0.13,-0.63,0.53,-0.07,-0.33,11.04.01
-0.34,0.22,0.13,0.12,-0.03,-0.53,0.01,0.16,-0.25,-0.37,-0.35,-0.09,0.16,-0.05,0.09,0.74,0.17,-0.01,-0.03,-0.05,0.43,0.67,0.42,0.1,0.08,-0.1,20.09.04
0.93,0.18,1.16,-0.02,-0.45,0.01,0.51,-0.68,-0.12,-0.2,-0.24,-0.18,0.41,0.21,-0.55,0.37,-0.06,-0.33,0.148286,-0.04,0.48,0.7,2.2,-0.57,0.42,0.12,14.10
0.14,1.4,-0.53,0.07,-0.21,-0.28,-0.04,0.59,0.5,-0.4,0.34,0.68,0.26,0.11,-0.26,-0.3,0.14,-0.05,0.0624242,-0.26,-0.03,-0.25,0.36,0.09,-0.07,-0.15,10.03.01
0.25,-0.24,-0.32,-0.06,0.17,-0.03,0.38,-0.46,-0.09,0.33,-0.24,0.2,0.23,0.17,-0.15,0.17,-0.12,-0.08,0.32,-0.0242857,-0.03,-0.06,-0.04,-0.2,-0.06,-0.07,10.01.09.05
0.44,0.28,0.26,0.42,0.15,-0.48,-0.05,0.19,0.12,-0.14,0.47,0.19,-0.27,0.22,0.04,0.29,0.38,-0.07,0.0317857,-0.37,-0.15,-0.13,-0.72,-0.43,0.29,0.12,34.11.03.07
-0.14,0.23,0.16,-0.16,-0.26,-0.02,0.3,0.27,-0.18,0.17,0.11,0.06,-0.09,0.25,0.02,-0.74,-0.36,-0.16,-0.06,0.15,-0.01375,-0.0797183,0.04,0.13,-0.01,-0.04,16.03.01
-0.43,0.0646701,-0.148041,-0.0812632,-0.0894271,0.120773,-0.27,-0.12,0.04,-0.01,0.18,0.28,0.46,-0.4,0.24,0.56,-0.28,-0.187812,-0.13,-0.44,0.73,0.64,-0.504286,0.275939,-0.048934,-0.17066,12.01.01
-0.29,-0.39,-0.07,0.25,-0.17,-0.19,0.41,-1.11,0.44,0.05,-0.11,-0.75,-0.57,-0.45,-0.37,0.65,0.08,-0.01,0.45,-0.14,0.25,0,-0.73,-0.2,0.23,0.11,20.09.07.03
-0.3,0.14,-0.17,0.18,-0.17,-0.23,0.02,0.96,0.19,-0.45,0.3,0.63,-1.03,-0.46,-0.26,0.72,0.12,-0.25,0.19,0.31,0.52,0.22,-1.2,0.59,-0.07,0.03,01.03.01.03
-0.34,0.0256089,0.039963,0.0115129,-0.01337,-0.005,0.35,-0.194783,-0.200866,-0.6,-0.053125,0.0028629,0.7,-0.14,-0.22,0.23,0,-0.32,0.09,0.18,0.19,0.05,0.159301,-0.0342701,0.0646715,0.0534672,16.01
0.03,0.06,0.05,0.18,0.05,-0.42,0.33,-0.53,-0.43,0.27,-0.18,0.14,0.15,-0.21,-0.08,0,0.22,0.15,-0.0189583,-0.01,0.21,0.28,-0.32,0.03,0.23,0,14.04
-0.29,0.08,-0.37,0.18,-0.19,0.37,0.27,-0.14,-0.4,0.15,-0.01,-0.34,-0.7,0.13,-0.41,-0.03,0.01,-0.67,0.3,-0.22,-0.23,-0.43,-0.27,0.34,-0.14,-0.19,11.02.03.04
0.26,0.18,0.15,0.19,0.13,0.13,-0.13,-0.5,-0.31,0.3,-0.87,-0.55,-0.03,0.03,-0.15,0.37,0.47,-0.09,0.124762,-0.04,0.07,0.19,-0.45,0.2,0.2,-0.26,42.16
0.7,-0.05,0.17,0,0.24,-0.39,0.49,0.08,-0.26,0.25,0.07,0.07,-0.2,0.11,0.39,0.37,0.38,-0.16,0.03,0.0113043,-0.04,0.01,-0.66,0.13,0.09,0.34,11.02.03.04
0.1,-0.15,-0.00638554,0.0591566,-0.0444643,-0.53,-0.57,0.4,-0.08,-0.18,0.000743243,0.85,0.3,0.03,-0.19,-0.29,0.01,-0.4,0.03,-0.31,-0.08,0.05,-0.28,-0.18,-0.03,0.41,14.04
-0.22,-0.04,0.15,0.21,0.08,0.15,0.12,-0.08,-0.34,-0.08,-0.23,-0.13,0.29,-0.22,0.2,0.02,0.26,-0.15,-0.03,0.0111165,0.12,0.08,-0.14,-0.05,0.16,0.25,16.01
-0.23,-0.12,-0.2,0.18,0.28,0.15,0.08,-0.08,-0.06,0.15,0,-0.14,-0.32,-0.2,0.31,0.08,-1.2,0.94,0.31,0.57,-0.84,0.31,-0.09,0.18,-0.02,0.2,43.01.03.05
-0.62,-0.25,-0.07,0.03,-0.06,-0.31,0.05,0.57,0.26,-0.42,0.67,-0.0644928,0.61,0.2,-0.06,-0.49,-0.01,-0.12,0.00409091,0.46,0.11,0.15,-0.4,-0.01,0.01,0.03,16.03.01
0.26,0.0274468,0.0802083,0.046875,0.00625,-0.0612766,0.05,-0.13,0,0.14,0.02,-0.54,-0.32,-0.22,-0.08,0.65,-0.29,0.02,0.0197368,-0.39,0.61,0.28,0.191042,-0.015625,0.0545833,0.0645833,43.01.03.09
2.03,-0.19,0.87,0.42,-0.42,-0.49,-0.38,-0.2,-0.48,0.11,0.33,0.34,0.4,-0.14,0.13,0.02,0.13,0.09,-0.91,-0.63,0.05,0.152368,1.52,-1.25,0.76,0.1,01.05.02.07
0.06,-0.1,0.09,-0.29,0,0.12,0.25,-0.17,0.07,-0.16,0.09,0.47,-0.04,0.42,-0.09,-0.06,-0.06,-0.46,-0.24,0.00718062,-0.14,-0.27,0.29,0.13,-0.22,-0.34,01.04
0.28,0.29,-0.12,-0.07,-0.11,-0.05,-0.26,0.36,0.23,-0.07,0.94,0.53,-0.2,0.06,0.1,0.01,0.13,-0.38,0.00829787,-0.27,-0.06,-0.04,-0.05,0.05,0.09,0.16,11.02.03.04
-0.47,-0.21,0.47,-0.25,-0.32,0.49,-2.07,0.27,-0.88,0.78,1.03,0.91,0.97,-0.56,-0.21,0.21,0.29,0.66,1,0.456,1.15,1.11,-1.28,-0.6,0.57,0.63,01
0.23,3.65,-0.04,-0.26,-0.3,-0.24,-0.168158,-0.032973,-0.84,-0.301842,-0.0934375,0.101765,0.19973,-0.02,0.38,0.06,0.02,-0.2,0.18,0.18,-0.41,0.38,-0.16,0.42,-0.36,-0.41,34.11.03.07
-0.22,-0.03,0.16,0.07,-0.23,-0.22,0.17,0.06,-2.58,-0.05,0.18,-0.17,-0.49,-0.24,0,0.36,0.03,0.07,0.33,0.0111165,0.07,0.03,0.21,0.14,-0.09,0,16.01
0,0.06,0.29,0.42,-0.05,-0.13,0.0385714,-0.138571,-0.0753846,-0.174615,0.140769,0.100714,-0.015,-0.69,-0.2,0.6,0.52,0.21,0.0618182,0.1,0.17,0.05,0.11,-0.52,0.37,0.55,14.13.01
-0.01,0.06,-0.11,-0.02,-0.04,-0.02,-0.28,-0.22,-0.38,-0.08,-0.29,-0.12,1.17,-0.11,-0.01,0.06,0.02,-0.187812,-0.13,-0.13,0.52,0.18,0.03,-0.23,0.25,0.07,12.01.01
0.06,0.01,0.06,0.21,-0.21,-0.14,0.57,-0.17,-0.34,-0.28,0.000743243,0.25,1.6,-0.48,-0.15,-0.23,-0.57,-0.23,0.17,0.11,1.08,-0.23,1.6,-0.44,0.26,0.25,14.04
0.54,0.59,-0.14,-0.07,0.16,0,-1.16,0.48,-0.55,-0.55,-0.14,-0.3,0.18,-0.04,0.32,-0.12,-0.19,0.02,0.08,-0.25,-0.01,-0.03,-0.43,-0.16,0.3,0.2,01.04
0.14,-0.03,-0.1,0.03,-0.36,-0.13,-1.36,-0.21,-0.09,0.07,0.42,0.4,0.81,-0.9,0.12,1.06,0.53,0.0846939,0.58,0.35,0.54,0.53,-1.26,0.32,-0.26,0.08,01.06
0.38,0.02,0.16,0.26,-0.07,0.18,-0.31,-0.74,-0.43,0.78,0.01,-0.35,0.46,-0.02,0.05,-0.12,0.1,0.13,-0.0189583,-0.01,0.41,0.21,0.24,-0.02,0.17,-0.25,14.04
0.42,-0.61,-0.18,-0.21,-0.2,0.16,-0.63,0.43,0.04,-0.38,0.47,0.36,0.29,0.15,0.74,-0.41,-0.18,0.22,0.01,0.08,-0.34,0.12,-0.7,-0.2,0.38,0.16,16.01
-0.17,-0.02,-0.07,-0.12,-0.08,0.12,0.07,0.04,-0.47,-0.47,-0.02,-0.31,0.27,-0.08,0.29,0.02,0.09,0.12,0.52,0.102857,0.23,0.19,-0.03,-0.13,-0.3,0.12,42.16
0.21,-0.17,-0.04,-0.17,0.06,-0.22,0.28,-0.28,-0.22,0,-0.13,0.14,0.41,-0.09,0.1,0,0.03,0.09,0.24,0.0485185,0.09,0.1,-1.58,0.04,0.04,0.08,12.10
0.37,-0.08,0.93,0.1,-0.05,-0.05,-0.18,-0.00971429,0.0421277,-0.0747101,0.0476336,0.74,-0.0907801,-0.46,-0.04,0.35,0.56,0.66,0.42,-0.18,-0.46,0.21,0.73,-0.52,0.28,0.28,01.05
0.29,-0.47,0.42,0.2,0.31,-0.58,0.24,0.01,-0.1,-0.55,0.26,0.32,0.4,-0.32,-0.41,0.02,0.39,0.02,-0.01,-0.32,0.0720703,0.103594,0.19,0.42,-0.19,-0.14,16.01
0.31,-1.46,-1.14,-1.29,2.71,-0.38,-0.46,1.17,0.71,-1.74,-1.37,0.04,0.38,-0.11,-0.1,1.63,1.31,0.00908163,-0.03,-0.41,0.62,0.39,0.92,-1.29,2.16,1.9,10.03.01
0.7,-0.13,0.77,0.32,0.0464,-0.3,-0.295625,0.150638,-0.00369565,-0.204043,0.10913,0.393778,0.0995745,-0.18,-0.27,-0.03,0.31,0.11,0.03,-0.16,0.0874,0.1116,0.29,0.33,-0.29,-0.16,32.01
-0.74,0.28,-0.56,0.03,0.13,0.12,-0.09,0.18,-0.09,-0.52,0.04,0.55,0.31,0.17,0.11,-0.54,-0.41,-0.03,0.0572674,0.06,0.02,-0.2,-1.33,0.36,-0.19,0.23,01.04
-0.1,-0.37,-0.52,-0.32,0.17,0.01,-0.33,0.28,0.26,-0.56,-0.1,0.54,0.43,-0.02,-0.01,0.39,0.19,-0.08,0.00829787,0.32,0.19,0.13,-0.01,-0.07,-0.02,-0.01,11.02.03.04
-0.07,0.15,-0.63,-0.31,0.16,-0.22,0,-0.16,-0.27,0.4,-0.14,0.39,0.28,0.13,0.28,0,-0.22,0.01,-0.13,-0.00318841,-0.13,-0.18,-0.98,0.08,0.16,0.29,10.03.01
-0.01,0.15,0.08,-0.34,-0.09,0.05,-0.33,-0.35,-0.14,-0.4,0.01,0.64,0.01,-0.36,-0.04,0.15,0.1,0.13,0.19,0.29,-0.2,-0.47,1,0.06,0.05,0.12,42.01
0.64,-0.27,0.09,0.26,0.04,0.01,0.5,-0.41,-0.14,-0.29,0.07,-0.01,0.12,-0.04,0.2,0.47,0.66,0.36,0.2,-0.18,-0.3,0.04,-0.6,0,0.04,-0.11,10.01.05.01
-0.58,-0.11,-0.03,-0.01,0.06,-0.06,-0.08,-0.32,-0.26,-0.12,-1.63,-0.32,0.14,-0.46,0.01,0.4,0.28,0.05,0.16,0.0583333,0.64,0.13,-0.24,-0.22,0.27,0.25,01.07.01
0.2,-0.22,-0.57,-0.01,0.21,0.24,-0.06,-0.06,0.02,-0.23,0.31,0.39,0.07,0.18,0.17,-0.33,0.04,0.41,0.43,-0.00318841,0.16,0.08,-0.58,0.18,-0.1,0.17,10.03.01
-0.32,-0.33,0.06,0.37,-0.48,0.41,0.35,-0.62,-0.29,0.3,0.06,-0.72,-0.86,0.03,0.09,-0.3,0.06,0.32,0.03,0.108462,0.14,0.07,0.04,0.17,0.2,-0.07,14.01
-0.6,0.49,0.67,0.15,-0.17,0.24,0,0.07,0.47,0,0.22,-0.11,-0.5,-0.32,-0.27,-0.36,-0.54,-0.05,-0.27,0.12,-0.6,-0.19,0.32,0.62,-0.01,0.19,16.03.01
-0.14,0.28,0.58,0.23,-0.25,-0.21,-0.55,0.14,0.03,0.22,0.5,0.32,-0.7,0.04,0.28,-0.19,-0.22,0.12,0.0572674,0.02,0.22,0.17,0.09,0.66,-0.74,-0.59,01.04
0.89,-0.67,0.06,-0.06,0.11,0.18,0.44,-0.46,-0.29,0.13,-0.26,-0.06,0.21,-0.03,-0.18,0,0.32,-0.11,0.2775,-0.21,-0.24,-0.51,-0.88,0.06,0.16,0.16,10.03.01
1.7,-1.14,0.57,1.17,0.75,-0.62,0.51,-0.48,0.51,-0.92,-0.18,-0.43,-0.45,-0.35,-1.16,-0.51,1.03,1.06,-0.38,-0.65,-0.24,-0.44,-1.76,0.27,0.14,0.21,10
-0.51,0.19,0.07,-0.19,-0.31,0.25,0.1,-0.7,-0.59,0.26,-0.07,-0.57,-0.1,-0.33,-0.27,0.11,-0.02,-0.31,-0.0189583,0.02,0.73,-0.04,1.25,0.09,-0.01,-0.11,14.04
-0.12,0,0.12,0.07,-0.18,0.25,0,-0.53,-0.36,0.28,-0.21,-0.91,-0.34,-0.29,-0.04,0.17,0.09,-0.02,0.13,0.00718062,0.27,-0.02,-0.11,-0.28,0.26,0.3,01.04
-0.22,0.07,0.4,0.27,-0.06,0.05,-0.15,-0.55,-0.31,0.01,0.04,0.01,0.46,-0.24,0.04,0.37,0.38,0.28,0.0572674,0.25,0.3,0.43,0.52,-0.07,0.25,-0.01,01.04
-0.23,0.09,0.07,0.08,-0.18,-0.1,-0.2,0.21,0.07,-0.15,0.46,0.67,0.05,-0.37,-0.02,1.07,0.0558608,-0.08,0.31,0.2,0.54,0.35,1.17,-0.31,-0.05,-0.01,16.01
-0.22,0.15,0.12,0.23,-0.06,0.03,-0.04,-0.5,-0.48,0.31,0.04,0.4,-0.31,0.33,0.13,-0.43,-0.26,0.36,0.05,-0.33,-0.72,0.13,0.16,-0.01,0.14,0,01.06
-0.32,-0.13,0.23,0.38,-0.27,0.2,-0.97,0.1,0.17,0.18,0.2,-0.43,-0.2,-0.41,-0.08,0.36,0.55,0.23,0.17,0.295714,0.15,0.15,-0.44,0.12,0.42,-0.06,12.04
-0.67,0.2,-0.19,-0.05,0.14,0.23,-0.47,0.44,0.32,-0.42,0.44,0.56,0.63,-0.14,-0.05,0.64,0.23,-0.11,0.1,0.0774797,0.26,0.38,-0.3,-0.09,0.44,0.24,14.04
0.26,-0.18,-0.39,0.35,-0.16,0.23,-0.52,-0.27,-0.07,-1.22,0.0156522,-0.01,0.8,0.24,0.3,0.03,0.03,0.53,0.0973684,0.39,0.13,0.54,0.32,-0.06,0.08,-0.15,20.09.07.03
-1.18,0.18,-0.85,-0.00575,0.15,0.01,-0.23,-0.08,-0.07,-0.03,-0.14,0.18,0.8,-0.25,-0.06,0.95,0.33,-0.121842,0.24,0.06,0.11,0.28,-1.56,1.19,-0.77,-0.17,11.04.01
0.33,-0.17,-0.16,0.46,-0.16,-0.19,0.23,0.16,0.06,0.25,0.31,-0.42,-1.27,0.13,-0.41,0.32,0.01,-0.2,0.0317442,-0.05,-0.36,-0.37,-0.51,-0.31,0.39,0.2,43.01.03.05
0.28,0.02,0.45,0.18,-0.12,0.11,0.26,-0.14,-0.3,-0.0344574,0.58,0.4,0.38,0.14,-0.06,-0.01,-0.06,-0.16,-0.0329412,-0.02,0.14,0.05,0.55,-0.17,0.53,-0.03,16.01
0.16,-0.08,0.25,0.1,-0.13,0.01,0.03,0.368,0.18,-0.66,0.99,0.9,0.54,-1.32,0.57,0.17,0.45,1.19,0.61,0.75,0.36,1.51,-1.86,-0.33,0.24,0.36,20.09.18
0.2,0,0.01,0.26,-0.26,0.24,0.15,-0.00971429,0.0421277,-0.19,0.0476336,0.158623,-0.0907801,-0.88,-0.0311039,1.36,0.78,0.02,0.32,-0.000535714,0.0488514,0.0262162,0.6,-0.35,-0.43,0.16,01.05
0.26,0.16,0.49,0.13,-0.44,0.3,0.02,0.23,0.33,-0.64,0.95,0.254,0.34,0.08,0.44,-0.23,-0.12,-0.04,-0.4,-0.51,0.251667,0.18,0.52,-0.27,0.35,-0.1,18.02
0.15,-0.04,-0.08,0.09,-0.13,0.27,-0.07,-0.34,-0.46,-0.06,0.02,-0.12,0.08,0.01,0.05,0.38,0.03,-0.2,0.01,0.0113043,0.14,0,0.57,0.3,-0.28,-0.36,11.02.03.04
-0.76,-0.28,-0.64,-0.33,0.1,0.27,-1.5,1.09,-0.19,-0.52,0.96,1.3,0.59,-0.31,-0.07,0.14,-0.45,0.4,0.07625,0.198421,0.425,0.4715,-0.81,0.04,-0.12,0.35,20.01.15
0.04,0.13,-1.12,0.04,-0.16,0.14,-0.53,-0.15,0.18,-0.05,0.32,0.5,0.71,0.43,0.38,-0.29,-0.21,0.38,0.29,0.43,0.19,0.06,0.41,0.03,0.16,-0.02,01.04
0.57,0.21,0.21,0.28,-0.13,-0.23,-0.05,0.3,-0.02,-0.28,-0.12,-0.03,-0.1,0.5,-0.07,-0.52,-0.17,0.06,0.00829787,-0.11,0.18,-0.04,1.12,0.24,0.01,-0.05,11.02.03.04
0.15,0.12,0.15,-0.04,-0.12,-0.21,-0.21,-0.27,-0.34,0.15,0.05,0.15,-0.69,0.04,-0.08,0.17,0.16,0.03,-0.25,0.0485185,0,0.11,-0.47,-0.16,0.33,0.15,12.10
0.43,0.09,1.16,0.09,-0.22,-0.13,-0.27,-0.22,-0.15,-0.62,0.15,-0.12,0.32,-0.07,0.25,-0.01,0.57,0.84,0.53,0.43,0.79,0.99,2.11,-0.54,0,0.14,40.01
1.41,-0.09,-0.12,-0.29,0.01,0.2,0.03,-0.07,-0.03,-0.39,-0.13,0.32,0.66,0.36,-0.02,-0.39,-0.31,-0.05,0.0572674,0.14,-0.19,-0.04,0.21,0.18,-0.05,-0.11,01.04
-0.03,0.06,0.18,0.13,-0.42,0.14,0,-0.1,-0.25,0.04,0.08,0.14,0.31,-1.27,-0.46,0.73,0.32,-0.27,0.19,-0.1,0.425,0.4715,-0.13,-0.17,0.49,-0.27,20.01.15
0.01,0.02,0.18,0,-0.11,-0.11,-0.35,-0.41,0.27,0.03,0.26,0.45,-0.2,-0.02,0.21,0.32,0.59,0.42,0.06,0.0963636,-0.4,0.65,-0.65,0.01,0.39,0.3,14.10
0.46,0.14,0.18,0.21,-0.23,0.28,0.19,-0.13403,-0.0977612,-0.0476923,-0.0523438,0.0384848,0.122537,0.13,0.26,-0.03,-0.09,0.03,0.1,0.0963636,0.08,0.35,0.84,0.57,-0.51,-0.25,14.10
0,0.11,0.31,0.05,-0.29,0.15,0.02,2.42,0.45,-1.06,-0.29,0.89,0.63,0.53,-0.4,-0.27,-0.3,-0.37,-0.01,0.36,-0.84,0.44,0.17,0.88,-0.99,0.45,32.01
0.25,0.22,0.27,0.23,-0.19,0.08,0.29,-0.08,-0.22,-0.04,-0.02,-0.63,-0.24,0.01,0.37,-0.27,0.03,0.32,-0.25,-0.02,-0.33,0.24,0.74,-0.02,0.17,0.23,34.01.01.01
0.38,-0.25,0.21,0.18,-0.23,0,-0.49,0.96,0.13,-0.16,0.336667,0.18,0.03,0.08,0.08,0.27,-0.21,-0.35,-0.46,-0.31,-1.06,-0.62,0.25,0.15,-0.05,0.07,11
0.23,0.05,0.17,-0.09,-0.0774194,-0.05,-0.39,1.52,0.7,-0.6,0.24,0.81,-0.07,0.04,-0.12,0.1,-0.16,-0.17,-0.22,0.1,0.22,0.09,-0.86,-0.15,0.17,0.19,20.09.04
0.34,-0.01,0.1,0.14,-0.07,0,0.03,-0.1,-0.01,0.38,0.03,-0.88,-0.38,0.35,0.27,0.37,-0.01,0.19,-0.0329412,-3.08,0.2,-0.04,0.02,0.04,0.24,0.05,16.01
-0.36,0.21,-0.13,0.29,-0.06,-0.029375,0.41,-0.37,-0.52,0.15,-0.05,0.1,-0.61,0.35,0.15,-0.38,-0.26,-0.12,0.19,0.145294,-0.03,0.2,-0.54,0.38,-0.42,-0.12,01.06
-0.15,-0.07,-0.11,-0.18,0.1,0.012,0.21,-0.79,-0.29,0.13,-0.44,0.22,-0.46,0.09,-0.14,0.34,-0.07,-0.18,0.22,-0.13,0.07,-0.04,-0.27,0.16,-0.03,0.31,14.07
-0.45,0.18,-0.01,0.05,-0.3,0.44,0.3,-0.32,-0.7,0.27,-0.28,-0.54,-0.01,0.21,0.01,0.01,-0.1,-0.06,0.00829787,0.04,-0.15,0.22,0.51,0.22,-0.3,-0.13,11.02.03.04
