@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_180                               numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_160                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.25,-0.06,0.07,0.4,0,-0.1,0.18,0.37,0.18,0.29,0.2,-0.23,0.06,0.42,0.43,0.13,0.13,-0.25,01.04
-0.45,0,0.11,0.55,-0.4,0.38,1.34,0.26,-0.3,-0.21,-0.03,-0.12,-0.17,0.14,0.19,-0.01,0.28,-0.02,11.04.03.01
-0.64,-0.13,0.18,-0.34,-0.18,-0.22,0.08,-0.27,-0.09,-0.14,0.38,0.81,0.33,0.21,0.3,0.16,-0.26,0,14.13.01.01
-0.03,-0.2,0.08,-0.31,0.35,0.65,-0.89,0.027194,0.17,0.25,0.19,-0.06,-0.23,-0.2,-0.28,0,0.06,-0.16,11.02.03.04
0.21,0.02,0.24,0.34,-0.06,-0.21,-0.03,-0.02,0.4,-0.05,0.39,-0.12,0.31,0.19,0.56,-0.04,0.17,-0.26,01.04
0.46,-0.05,0.24,0.1,0.29,-0.19,0.31,-0.33,0.26,-0.02,0.48,0.96,0.29,0.103594,0.88,-0.11,-0.03,0.11,16.01
-0.04,-0.27,-0.06,-0.21,-1.01,-0.76,0.38,0.25,-0.34,0.13,-0.17,0.56,0.01,0.23,-0.82,-0.65,0.11,0.24,14.04
0.06,-0.23,-0.23,-0.93,-0.72,-0.58,0.02,0.45,-0.53,-0.18,1.02,1.17,-0.21,0.87,0.43,-0.29,-0.01,0.07,32.07
-0.12,-0.21,0.36,0.27,-0.18,0.54,-0.04,-0.46,-0.44,-0.16,-0.07,0.72,-0.09,0.31,-0.4,-0.54,0.13,-0.03,12.07
-0.43,-0.27,0.27,0.4,0.31,-0.19,-0.09,0.04,-0.06,0.07,-0.23,0.25,-0.44,0.07,-0.4,-0.37,-0.14,-0.14,11.02.03.04
-0.89,-0.26,0.04,0.29,-0.81,0.18,0.18,-0.26,0.06,-0.12,0.11,0.3,-0.07,0.09,-1.3,0.01,0.26,-0.01,11.04.01
0.28,-0.36,0.33,-1.85,0.33,1.68,-0.49,0.35,0.68,0.33,0.03,-0.5,-0.07,-0.32,1.19,-0.21,0.32,-0.05,43.01.03.09
-0.04,0.21,-0.16,0.65,0.25,-0.117778,0.103,0.6,-0.19,-0.36,0.02,0.74,0.04,0.4,-0.63,0.22,-0.28,0.18,40.01
0.1,0.02,0.08,0.47,0.09,-0.04,-0.05,-0.08,-0.21,0.05,-0.15,-0.62,-0.55,-0.02,0.29,0.19,0.13,-0.03,16.01
0.32,-0.59,-0.41,-0.44,0.3,0.12,0.116083,0.72,-0.31,-0.25,0.13,0.15,0.1,0.54,1.46,0.64,-0.12,-0.18,11.02.03.04
0.68,-0.29,-0.08,0.24,0.04,0.01,0.08,0.16,-0.79,-0.62,-0.47,0.61,0.56,0.56,0.4,-0.25,-0.27,0.36,01.04
0.66,0.21,0.01,0.57,0.7,0.0340845,0.0538028,-0.00521739,-0.02,0.17,-0.24,-0.56,-0.01,-0.0797183,0.02,-0.12,-0.1,-0.02,16.03.01
0.23,-0.01,-0.13,0.42,0.01,0.1,-0.17,0.08,-1,-0.54,-0.43,1.8,-0.34,0.54,-0.13,-0.29,-0.05,-0.4,12.01.01
0.08,-0.08,-0.04,0.36,-0.13,0.25,-0.29,0.41,-0.32,-0.22,-0.11,1.23,-0.14,0.32,-0.25,-0.31,0.02,-0.07,01.02
0.11,-0.1,0.22,-0.12,0.33,0.24,0.05,0.32,-0.06,-0.11,0.1,0.01,-0.03,0.05,0.4,-0.2,-0.24,-0.06,10.01.09.05
0.58,0.18,0.07,0.38,0.38,0.54,-0.31,-0.0892308,0.06,0.12,0.14,0.26,0.13,0.18,-1.2,-0.22,-0.2,-0.12,16.03.03
-1.15,-0.12,0.28,0,-0.38,-0.22,0.65,-0.46,0.46,0.27,0.23,-0.32,0.12,0.44,0.24,-0.3,0.2,-0.02,14.07.05
0.4,-0.09,0.14,-0.05,-0.24,0.15,0.15,0.25,-0.32,-0.85,-0.07,0.15,-0.15,0.17,0.64,0.17,0.09,0.03,01.05
-0.17,-0.28,0.06,0.32,-0.52,0.02,0.22,0.14,0.1,-0.25,0.13,0.39,0.16,0.61,0.43,-0.56,-0.24,0.01,12.01.01
0.06,-0.36,0.17,0.47,-0.32,0.11,0.32,0.1,-0.4,-0.2,-0.04,0.54,-0.04,0.07,0.32,-0.34,0.13,0.05,10.03.01
-0.34,-0.28,0.14,0.97,-0.06,0.13,-0.28,-0.15,0.07,0.15,0.13,-0.34,-0.04,-0.1,0.53,0.04,-0.22,-0.18,12.01.01
0.2,-0.34,0.13,0.06,-0.51,0.43,0.08,0.15,-0.04,-0.09,-0.18,0.23,-0.04,0.16,-0.05,-0.61,0.03,0.23,32.01
-0.38,-0.17,0.19,0.06,-0.05,0.08,0.89,0.29,0.21,0.18,0.12,-0.41,-0.11,0.01,0.11,0.04,0.13,-0.01,01.04
0.67,0.01,0.08,-0.16,-0.07,0.15,-0.14,0.4,-0.16,0.09,0.03,0.01,0.33,0.15,1.07,-0.16,0.07,-0.03,01.05.25
0.3,-0.13,0.1,0.38,0.34,0.14,-0.27,-0.27,0.02,0.08,0.17,0.08,-0.58,0.241364,0.27,-0.28,-0.03,0.28,01.05.25
0.182246,-0.07,0.04,0.34,-0.05,0.79,0.34,0.27,0.06,0.02,-0.13,0.03,-0.19,-0.29,0.51,-0.33,-0.08,-0.19,43.01.03.05
0.58,-0.26,0.1,-0.48,0.262857,-0.00428571,-0.18,0.587143,-0.12,0.35,0.55,-0.19,0.14,0.26,0.92,-0.58,-0.16,-0.14,11
0.01,-0.11,-0.13,0.55,-0.14,-0.18,0.04,0.14,-0.17,-0.14,0.26,0.12,-0.27,0.09,-0.9,-0.28,0.09,0.27,20.09.07
0.14,-0.05,0.1,0.1,-0.11,0,0,0.29,0.3,0.18,-0.01,-0.29,-0.24,0.08,0.04,0.16,0.16,0.08,16.01
0.11,-0.35,0.23,0.6,-0.1,-0.17,-0.07,-0.26,-0.04,-0.12,0.06,0.14,-0.11,0.27,-0.69,-0.35,0.21,-0.2,01.01.09
-0.09,-0.21,0.13,0.04,-0.02,0.07,0.02,-0.69,0.07,-0.36,0.23,0.79,-0.05,0.26,-0.06,-0.2,-0.06,-0.28,42.01
-0.04,-0.42,0.14,0.12,-0.17,-0.4,-0.1,-0.04,0.15,-0.09,0,0.25,-0.01,0.35,0.46,-0.01,-0.09,0.06,11.04.03.01
-0.4,-0.12,0.32,0.24,-0.19,2.28,-0.37,0.29,0.25,0.2,-0.12,0.17,-0.03,-0.15,0.52,-0.02,-0.14,0.01,01.04
-0.22,-0.17,0.02,0.33,-0.15,-0.14,0.01,0.46,-0.06,0.08,0.14,0.22,-0.03,-0.04,0.28,-0.35,0.06,0.02,14.10
-0.69,-0.09,0.19,0.54,-0.06,-0.03,-0.03,-0.07,-0.17,0,-0.18,0.7,-0.32,0.24,-0.93,-0.27,0.19,0.08,16.03.01
-0.42,0.14,0.3,0.15,-0.1,-0.73,0.12,-0.17,-0.19,0.54,-0.25,0.44,-0.05,-0.19,0.83,-0.45,-0.39,0.23,01.04
0.11,0.63,0.19,-0.4,0.4,0.17,-0.06,0.26,-0.43,0.33,-0.14,0.26,-0.12,0.14,-0.74,-0.25,0.13,0.19,43.01.03.05
1.17,1.29,0.16,-1.32,1.72,-0.69,1.45,1.63,-0.37,-0.22,-0.91,-0.4,0.0228,-0.21,-1.63,-1.22,0.54,-0.65,11.02.03.04
0.56,-0.04,0.07,0.33,0.52,-0.02,0.5,0.18,0.48,0.69,0.07,-0.6,0.55,0.0343796,-0.68,-0.83,-0.19,-0.22,01.04
-0.29,-0.33,0.1,0.579189,0.68,0.51,-0.01,0.23,-0.32,0.22,-0.18,-0.02,-0.12,-0.27,-0.21,0.1,0.93,-0.29,11.04.01
-0.79,-0.08,0.34,0.1925,-0.0742857,0.31625,-0.01375,-0.0825,-0.19,0.44,-0.15,0.45,-0.26,-0.04,-0.4,-0.51,-0.33,-0.33,11.06.02
0.34,0.02,0.27,-0.57,0.67,0.5,-0.25,0.01,-0.01,0.1,0.06,-0.12,0.29,-0.16,-1,-0.4,-0.12,0.19,01.05
-0.56,0.44,0.17,-0.36,-0.07,-0.28,-0.07,-0.03,-0.27,0.13,0.02,-0.04,0.28,-0.09,0.02,0.15,-0.14,0.36,14.13.01
0.32,0.31,0.04,0.32,-0.15,-0.5,0.04,-0.34,-0.15,0.39,0.33,0.1,0.33,0.09,0.18,-0.43,-0.28,0.1,01.04
0.87,0.4,0.1,0.03,0.93,0.81,-0.34,0.94,-0.08,0.38,-0.13,0.11,-0.41,-0.31,0.3,0.09,0.33,0.05,42.01
0.3,-0.03,0.35,0.08,0.18,0.03,0,0.4,0.2,0.12,0.21,0.09,0.33,-0.42,0.27,-0.16,-0.24,-0.14,11.02.03.04
-0.01,0.25,-0.82,0.43,0.15,0.38,-0.1,0.51,-0.22,-0.22,-0.13,0.35,0.35,-0.42,-0.93,-0.33,0.07,-0.15,11.02.03.01
-0.56,-0.23,0.15,-0.66,-0.18,0.06,0.08,0.47,-0.63,-0.07,-0.28,0.77,0.0558633,0.76,0.53,-0.05,-0.45,0.3,01.04
0.432,-0.0310417,-0.2,0.23234,-0.131778,-0.0713636,0.224773,0.214186,0.04,0.17,0.59,-0.73,-0.08,-0.261957,-0.18,-0.27,-1.23,0.26,10.01.05.01
-0.74,0.39,0.03,0.0485714,0.0742857,-0.128571,0.164286,0.273571,-0.14,0.41,0.71,0.7,0.59,0.0584615,0.34,-0.02,-0.02,0.31,14.13.01
-0.09,0.76,0.24,0.32,-0.0555882,0.0461765,-0.23,-0.00818182,0.2,0.62,0.2,-1.1,0.38,0.51,-0.26,-0.22,-0.2,-0.15,11.04.03.01
-0.76,0.37,0.29,2.22,-1.53,-1,-0.02,-1.2,-0.13,0.03,-0.01,1.28,0.04,0.57,0.61,-0.43,0.53,0.99,16.01
0.1,0.57,0.23,0.2,0.1,0.03,0.04,0.15,-0.19,0.17,-0.1,-0.12,-0.09,0.37,0.34,0.08,-0.29,-0.05,01.01.09
-0.6,0.08,0.13,-0.19,0.47,0.54,-0.46,0.09,-0.26,0.24,0.07,0,0.02,0.01,0.06,0.2,-0.29,-0.05,43.01.03.05
1.09,0.29,-0.44,0.13,-0.25,-0.16,0.36,-0.23,-0.23,0.17,-0.09,0.77,-0.16,0.41,-0.46,-0.04,-0.09,0.26,01.05
-0.45,0.22,-0.11,-0.07,0.19,-0.19,-0.03,-0.28,0.09,0.2,0.23,0.22,0.09,-0.02,0.04,-0.05,0.06,0.01,20.09.18
-0.34,-0.2,0.03,0.19,0.05,0.154103,-0.74,0.0108108,0.15,0.31,-0.07,-0.66,0.02,-0.32,-0.06,-0.06,0.22,0.12,16.19.03
-0.22,0.38,0.01,-0.01,-0.13,0.05,-0.29,-0.05,-0.09,0.43,0.19,-0.32,-0.04,0.37,0.57,0.14,0.14,0.3,43.01.03.05
-0.14,0.26,-0.02,0.13,-0.54,-0.39,0.07,-0.06,-0.19,-0.07,0.4,-0.43,0.12,0.1,0.8,-0.25,0.01,0.35,14.07.11
-0.36,-0.22,0.39,-0.07,-0.32,-0.03,0.12,0.34,0.07,-0.12,0.15,0.55,0.16,0.13,0.1,-0.05,-0.07,-0.13,20.01.07
0.07,0.08,-0.5,0.19,-0.09,0.38,-0.32,0.52,0.77,0.8,-0.09,-0.02,-0.07,-0.11,-0.21,-0.25,0.07,-0.09,01.04
0.49,-0.04,0.03,-0.35,0.23,0.16,-0.77,0.69,0.16,0,-0.28,-0.2,0.4,-0.07,0.58,-0.01,0.06,0.02,20.09.13
0.01,-0.55,-0.13,0.34,-0.74,0.64,0.75,-0.1,-0.37,-0.81,-0.72,0.41,0.47,-0.37,-0.43,-0.02,0.17,0.23,20.09
-0.09,0.03,-0.0457931,-0.18,0.22,-0.3,-0.07,-0.04,-0.09,-0.97,0.24,0.21,0.42,0.0343796,1.07,-0.05,-0.19,-0.05,01.04
-0.15,0.16,-0.11,-0.71,0.14,-0.26,0.25,-0.05,-0.13,0.03,-0.06,0.38,-0.00847656,0.51,0.65,0.07,-0.09,-0.01,16.01
-0.76,0.46,-0.11,-0.82,0.85,0.92,-0.45,0.11,-0.37,0.09,-0.34,0.214172,-0.4,0.71,-0.3,-0.43,0.15,-0.31,12.01.01
-0.25,0.48,0.13,-0.24,0.68,0.48,-0.11,-0.01,-0.28,0.15,-0.28,0.39,-0.00847656,0.2,-0.35,-0.12,0.07,-0.11,16.01
-0.4,0.16,0.03,0.03,0.18,0.2,-0.22,0.13,0.08,-0.06,0.07,-0.33,0.0228,0,0.02,-0.01,0.12,0.2,11.02.03.04
0.14,0.43,-0.01,-0.257143,0.361667,0.595,-0.09,-0.123333,0.37,0.41,-0.08,-0.11,0.16,-0.04,-0.23,-0.38,0.16,0.03,18.02
0.57,0.65,-0.16,-0.28,0.33,0.49,0.16,-0.11,-0.08,0.01,0.06,0.79,-0.18,0.12,-0.43,0,-0.31,0.19,01.02
-0.29,-0.19,-0.02,-0.73,0.18,0.17,0.52,-0.92,-0.36,-0.74,-0.15,-0.15,-0.01,0.2,0.67,1.2,-0.66,-0.35,01.05
-0.25,0.41,-0.16,-0.7445,0.191,0.52,0.025,-0.2425,0.12,-0.05,-0.01,1.42,-0.06,1.09,0.23,-0.39,0.01,0.13,20.01.15
0.49,0.36,0.01,0.54,-0.1,0.05,0.38,-0.59,0.06,0.06,0.1,-0.23,0.14,-0.01,-0.05,0.06,0.19,-0.07,43.01.03.05
0.12,-0.04,-0.02,0.32,0.02,0.28,-0.03,1.24,0.03,-0.13,-0.35,-0.05,0.06,0.05,-0.21,-0.0811039,-0.09,0.44,01.05
3.56,-0.13,-0.13,0.21,0.44,0.56,0.14,0.7,0.01,-0.16,0.13,-0.24,-0.45,-0.02,-0.2,0.06,0.11,0.06,11.02.03.04
-0.06,0.38,-0.03,0.19,-0.18,0.18,1.64,1.01,0.36,-0.03,0.09,-0.1,-0.17,0.18,-0.22,0.06,-0.05,-0.05,11.02.03.04
0.46,0.01,-0.16,0.39,0.94,-0.02,0.31,-0.44,0.18,0.1,0.06,0.03,0.09,0.29,0.53,0.18,-0.16,-0.01,20.01.10
0.01,-0.0254,-0.24,0.26,-0.48,0.22,0.31,0.13,-0.35,0.05,-0.11,-0.35,-0.09,-0.09,0.45,-0.03,-0.03,0.04,01.06
-0.81,0.26,0.09,0.64,0.04,0.28,-0.23,-0.57,0.36,0.29,0.11,-0.18,0,0.29,-0.71,-0.07,-0.11,-0.03,11.06.02
-0.1,0.14,0.34,-0.18,0.38,0.06,0.25,-0.3,0.94,-0.25,0.23,-0.77,0.42,0.103594,-0.18,-0.24,0.18,0.37,16.01
-0.25,0,-0.15,-0.15,0.08,-0.19,0.54,0.03,-0.04,0.26,-0.07,0.37,-0.02,0.34,-0.25,0.01,-0.1,0.07,20.09.13
-0.32,0.04,0.03,-0.07,0.22,0.16,-0.06,-0.04,0.17,0,0.05,-0.01,-0.34,0.08,-0.07,0.15,0.28,0.16,14.07
0.01,-0.1,0.07,0.24,0.02,0.04,0,0.1,0.21,0.13,0.31,-0.24,0.09,0.12,-0.02,0.01,-0.1,-0.07,11.02.03.04
-0.29,-0.12,0.07,0.33,-0.08,-0.31,-0.04,-0.43,-0.1,0.56,-0.01,0.22,-0.04,0.0206516,0.31,-0.33,-0.09,0.1,11.02.03.04
0.77,0.27,-0.2,-0.03,0.3,0.31,0.34,-0.16,0.24,0.21,0.1,-0.17,0.02,-0.1,0.04,0.23,-0.37,0.2,20.09.07.03
-0.49,0.32,-0.05,0.27,-0.48,-0.12,-0.16,0.42,-0.11,-0.12,-0.04,0.42,-0.38,0.28,-0.65,0.26,-0.18,0.14,16.01
-0.56,0,-0.14,-0.56,-0.12,0,0.16,-0.37,0.08,0.14,0.39,0.17,0.11,0.39,0.58,-0.23,-0.05,0,12.07
1.48,0.58,0.18,-0.95,1.11,-0.84,1.8,0.98,-0.36,-0.04,-0.78,0.2,-0.17,0.48,-0.97,-1.08,0.55,-0.78,11.02.03.04
-0.15,0.00457249,-0.09,0.35,-0.25,-0.22,0.14,-0.25,0.2,0.05,0.09,-0.54,-0.26,-0.38,-0.04,0.05,0.05,-0.02,16.01
-0.34,-0.04,-0.13,0.61,-0.61,-0.3,-0.23,0.01,0.06,0.07,0.14,-0.16,-0.16,0.09,-0.13,-0.05,-0.15,0.36,43.01.03.05
1.05,-0.2,-0.06,0.5,0.25,0.61,-0.14,-0.58,0.56,0.29,0.37,-0.79,0.02,0.0206516,1.05,-0.06,-0.06,0.16,11.02.03.04
-0.0397222,-0.21,0.22,-0.28,0.16,0.1,0.02,0.41,-0.12,0.1,-0.4,0.36,-0.34,0.24,0.02,0.3,0.3,0.16,11.04.03.01
0.0156122,-0.23,0.26,0.53,-0.49,-0.34,0.24,-0.11,0.33,-0.68,-0.02,0.55,0.16,0.33,-0.18,-0.09,0.11,-0.3,10.03.01
-1.25,-0.47,-0.58,0.16,0.26,-0.04,0.12,0.15,0.34,-0.28,-0.42,-0.38,0.22,0.103594,-0.63,-0.27,0.04,0.19,16.01
-0.22,0.25,-0.52,0.07,0.17,0.28,-0.08,-0.53,-0.26,-0.28,-0.18,0.32,0.0869536,0.19,0.02,-0.12,0.01,0.02,01.05
0.182246,-0.08,0.07,-0.07,0.39,-0.07,0.47,0.38,0.18,-0.32,-0.22,-0.08,0.6,-0.00507576,-0.73,-0.16,0.11,0.05,43.01.03.05
-0.22,0.29,0.59,-0.13,0.38,0.21,-0.02,0.14,0.42,0.62,-0.28,0.76,0.08,-0.4,-0.17,-0.21,0.01,-0.39,42.01
0.28,0.25,0,1.24,-0.49,0.24,-0.28,-0.05,0,-0.05,-0.07,-0.33,-0.71,-0.96,0.61,0.27,0.09,0.3,16.03.01
0.0920833,-0.0233333,-0.0612766,0.43,0.121111,0.258605,-0.072,0.316905,0.09,-0.8,-0.15,0.46,-0.02,0.09,0.191042,-0.000851064,-0.0345833,0.0645833,43.01.03.09
2.17,-0.13,-0.87,0.26,-0.05,-0.75,0.51,0.52,-0.28,-0.51,-0.38,0.43,0.33,-0.57,-1.51,-0.65,0.18,0.16,34.11.03.07
0.138182,0.31,0.11,-0.31,0.62,0.15,0.13,-0.44,0.16,0.24,-0.37,0.23,0.12,0.11,0.1,-0.82,-0.02,-0.02,11.02.03.04
0.21,0.18,0.02,0.27,0.38,-0.06,-0.24,0.37,0.34,0.24,0.08,-0.48,0.51,0.0343796,-0.5,-0.33,-0.14,0.08,01.04
0.26,0.09,0.09,0.44,0.63,0.51,-0.16,0.65,0.25,0.24,-0.1,-0.37,0.2,0.37,0.4,0.22,-0.04,-0.32,11.02.03.04
0.16,-0.09,-0.07,-0.19,0.65,0.6,-0.06,0.06,0.37,0.14,-0.34,0.06,-0.2,0.12,-0.18,-0.09,-0.22,-0.16,43.01.03.09
0.26,0.25,-0.44,0.09,0.28,-0.15,0.06,0.45,0.25,-0.05,-0.08,-0.41,0.27,-0.35,-0.44,-0.23,-0.14,0.13,20.01.10
-0.01,0.28,-0.24,0.12,0.5,0.13,0.06,-0.23,0.12,0.34,0.16,-0.41,0.08,-0.01,0,-0.32,0.1,-0.07,11.02.03.04
0.01,0.3,-0.12,-0.27,0.58,0.15,0.48,-0.03,0.13,0.26,0.1,0,-0.17,-0.06,0.11,-0.25,0.14,0.06,10.03.01
0.62,0.03,0.18,0.42,-0.26,0.21,-0.17,-0.33,-0.01,0.34,0.47,-0.34,-0.85,-0.01,0.17,-0.43,0.02,-0.14,20.09.18
0.11,0.04,-0.12,-0.71,0.3,0.57,0.07,0.94,-0.43,-0.42,-0.08,0.66,-0.19,0.29,0.79,0.2,0.09,-0.25,12.01.01
-0.56,0.07,-0.14,-0.35,0.09,-0.56,0.24,-0.68,-0.15,0.05,-0.35,0.36,0.34,0.32,0.61,0.03,0,0.09,14.13.01.01
0.82,0.07,0.05,0.05,-0.44,-0.23,0.4,0.24,0.35,0.22,-0.03,-0.21,0.24,-0.17,-1.03,-0.4,0.1,0.47,14.07.02.02
-0.81,0.11,0,0.08,-0.15,-0.1,-0.2,0.55,0.05,-0.08,-0.12,-0.18,0.08,0.27,0.39,-0.15,0.07,0.07,16.01
-0.1,-0.1,0.24,0.24,-0.67,-0.26,0.19,-0.57,-0.12,-0.08,0.04,-0.01,-0.03,0.01,-0.11,-0.55,0.27,0.04,14.04
0.25,-0.08,-0.25,0.0985319,-0.00599432,0.0155398,0.116083,0.027194,0.33,0.22,0.1,-0.14,0.18,-0.21,0.08,0.25,-0.24,-0.04,11.02.03.04
-0.18,-0.24,0.03,-0.11,-0.07,0.01,-0.06,-0.88,-0.19,0.19,0.08,0.23,-0.57,0.22,0.11,-0.08,0.41,0.17,42.01
0.24,-0.02,0.04,0.32,-0.06,-0.11,0.21,-0.79,-0.04,0.33,0.13,-0.16,0.14,-0.17,0.31,0.34,0.18,-0.36,20.09.07
-0.47,0.02,0.02,-0.74,-0.25,0.34,-0.2,1.22,-0.18,-0.33,-0.07,0.13,0.29,0.56,-0.32,0.12,0.21,0.4,20.01
-0.22,0,0.3,0.03,-0.28,0.07,0.13,0.44,0.46,0.5,-0.09,-0.31,-0.03,0.12,0.89,-0.09,0.05,-0.27,01.04
1.77,0.23,-0.34,-0.12,0.05,0.57,1.34,-0.36,-0.04,0.21,-0.06,0.44,-0.27,0.07,0,-0.28,-0.14,0.21,12.07
-0.14,-0.15,0.22,-0.25,0.02,-0.01,0.27,-0.96,-0.21,-0.06,-0.09,0.04,0.02,-0.03,0.35,0.09,-0.29,-0.02,11.02.03.04
-0.25,-0.05,0.12,-0.04,-0.41,0.21,-0.17,0.77,0.15,0.52,0.3,-0.31,0.05,0.41,0.48,0,0.04,0.06,10.03.01
0.01,0.07,-0.03,0.04,-0.17,-0.25,0.07,-0.47,0.36,0.36,-0.11,-0.02,0.11,0.18,-0.28,-0.12,-0.26,0.21,11.02.03.04
-0.67,-0.11,-0.15,-0.39,0.16,-0.13,0,0.27,-0.03,0.01,0.07,0.31,-0.33,-0.01,-0.24,-0.15,0.11,-0.07,14.04
-0.3,0.06,0.02,-0.39,0.39,0.35,-0.28,0.7,0.31,-0.05,-0.09,-0.27,-0.24,0.15,0.91,0.22,-0.2,0.18,12.04
-0.1,-0.28,0.02,-0.07,-0.59,-0.24,0.12,-0.5,-0.09,-0.07,0.18,0.25,0.03,0.17,0.09,-0.16,0.21,-0.12,12.01.01
-0.47,-0.1,-0.15,0.31,-0.05,0.2,-0.02,-0.0293117,0.37,-0.04,-0.1,-0.61,0.48,0.19,-0.89,-0.16,0.15,0.11,16.01
0.2,0.14,0.11,-1.05,0.71,0.29,-0.07,-0.14,-0.11,0.03,0.07,0.36,0.3,0.43,-0.53,-0.1,-0.1,0.06,01.04
-0.38,0.18,0.35,1.09,-0.46,0.01,-0.1,0.06,0.06,0.27,0.43,-0.59,-0.34,0.101667,-0.92,-0.62,0.13,0.03,42.04
-0.32,0.09,-0.25,0.64,0.15,0.54,-0.2,0.66,0.29,0.4,0.17,-0.24,0.09,-0.14,0.93,0.2,-0.01,0.05,11.02.03.04
-0.15,0.05,-0.34,0.18,-0.09,0,-0.05,0.4,0.06,0.34,0.1,-0.33,-0.07,0.35,0.2,0.02,-0.11,-0.03,11.02.03.04
0.07,0.01,-0.00580838,0.09,-0.13,-0.29,0.66,0.37,0.33,0.09,-0.17,-0.13,0.05,0.16,0.77,0.03,0.09,0.18,14.04
-0.71,0.07,-0.06,-0.35,0.02,-0.08,0.08,0.56,0.1,0.09,0.19,0.17,0.11,-0.17,-0.05,0.32,-0.42,0.2,01.06.06.11
-0.27,-0.0161538,0.00307692,-1.15,0.73,0.5,-0.09,0.27,-0.04,-0.36,0.13,0.65,-0.23,0.54,0.398462,-0.0792308,0.0269231,-0.0623077,02.13.03
0.26,-0.06,0.13,-0.02,-1.06,-0.54,0.33,-0.05,-0.28,-0.57,-0.31,0.46,0.32,0.49,0.53,-0.29,-0.17,-0.09,32.01.01
-0.34,-0.1,0.35,-0.06,-0.43,-0.03,0.61,-0.2,0.18,-0.06,-0.14,0.98,0.05,-0.08,-0.44,-0.22,-0.13,-0.41,43.01.03.05
-0.23,-0.18,0.1,-0.68,-0.11,-0.41,0.31,-0.16,-0.03,-0.39,-0.31,-0.22,0.79,1.01,-0.53,-0.06,0.12,0.33,01.01
0.23,-0.19,0.29,-0.31,0.02,-0.32,0.23,-0.18,-0.03,0.24,-0.2,0.33,-0.04,0.34,-0.33,0.04,0.39,-0.21,01.07.01
0.34,0.01,0.06,-0.3,0.11,0.11,0.24,-0.23,-0.11,0.11,-0.01,-0.06,0.36,0.1,0.02,-0.23,0.28,0.1,01.04
-0.29,0.1,0.2,0.34,-0.42,-0.48,0.32,-0.57,0.07,-0.04,-0.15,-0.22,0.36,0.23,-0.92,-0.31,-0.19,0.19,11.02.03.04
-0.07,-0.07,-0.43,1.16,-0.54,-0.35,0.71,0.54,-0.53,-0.39,-0.15,0.98,0.46,-0.16,0.42,0.1,0.19,0.02,20.09.18
-0.23,-0.25,-0.59,-0.664324,0.0434211,0.124474,0.0027027,0.183684,-0.67,-0.97,-0.15,-0.04,0.68,0.152368,0.88,0.14,-0.34,0.57,01.05.02.07
0.2,0.07,-0.23,-0.98,0.02,-0.13,0.14,0.43,-0.25,0.16,0.02,0.42,-0.09,0.21,0.18,0.16,-0.21,0.34,01.06.06.11
-0.67,0.37,-0.07,0.53,0.41,0.07,-0.33,0.19,0.13,0.16,0.33,-0.16,0.38,-0.01,-1.76,-0.07,0.3,0.03,01.03.01.03
-0.25,0.03,-0.16,-0.07,-0.15,-0.02,0.03,0.35,-0.38,-0.12,0.35,0.23,-0.08,0.02,0.05,0,-0.1,0.31,14.04
0.5,0.01,-0.29,-0.11,-0.07,-0.23,-0.32,-0.15,-0.2,-0.02,0.07,0.16,0.05,-0.09,2.22,0.56,-0.2,-0.22,01.05
0.79,-0.12,0.17,0.59,-0.33,-0.41,0.45,-1.28,0.15,-0.04,-0.19,0.22,0.08,0.17,0.09,-0.34,0.15,-0.03,14.04
0.19,-0.34,0.3,-1.39,-0.09,0.96,0.16,0.2,0.04,-0.4,0.14,0.16,0.68,0.49,0.53,-0.18,0.39,0.29,20.03
-0.23,-0.07,-0.27,0.14,0.12,0.47,-0.5,0.97,-0.08,-0.62,0.01,-0.53,-0.17,-0.17,-0.08,0.38,0.07,0.29,20.01
