@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha91                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc28_10                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu120                                  numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.56,0.38,0.18,-0.27,0.24,0.18,-0.02,-0.26,0.03,0.17,-0.43,-0.01,-0.11,0.34,-0.35,-0.19,0.2,0.09,0.13,0.4,-0.0329412,-0.07,0.62,-0.29,-0.59,0.1,0.26,-0.03,16.01
-0.67,-0.49,-0.45,-0.13,-0.08,-0.13,0.56,0.22,0.05,-0.16,-0.2,-0.03,-0.18,-0.16,-0.37,0.25,0.37,-0.1,0.4,0.19,-0.4,0.3,-0.19,-0.23,-0.14,0.1,0.2,0.13,01.07.01
-0.64,-0.25,-0.01,0.03,0.08,0.06,0.16,0.07,0.05,-0.05,-0.16,0.46,0.23,-0.43,0.7,0.33,0.03,0.09,0.43,0.12,-0.51,0,0.06,0.3,0.01,-0.11,-0.25,0.13,42.01
0.03,0.28,-0.43,-0.07,0.18,-0.36,0.12,0.26,0.24,-0.26,0.25,0.28,0.07,0.28,0.07,0.11,0.21,0.23,-0.05,-0.07,0.0572674,-0.54,-0.52,-0.11,0.13,0.05,0.02,-0.04,01.04
0.85,-0.74,0.16,-0.4,-0.1,0.52,0,0.52,-0.47,-0.23,-0.71,0.23,-0.42,-0.29,-0.23,-1.06,0.15,-0.1,0.19,0.43,0.75,0.03,-0.59,-0.25,-0.09,0.38,-0.31,0.05,10.03.01
0,-1,0.25,-0.43,-0.13,0.22,-0.11,-0.03,0,-0.33,-0.49,-0.22,-0.06,-0.18,-0.31,-0.6,0.03,0,0.08,0.15,0.0365672,0.19,1.14,0.3,-0.13,-0.28,-0.2,-0.02,42.01
0.33,-0.6,-0.29,0.01,-0.06,0.06,0.43,0.79,-0.08,0.16,0.04,0.12,-0.053125,-0.17,0.23,0.54,0.04,-0.07,0.11,0.12,-0.33,-0.91,-0.45,-0.3,-0.02,0.08,-0.37,-0.03,16.01
0.12,-0.51,-0.42,-0.17,0.16,-0.38,0.03,-0.17,-0.47,0.25,0.06,0.26,-0.24,-0.6,0.13,-0.14,0.36,0.32,0.11,-0.09,-0.19,-0.16,-0.18,-0.06,0.06,-0.04,0.15,-0.01,16.01
-0.01,-0.74,-0.22,-0.26,-0.15,-0.02,0.34,0.45,-0.96,-0.39,-0.46,0.37,-0.51,-0.3,-0.13,-0.06,-0.23,-0.19,0.23,0.3,-0.16,-0.22,0.72,-0.13,0.16,0.1,0.12,-0.16,16.03.03
-0.47,-0.42,0.16,-0.19,-0.05,-0.03,0,0.15,-0.81,0.78,-0.38,0.16,-0.15,-0.28,0.34,0.5,-0.08,-0.12,0.02,0.03,0.03,0.24,0.19,-0.08,0.06,0.28,0.06,-0.02,14.10
0.07,0.49,-0.56,-0.43,0.03,-0.17,-0.69,-0.44,0.12,0.06,0.19,-0.09,-0.16,0.36,0.91,-1.43,-0.22,-0.79,-0.67,0.37,0.11,0,0.48,0.94,-0.03,-0.11,0.07,0.07,16.03.01
0.15,-1.22,-0.17,-0.24,0.02,0,0.13,-0.04,0.58,0.128571,-0.42,0.11,0.248571,-0.23,0.4,0.44,-0.05,-0.79,-0.2,-0.2,-0.0488889,-0.56,0.17,-0.23,0,0.13,0.09,-0.08,01.03.01
-0.2,-0.104286,0.01,-0.33,0.03,-0.31,-1.55,-0.13,-0.31,0.01,-0.35,0.08,0.08,-0.44,-0.35,-0.09,-0.17,-0.05,0.3,0.07,-0.13,-0.56,0.13,-0.22,0.29,0.05,-0.12,0.41,01.02
-0.43,-0.23,0.31,-0.37,-0.1,0.05,-0.41,-0.27,0.92,0.38,-0.08,-0.41,0.34,-0.39,0.3,-0.17,0.27,0.2,-0.02,-0.26,0.02,-0.04,0.28,0.02,0.2,0.28,0.17,0.1,01.06
-0.29,-0.43,-0.17,-0.35,-0.02,-0.35,0.1,-0.14,-0.38,-0.33,0.35,0.11,0.43,0.04,0.28,-0.18,-0.27,-0.27,0.19,0.48,-0.05,0.01,0.9,0.19,0.37,-0.48,-0.24,0.24,01.05
-0.23,-0.76,0.49,-0.45,-0.39,-0.2,0.45,0.17,0.16,-0.21,0.15,-0.07,-0.45,-0.4,0.34,0.16,-0.34,-0.13,-0.11,0,-0.115385,0.02,0.77,0.52,0.3,-0.21,-0.19,0.44,32.01.01
-0.45,-0.69,-0.14,-0.3,-0.24,0.31,-0.32,-0.21,0.25,0.19,0.03,-0.23,0.25,-0.21,0.03,0,0.19,0.28,-0.08,-0.15,0.02,-0.17,0.44,0.25,-0.03,-0.12,0.25,-0.08,20.09.07
-0.07,-0.3,-0.27,-0.05,-0.13,0.39,0.43,0.29,0.26,-0.09,0.23,-0.03,0.37,-0.2,-0.17,-0.14,0,0.08,0.09,-0.14,0.00829787,-0.09,0.86,0.02,-0.05,0.2,0.04,-0.22,11.02.03.04
-0.43,0.58,0.23,-0.25,-0.13,0.1,0.26,0.24,-0.32,-0.32,-0.7,-0.3,-0.07,0.4,-0.41,-0.19,0.25,0.1,0.23,0.13,-0.0329412,-0.35,0.09,0.21,-0.37,0,0.04,-0.04,16.01
0.04,-0.06,0.01,-0.09,-0.12,0.08,0.49,0.35,-0.14,-0.24,-0.5,0.12,-0.13,-0.81,-0.76,0.09,0.56,0.65,0.4,-0.18,-0.26,-0.71,-0.38,-0.06,-0.03,0.12,-0.21,0.18,11.02.03.01
-0.64,-0.6,0.2,-0.22,0.16,0.35,1.71,1.31,-0.39,-0.25,-0.91,-0.06,-0.16,-0.43,-1.35,0.42,0.47,0.48,0.38,-0.08,-0.03,-0.59,-0.8,-0.46,-0.22,0.84,0,0.03,42.01
0.1,-1.25,-0.23,-0.25,0.23,-0.08,-0.86,-1.17,0.58,0.54,0.36,0.07,0.24,0.02,-0.03,1.29,-0.71,-0.5,-0.05,-0.26,-0.38,-0.71,0.11,0.36,0.38,-0.01,-0.36,0.08,01.05
0.51,-0.69,-0.42,-0.47,0.29,-0.27,0.05,0.18,-0.21,-0.14,-0.1,0.18,-0.27,0.55,0.11,-0.27,0.09,0.16,0.41,0.41,0.07,-0.59,0.78,-0.21,0.01,-0.06,-0.27,0.1,16.01
-0.3,-0.14,0.01,-0.42,-0.22,0.21,-0.06,0.05,-0.56,-0.3,-0.3,0.03,-0.19,0.29,-0.24,-0.14,-0.06,0.07,0,-0.01,-0.0189583,-0.14,1.06,0.26,0.16,-0.02,-0.09,-0.09,14.04
0.41,1.25,0.36,-0.56,-0.31,0.21,-1.2,-1.79,0.4,-0.13,0.28,0.63,0.36,-0.92,-0.18,-0.79,-0.2,-0.37,-0.27,0.17,0.57,0.0742623,-0.5,-0.02,-0.07,-0.48,0.35,0.41,01.07.01
0.41,0.08,-0.17,-0.194908,-0.06,0.28,0.19,0.06,-0.27,-0.34,-0.2,0.09,0.16,0.35,-0.43,-0.44,0.29,0.3,-0.09,-0.02,-0.0189583,-0.21,0.85,0.07,0.07,0.26,0.09,-0.29,14.04
0.48,0.01,0.33,0.08,0.08,-0.25,-0.42,-0.54,0.16,0.15,0.34,0.12,0.45,-1.02,0.5,0.13,-0.14,-0.41,0.28,0.4,-0.1,-0.18,-0.56,-0.17,0.29,-0.32,-0.11,0.18,01.06.02.01
0.04,-0.45,-0.47,-0.07,0.41,-0.23,-0.33,-0.61,-0.98,-0.63,-0.2,0.31,-0.3,0.33,0.15,0.21,-0.31,-0.71,0.52,0.82,0.33,0.24,0,-0.74,-0.17,0.18,0.29,0.04,12.01.01
0.29,0.51,-0.03,-0.31,-0.24,-0.35,-0.46,-0.87,-0.14,-0.35,0.21,0.3,-0.15,0.17,0.59,0.17,-0.74,-0.68,-0.19,0.54,0.32,0.0982222,0.43,0.26,-0.05,-0.77,-0.09,0.54,01.06
0.06,-0.71,-0.42,0.16,0.13,-0.41,-0.15,0.15,0.25,0.64,0.37,-0.62,0.248571,0.66,1.07,-0.12,-0.12,-0.28,0.64,0.72,-0.46,-0.36,-0.02,-0.12,-0.19,-0.26,-0.15,0.35,01.03.01
0.71,0.71,-0.32,-0.09,-0.37,-0.35,-0.44,0.54,-0.84,-0.13,0.43,0.81,-0.39,0.11,0.08,0.02,-0.85,-0.85,-0.32,1.26,-0.14,-1.12,-1.04,-0.72,-0.28,0.45,0.28,0.15,01.04
0.58,0.29,0.25,-0.18,0.26,0.43,0.42,0.26,0.22,0.43,-0.26,0.01,-0.32,-0.53,-0.71,0.11,0.02,-0.3,0.49,0.24,0.07,-0.0277528,-0.58,-0.32,-0.38,0.09,-0.15,0.13,10.03.01
0.38,-0.01,0.44,-0.12,-0.09,0.11,0.17,0.21,-0.12,-0.7,-0.35,0.2,0.17,0.58,-0.44,-0.11,-0.15,-0.07,0.25,0.17,-0.04,0.01,0.79,-0.25,0.02,0.42,0.07,-0.14,11.02.03.04
0.25,-0.43,0.28,-0.46,-0.04,0.12,0.32,0.19,-0.43,-0.33,-0.16,0.2,0.13,0.72,0.12,0.02,0.05,-0.03,0.29,0.56,-0.02,-1.06,0.06,0,-0.18,0.21,-0.02,0.02,16.01
0.42,-0.32,-0.12,0.16,0.09,-0.36,0.87,0.79,-0.5,-0.02,-0.27,0.16,-0.25,-0.1,-0.32,0.49,0.12,0.06,0.13,0.26,-0.32,0.0170588,-0.43,-0.09,-0.04,-0.01,0.3,0.07,16.19.03
-0.25,-1,-0.25,-0.24,-0.03,0.03,-0.78,-0.05,0.09,0.12,-0.09,0.19,0.18,0.85,1.2,0.6,-0.58,-1.26,-0.12,0.39,0.64,0.83,-0.85,0.63,0.45,-0.73,0.17,0.3,01.01
-0.12,-1.64,-0.49,-0.37,-0.09,-0.19,-0.27,0.32,0.69,0.95,0.53,-0.56,-0.0210703,0.43,0.0624332,1.03,-0.35,-0.5,0.03,-1.13,-0.37,-0.4,-0.73,0.45,0.03,-1.12,0.07,0.13,11.02.03.04
0.36,0.08,-0.34,-0.12,-0.12,0.03,0.36,0.7,-0.18,0.2,0.04,0.96,-0.36,0.48,0.55,0.47,0.2,0.13,0.34,0.29,0.29,-0.384783,0.07,0.37,0.63,-0.07,-0.14,-0.01,10.01.05.01
0.86,0.44,-0.47,0.08,0.68,0.01,-0.5,-0.62,0.4,0.42,0.58,1.58,0.31,0.26,0.58,-0.66,0.4,0.06,-0.33,-0.01,-0.139714,-0.29,-0.87,-0.21,-0.95,-0.3,0.35,0.03,10.01.05.01
-0.03,-0.45,-0.07,-0.19,-0.01,0.05,-0.67,0.17,0.35,-0.32,-0.25,0.0939394,0.0252632,0.52,0.68,-0.48,0.4,0.3,-0.05,-0.65,0.2,-0.23,0.15,-0.28,-0.14,0.13,-0.03,0.25,01.04
-0.84,0.57,-0.23,-0.1,0.16,-0.15,0.25,0.23,-0.08,-0.54,-0.21,0.11,-0.09,0.46,-0.06,-0.25,-0.25,-0.06,0.45,0.43,-0.31,0.34,0.03,0.04,0.04,0.31,0.22,-0.23,16.01
-0.86,-0.2,-0.27,-0.32,-0.32,-0.27,0.06,0.27,0.03,-0.11,-0.04,0.06,-0.04,-0.16,-0.28,0.21,-0.12,-0.08,0.3,0.22,-0.014,0.2,-0.14,0.17,0.31,0.3,-0.01,-0.17,20.09
-0.01,0.21,-0.51,-0.14,0.03,-0.14,0.07,0.1,0.38,-0.93,0.02,-0.11,0.38,-0.16,0.05,0.01,-0.1,-0.07,0.44,0.31,0.0386667,0.44,-0.68,-0.44,0.14,0.28,-0.1,0.12,01.05.02.07
0.49,-0.18,-0.17,-0.02,-0.14,0.52,0.94,0.63,0.15,0.04,-0.9,0.14,-0.1,-0.37,-0.78,0.14,0.13,0.67,0.19,-0.28,0.1,-0.22,-0.38,-0.13,-0.16,0.71,-0.15,-0.2,12.07
-0.3,0.06,0.16,-0.3,-0.02,0.03,0.72,0.64,-0.65,0.02,-0.35,0.01,0.16,-0.04,-0.03,0.4,-0.3,0.36,0.43,-0.01,0.04,0.169286,-0.06,-0.3,-0.14,0.17,0.1,0.17,01.02
0.51,-0.56,-0.34,-0.25,0.16,-0.13,0.18,-0.11,0.43,0.19,0.09,-0.36,0.29,-0.01,-0.04,-0.08,-0.06,-0.02,0.05,-0.11,0.23,0.22,-0.19,-0.21,0.42,-0.01,-0.13,0.14,01.03.04
-0.29,-0.69,0.59,-0.27,0.07,0,-0.31,0.02,-0.23,0.58,-0.15,0.05,-0.26,-0.34,-0.34,-0.43,-0.25,-0.04,-0.24,0.02,0.7,0.33,-0.84,-0.57,0.01,0.14,0.1,-0.11,12.01.01
-0.49,0.06,-0.2,-0.25,0.19,0.02,-0.5,-0.31,0.38,0.29,0.27,0.05,0.13,0.09,0.03,-0.28,-0.48,0.26,-0.11,-0.05,0.25,0.34,-0.55,0.09,0.05,0.38,0.18,-0.2,12.07
-0.27,-0.14,-0.18,-0.28,0.19,-0.03,-0.09,0.18,-0.18,-0.13,-0.34,1.01,-0.34,0.73,-0.16,-0.11,-0.26,0.32,0.17,0.04,-0.034,0.24,0.31,0.45,0.19,-0.09,-0.15,0.09,32.01
0.24,-0.25,-0.64,-0.02,0.25,-0.12,-0.28,-0.22,-0.03,-0.14,-0.16,0.14,-0.42,0.53,0.5,-0.37,0.03,-0.11,0.25,0.15,0.38,0.04,1.54,0.01,0.17,-0.45,-0.18,0.01,01.04
-0.49,-0.38,-0.47,-0.22,0.2,-0.21,0.55,0.46,-0.42,-0.05,-0.98,0.17,-0.29,-0.02,-0.11,-0.43,-0.15,0.31,-0.12,-0.13,0.52,0.22,-0.36,0.08,0.28,0.05,0.27,0,20.01.13
-0.94,-0.71,0.03,-0.13,0.05,0.33,0.97,1.29,-0.93,-0.33,-0.86,0.13,-0.86,0.05,-1.04,0.03,-0.14,-0.4,0,-0.01,0.19,0.4,-0.69,-0.04,0.18,0.87,0.21,-0.39,16.03.01
-2.32,-2.25,0.29,-0.14,-0.65,-0.79,1.55,1.17,-1.3,-0.73,0.22,-0.56,-0.93,0.42,1.05,-0.17,-0.28,0.19,0.01,0.0756934,-0.11,0.05,0.71,0.45,-0.1,-0.59,-0.55,0.59,43.01.03.05
0.24,0.03,-0.32,-0.11,0.13,-0.23,0.57,0.54,-0.46,-0.46,-0.32,0.36,-0.52,-0.08,-0.38,0.09,-0.24,0.63,0.44,0.04,0.0572674,-0.19,1.75,-0.1,0.09,-0.37,-0.19,-0.16,01.04
0.1,0.4,-0.34,0.02,0.34,0.01,-0.19,-0.4,0.92,-0.04,0.09,0.06,0.35,-0.36,0.54,-0.55,-0.06,0.29,0.24,0.13,0.52,0.28,-1.17,-0.37,-0.07,0.2,0.38,-0.2,01.05
-0.94,-0.6,-0.4,0.03,0.33,0.03,-0.22,-0.36,0.76,-0.27,0.12,-0.15,0.12,-0.35,0.07,-0.29,0.1,0.31,-0.19,-0.17,0.62,-0.04,-0.77,-0.26,0.13,0.07,-0.08,-0.3,12.01.01
0.23,-0.3,0.14,-0.25,0.01,0.01,-0.27,0,-0.08,0.05,-0.06,0.69,0.24,0.28,0.39,0.07,-0.07,-0.04,0.11,0.03,-0.01875,-0.16,-0.12,-0.12,-0.18,-0.16,-0.1,0.02,14.07.05
0.14,0.15,0.24,0.01,0.2,0.11,0.6,0.64,-0.35,-0.05,0.05,0.4,0.33,-0.19,-0.14,0.13,0.3,0.05,0.33,-0.32,-0.03,-0.04,-0.63,-0.65,-0.53,0.01,0.14,0.1,20.01
-0.89,-0.15,-0.03,-0.16,-0.43,-0.07,0.81,0.47,-0.21,-1.06,-0.28,0.09,-0.06,-0.18,-0.04,0.18,-0.04,0.11,0.18,0.17,-0.065,-0.23,-0.66,-0.05,0.36,0.67,0.41,-0.18,01
0.94,-1,0.16,0.08,-0.18,-0.18,-0.93,0.27,0.75,0.4,0.71,-0.53,0.37,0.49,1.2,-0.75,-0.45,-0.16,0.08,0.12,0.68,0.32,0.25,0.14,0.24,-0.02,0.31,-0.12,20.09.18
0.28,-0.124067,0.1,-0.47,-0.23,-0.14,0.13,0.9,-0.59,0.16,-0.53,-0.05,-0.06,0.12,0.09,-0.75,-0.44,-0.53,0,0.98,0.34,0.0488514,0.28,-0.15,-0.02,0.07,0.11,0.47,01.05
0.6,-0.1,-0.71,-0.3,0.08,0.09,0.07,-0.04,0.5,0.16,0.03,0.14,-0.44,-0.37,0.45,-0.44,0.02,0.32,0.25,0.18,-0.05,0.06,0.19,-0.24,-0.22,-0.05,0.09,0.19,16.01
0.64,0,-0.22,-0.16,-0.13,0.27,0.96,0.58,0.35,0.4,0.05,-0.23,0.36,-0.57,0.17,-0.23,-0.19,-0.08,-0.36,-0.22,0.25,-0.19,0.19,0.1,-0.01,0.07,-0.07,-0.03,32.01
-0.04,-0.6,-0.1,0.05,0.19,0.55,1.18,1.1,-0.88,0.2,-0.72,0.1,-0.28,-0.18,-1.01,0.31,0.12,0.63,0.11,-0.21,0,-0.28,-0.81,-0.4,-0.11,0.64,0.21,-0.01,11.04.01
-0.23,-0.17,0.3,-0.14,0.15,-0.25,-1.23,-1.77,0.37,0.21,0.45,-0.19,0.91,0.14,0.96,-0.45,-0.2,0,-0.55,0.0627273,0.39,0.12,-0.02,-0.25,0.27,0.35,-0.59,0.34,01.05.02.07
0.18,-0.89,-0.43,-0.26,0.03,-0.22,-0.47,-0.37,0.05,0.23,0.09,0.05,0.2,0.62,0.44,0.1,0.02,-0.11,-0.01,0.07,0.148286,0.09,0.4,-0.17,0.09,-0.3,0.19,0.01,14.10
-1.12,-0.09,-0.06,-0.28,0.17,0.04,-0.37,-0.4,0.13,0.75,0.23,-0.57,-0.0787805,0.08,0.54,-0.02,0.25,-0.13,0.52,0.05,-0.15,-0.384783,0.15,0.66,0.11,-0.21,-0.42,0.14,10.01.05.01
1.48,-0.94,0.3,-0.58,0.01,-0.07,-0.12,0.1,0.15,0.27,-0.77,-0.05,0.27,0.1,0.62,-0.19,0.27,0.2,0.27,0.14,-0.0189583,0.04,-0.03,-0.15,0.27,0.39,-0.03,0.07,14.04
0.106944,-0.01,0.00472222,-0.34,-0.19,-0.1,0.27,0.04,-0.79,-0.57,-0.63,0.43,-0.4,-0.09,-0.57,-0.07,0.02,-0.56,-0.03,-0.05,0.0572674,-0.18,0.62,-0.62,0.01,-0.26,0.02,0.16,01.04
0.31,-0.38,-0.2,-0.17,-0.17,0.28,0.25,0.29,-0.31,-0.1,-0.33,0.12,-0.42,0.21,-0.58,-0.27,-0.29,0.38,0.09,-0.06,0.0773913,0.05,1.23,0.1,-0.03,-0.22,0.08,-0.38,11.04.03.01
0.15,-0.47,-0.14,0.1,0.33,0.09,-0.6,-0.35,0.34,1.16,0.75,1.05,0.24,0.49,0.97,0.01,-0.02,0.13,-0.34,-0.12,0.51,-0.34,-0.01,-0.27,0.15,0.39,0.23,-0.15,10.03.01
0.432,-0.2,-0.2116,-0.06,-0.12,0.39,0.3,0.14,-0.14,0.35,-0.06,0.26,-0.15,-0.32,-0.43,-0.24,0,-0.47,0.19,0.3,-0.13,0.25,-0.52,-0.35,-0.14,0.24,0.03,-0.12,10.01.05.01
-0.1,-0.84,-0.43,-0.39,0.19,-0.43,0.18,-0.04,0.42,0.29,-0.49,-0.07,0.46,-0.44,0.22,0.81,-0.73,-0.44,-0.21,-0.03,-0.06,-0.75,0.16,0.19,0.24,-0.34,-0.07,0.15,01.07.01
0.41,-0.76,-0.43,-0.06,0.24,-0.09,-0.05,-0.46,-0.4,-0.33,0.03,0.18,-0.06,-0.12,-0.15,0.02,0.24,0.4,0.02,-0.28,-0.01,-0.25,-0.06,0.1,0.22,0.02,-0.04,-0.18,10.03.04
0.28,-0.25,1.04,-0.22,0.66,0.67,0.99,-1.2,0.21,0.57,0.12,-0.22,0.47,-0.47,0.44,-0.92,0.28,1.21,1.19,-0.15,0.34,0.71,-0.5,-0.77,-0.66,-0.16,0.47,0.18,43.01.03.05
0.12,-0.07,-0.64,-0.09,0.35,-0.27,-0.07,-0.04,-0.11,-0.36,-0.46,0.05,0.23,0.18,0.04,0.28,-0.41,0.25,0.17,-0.06,-0.0271429,-0.29,0.17,-0.19,0.1,-0.2,-0.17,0,01.06.02.01
-0.64,-0.94,-0.06,-0.17,0.12,0.11,-0.25,-0.21,0.04,0.02,0.1,0.04,-0.56,-0.05,0.49,-0.03,-1.06,-0.28,-0.19,0.0533333,0.43,0.45,0.18,0.97,-0.17,-0.04,-0.24,0.21,34.01.01.01
0.28,0.07,0.33,-0.26,0.17,-0.36,-0.23,-0.25,0.39,0,0.04,0.06,-0.94,-0.56,0.28,-0.72,-0.02,0.09,-0.15,0.09,0.64,0.84,-1.97,-0.74,0.04,-0.02,-0.04,0.97,01.01
0.51,0.19,0.06,-0.11,0.32,0.05,-0.31,0.04,-0.11,0.13,0,0.45,0.04,0.24,0.12,-0.85,0.13,-0.32,-0.16,0.09,0.192857,0.32,-0.44,-0.32,0.89,0.33,0.31,-0.19,10.03.04
-0.03,-0.56,-0.34,-0.18,0,-0.25,0.11,0.16,0.16,-0.37,0.21,0.77,0.03,0.43,0.05,-0.14,-0.21,-0.39,-0.15,0.02,0.52,0.19,0.17,-0.25,-0.09,-0.22,0.11,0.05,12.01.01
-0.49,-0.67,-0.56,-0.19,-0.06,-0.17,0.18,0.04,-0.09,-0.86,-0.24,0.19,-0.07,0.12,-0.09,0.05,-0.05,-0.06,0.27,0.16,0.02,0.31,-0.4,-0.33,0.05,0.17,0.24,0.09,01.05
0.7,0.62,-0.06,-0.12,0.02,-0.06,-0.26,-0.06,0.24,-0.3,-0.13,0.32,0.01,-1.4,0.15,-0.18,-0.4,0.13,0.03,0.34,0.00409091,-0.13,-0.67,-0.53,-0.53,0.1,0.18,0.08,16.03.01
0,-0.86,0.26,-0.16,0.2,-0.16,-0.13,-0.43,-0.13,0.29,0.36,1.06,0.39,0.27,0.4,-0.1,-0.52,-0.72,-0.02,0.18,-0.05,0.5,-0.17,-0.17,0.28,0.02,0.2,0.32,20.09.18
0.41,-1.03,-0.22,-0.29,-0.28,-0.24,-0.22,0.23,0.23,-0.31,0,-0.14,-0.08,0.03,0.78,0.07,-0.19,-0.07,0.24,-0.05,-0.54,-0.19,0.3,0.11,0.27,0.23,-0.06,0.15,43.01.03.05
0.62,-0.94,0.31,-0.29,0.11,-0.31,-0.37,-0.1,0.25,0.3,0.25,-0.02,-0.16,0.72,0.82,-0.3,-0.11,-0.2,0.67,-1.17,0.02,0.1,0.28,0.13,-0.25,-0.06,0.24,0.02,20.09.18
0.34,-0.81,-0.42,-0.14,-0.13,-0.151538,-0.4,-0.03,0.21,0.51,0.29,-0.06,0.45,0.16,1.12,-0.38,0.08,-0.08,0.09,0.1,-0.01,0.35,0.23,-0.24,-0.19,0.01,0.15,0.12,01.05.02.07
0.62,-0.23,0.26,-0.15,0.01,0.24,-0.1,0.47,-0.32,0.52,0,0.18,0.11,-0.7,0.46,0.37,0.39,-0.15,0.39,-0.29,0.1,-0.23,0.03,-0.08,-0.1,0.45,0.27,-0.21,20.01.03
0.18,-0.38,0.1,-0.38,0.17,0.21,0.1,0.15,-0.13,0.09,-0.47,-0.01,-0.1,0.12,-0.47,-0.15,0.04,0.18,0.03,-0.12,0.00829787,-0.1,0.36,-0.11,-0.28,0.05,-0.01,-0.05,11.02.03.04
-0.45,-0.15,-0.27,0.07,0.24,-0.46,-0.16,-0.03,-0.27,-0.41,-0.45,-0.02,-0.19,1.49,0.09,-0.14,-0.09,-0.12,0.22,0.34,-0.09,0.3,0.49,0.38,-0.03,-0.11,-0.18,0.23,14.04
-0.14,-0.07,0.03,-0.14,0.03,-0.14,-1.21,-0.77,0.12,0.5,-0.34,0.13,0.55,0.46,0.67,-1.83,0.1,0.87,0.52,0.12,0.00829787,0.19,0.51,0.19,-0.15,-0.51,-0.32,0.51,11.02.03.04
0.42,-0.18,-0.4,-0.12,0.29,0.16,-0.33,0.05,0.18,-0.09,-0.25,0.38,0.19,-0.79,-0.46,-0.79,0.37,-0.13,-0.02,0.01,0.54,0.28,-0.19,-0.37,-0.17,0.25,0.27,-0.15,01.04
-0.14,-0.54,0.14,-0.17,-0.13,0.26,-0.28,-0.19,-0.4,0.11,-0.11,-0.12,0.15,-0.44,0.12,0.11,-0.34,0.39,-0.29,0,0.86,0.07,-0.34,-0.16,-0.05,0.23,-0.05,-0.03,02.13.03
0.31,0.18,0.03,-0.14,0.11,0.26,0.1,0.08,-0.57,0.2,-0.3,0.15,0.000743243,-0.42,0.15,0.2,-0.16,0.47,0.23,-0.07,-0.0189583,0,-0.32,-0.07,-0.3,0.12,-0.07,-0.09,14.04
0.1,-0.45,0.04,-0.01,0.12,-0.1,-0.89,-1.17,0.28,0.15,0.11,0.32,-0.25,-0.2,-0.26,-0.58,-0.21,-0.26,-0.53,0.0627273,0.29,0.27,-0.12,-0.2,0.52,0.24,-0.66,-0.13,01.05.02.07
-0.09,-0.74,-0.47,-0.15,0.01,-0.38,-0.9,0.5,-0.49,-0.32,-0.48,-0.04,-0.27,0.03,0.11,-1.74,0.16,0.43,0.29,0.26,0.2,0,1.11,-0.15,-0.34,-0.31,-0.07,0.03,11.02.03.04
0.48,-0.07,-0.42,-0.16,0.02,-0.36,0.5,0.4,0.17,-0.16,-0.44,0.11,0.31,0.31,0.55,-0.06,-0.34,-0.05,0.02,-0.11,0.134194,-0.05,0.47,-0.21,-0.21,-0.24,-0.14,0.08,34.01.01.01
0.26,0.3,-0.54,0.03,0.29,-0.25,0.58,0.18,0.23,-0.23,-0.35,0.35,-0.03,0.21,-0.41,0.12,0.36,0.85,-0.04,-0.36,-0.0189583,-0.54,-0.42,-0.2,-0.09,-0.07,-0.15,-0.01,14.04
0.24,-0.51,-0.09,-0.3,0.19,0.15,0.28,0.36,-0.78,-0.52,-0.72,0,-0.49,0.17,-0.15,-0.65,0.06,0.5,0.2,-0.03,0.0317442,0.4,0.34,-0.01,-0.23,-0.08,-0.1,0.08,43.01.03.05
-0.04,0.34,0.39,-0.13,-0.06,0.17,-0.49,-0.47,0.11,0.13,-0.01,0.05,-0.06,-0.43,0.04,-0.1,-0.49,0.21,-0.03,0.0265152,0.32,0.31,0.06,0.02,-0.6,0.17,-0.25,0.04,14.10
