@relation 'cellcycle0.names'
@attribute cln3-2                                  numeric
@attribute alpha7                                  numeric
@attribute alpha98                                 numeric
@attribute alpha105                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_90                                numeric
@attribute cdc15_120                               numeric
@attribute cdc15_150                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc28_60                                numeric
@attribute cdc28_90                                numeric
@attribute cdc28_120                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_160                               numeric
@attribute elu30                                   numeric
@attribute elu90                                   numeric
@attribute elu120                                  numeric
@attribute elu150                                  numeric
@attribute elu210                                  numeric
@attribute elu300                                  numeric
@attribute elu360                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.17,0.04,0.18,0.1,-0.109565,-0.141458,-0.212766,0.150638,0.0222222,-0.00369565,0.136739,0.10913,0.0995745,-0.36,0.49,0.11,-0.76,-0.09,0.09,0.16,-0.02,-0.47,0.06,-0.52,0.12,0.23,32.01
-0.64,-0.0283721,-0.38,0.19,0.7,0.4,-0.34,0.31,-0.25,-0.34,-0.14,-0.21,0.85,0.11,0.04,0.14,-0.28,0.21,0.1,-0.09,0.04,0.1,0.31,-0.18,-0.2,0.05,42.01
1.33,-2.71,1.36,0.67,0.00308357,-1.14,-0.41,-1.7,1.08,0.79,0.91,-0.35,-0.61,0.35,-0.0752231,-0.18,0.51,0.63,-1.64,-0.83,0.14,0.46,1.25,0.34,0.11,-0.64,11.02.03.04
1.39,-1.94,1.24,0.57,-0.85,-0.88,-0.08,-2.13,1.05,0.89,1.04,0.22,-0.78,0.09,0.34,-0.38,0.63,0.02,-1.52,-0.63,-0.1,0.92,0.88,0.05,-0.14,-0.4,11.02.03.04
0.96,-0.99,0.3,-0.067351,-0.163357,-0.151507,-0.0834266,-0.00971429,0.186596,0.0421277,0.126838,0.0476336,-0.0907801,0.14,0.32,0.23,0.0399099,-0.3,-0.47,-0.18,0.14,-0.05,0.66,-0.42,-0.05,-0.09,01.05
-1,-0.19,0.4,0.58,-0.05,0.04,-0.43,0.58,-0.51,0.22,0.51,0.33,0.62,0.05,0.53,-0.36,-0.01,-0.47,0.22,0.22,-0.21,0,0.02,-0.69,-0.49,-0.03,11.02.03.04
-0.3,0.28,0.02,0.13,-0.160448,-0.066,-0.0833333,-0.13403,0.157692,-0.0977612,0.0141538,-0.0523438,0.122537,-0.18,0.24,0.11,0.148286,0.19,-0.02,-0.21,-0.34,-0.42,0.12,0.16,0.2,0.31,14.10
-0.43,-0.29,-0.05,0.54,0.29,0.22,-0.19,0.33,-0.31,-0.09,0.54,0.21,-0.16,-0.03,-0.03,-0.12,0.25,0.22,-0.09,-0.17,0.17,0.17,0.28,-0.21,-0.29,-0.25,11.02.03.04
-0.27,-1.29,-0.2,0.1,-0.28,-0.03,0.01,0.12,-0.19,0.28,0.5,-0.39,-0.08,0.3,0.39,-0.29,0.17,0.24,-0.65,-0.02,0.46,0.53,0.32,-0.01,0.1,-0.04,20.01
-0.409319,-0.33,0.3,0.17,-0.63,-0.37,0.19,0.33,0.02,-0.01,0.13,0.4,0.11,0.17,-1.86,-0.36,0.45,0.56,-0.26,0.29,0.56,0.33,0.35,-0.2,-0.24,-0.45,12.01.01
-0.89,0.35,-0.43,-0.39,-0.38,-1.32,-1.01,-0.02,-0.04,0.32,-0.13,-0.04,1.14,0.07,0.49,0.84,-0.07,0.5,0.15,-0.22,-1.01,-0.71,0.05,-0.54,0.8,0.7,01.05
-0.32,-0.06,-0.06,-0.05,0.61,0.46,-0.23,-0.1,-0.19,-0.21,-0.12,-0.1,-0.06,0.27,-0.07,-0.05,-0.01875,0.02,0.03,-0.23,0.16,0.34,-0.53,0.18,-0.06,0.18,14.07.05
-1.4,-0.63,0.04,0.52,-0.386735,-0.29,-0.18,0.68,-0.31,0.01,-0.48,0.21,0.08,0.44,0.38,0.07,0.128649,0.27,0.02,-0.05,0.07,0.05,0.19,-0.15,0.5,0.14,20.09.18
-2.12,0.16,-0.12,0.16,0.22,0.32,-1.8,0.54,0.0961111,0.26,0.71,0.54,0.72,-0.75,-0.97,-0.4,-0.09,0.08,1.59,1.14,-0.18,-0.64,-0.61,-1.94,0.75,0.5,16.01
-0.74,-0.14,-0.51,0.4,-0.2,0.03,-1.46,0.74,0.08,0.54,0.94,0.46,0.3,0.38,0.11,-0.41,-0.2,-0.31,0.09,-0.7,0.01,0.19,0.26,0.33,-0.23,0.05,42.01
0.11,-0.85,0.22,-0.04,-0.0185714,0.66,0.37,-0.92,0.19,-0.3,-0.58,-0.38,0.78,0.22,0.75,-0.25,0.0624242,0.11,-0.61,0.06,0.24,0.3,-0.01,-0.2,-0.18,0.05,10.03.01
-0.09,-0.48,0.27,-0.03,0,0.08,-0.37,-0.29,1.05,-0.46,0.4,0.03,0.21,0.12,0.09,0.33,0.00829787,-0.42,-0.16,0.03,-0.08,0.17,0.09,-0.24,0.07,-0.14,11.02.03.04
-1,-0.33,-1.09,0.32,-0.79,-2.26,0.23,2.41,-0.93,-1.03,-0.15,0.9,1.42,0.58,1.17,0.0558633,-0.21,0.59,-0.13,-0.05,-0.22,-0.13,0.15,0.2,0.19,0.51,01.04
0.38,0.04,-0.59,0.25,-0.35,0.43,-1.04,0.6,-0.27,0.38,0.51,0.13,0.65,-0.22,0.35,0.35,0.03,-0.42,-0.33,-0.05,0,0.42,0.34,0.07,-0.37,-0.15,11.02.03.01
-0.62,-0.3,-0.12,0.33,-0.00844961,0.0514885,-0.0932171,-0.194783,-0.55,-0.200866,-0.0293117,-0.053125,0.175415,0.63,0,0.39,-0.67,0.04,-0.43,0.18,0.16,-0.1,-0.1,-0.31,0.03,0.12,16.01
-0.43,-0.19,0.9,-0.22,0.00308357,-0.11,0.14,-0.36,-0.16,0.06,1.73,-0.34,0.41,0.21,-0.25,0.33,0.17,0.07,-0.16,0.14,-0.03,0.32,-0.35,-0.24,-0.32,-0.06,11.02.03.04
0.48,-0.67,0.24,0.17,0.13,0.21,-0.92,2.56,0.14,-0.26,-0.26,0.14,-0.31,0.19,0.82,-0.41,0.38,0.12,-0.44,-0.38,0.13,0.51,0.7,0,0.2,0.32,01.04
-0.45,-0.23,0.28,-0.23,-0.0663878,-0.66,0.01,-0.33,0.15,-0.14,0.47,-0.16,0.76,-0.07,0.77,0.0558633,-0.12,0.76,-0.05,0.09,-0.13,-0.24,-0.05,-0.45,0.16,0.3,01.04
-0.69,0.06,-0.14,0.76,-0.27,0.02,-0.41,-0.13,-0.02,0.08,0.5,0.06,0.74,-0.06,0.11,0.16,0.0664286,-0.1,-0.43,0.06,0.01,0.01,0.3,-0.03,-0.68,0.01,11.02.03.01
-0.00254902,-0.05,-0.65,-0.0310417,-0.00130435,0.23234,-0.328864,-0.156136,0.277143,0.0829545,0.214186,-0.0787805,0.0766667,0.17,-0.73,-0.08,-1.73,-0.261957,-0.27,0.18,0.1,0.06,0.38,-1.23,-0.191961,0.26,10.01.05.01
0.04,-0.6,0.27,0.83,-1.38778e-17,0.0686207,0.0317241,-0.154138,0.164643,-0.218276,-0.175,-0.23931,0.114138,0.19,0.55,-0.24,-0.08,0.03,-0.22,0.09,0.2,0.2,0.35,-0.14,-0.07,-0.33,12.10
0.2,-0.61,0.23,0.27,-0.317083,-0.3,0.1,-0.16,0.13,-0.1,-0.03,-0.34,0.53,0,0.83,0.0770833,-0.09,0.32,-0.26,-0.22,-0.15,-0.3,0.08,-0.34,0.34,0.24,20.09.13
-0.4,-0.35,0.07,-0.15,-0.309429,-0.13,-0.26,-0.11,0.03,0.17,0.1,-0.08,0.56,-0.12,0.05,0.36,0.27,0.0321053,0.16,-0.02,-0.14,-0.05,0.06,-0.16,-0.19,-0.12,34.11.03.07
-0.18,-0.73,0.38,0.35,-0.0725984,-0.42,0.25,0.19,0.23,-0.21,0.03,0.28,-0.14,0.57,-0.39,0.52,0.26,0.01,-0.2,-0.44,-0.1,-0.27,0.28,-0.08,0.4,0.23,43.01.03.05
-0.32,-0.01,-0.09,0.39,0.0223077,0.0485714,-0.290714,-0.138571,0.224286,-0.0753846,0.273571,0.140769,-0.015,0.41,0.7,0.59,-0.02,0.0584615,-0.02,-0.1,-0.71,-0.9,-0.14,-0.02,0.65,0.31,14.13.01
-0.81,-0.17,0.06,-0.0233333,-0.91,0.21,-0.14,-0.14,0.29,0.45,-0.07,-0.05,-0.35,0.1,-0.23,-0.11,0.0197368,-0.3,0.19,0.09,-0.32,-0.1,-0.14,-0.25,0.14,-0.17,43.01.03.09
-0.71,0.73,0.15,0.04,-0.31,0.13,-0.28,-0.150625,0.53,-0.0980737,0.027194,0.77,0.0642286,0.37,-0.3,0.04,0.02,0.24,0,-0.1,-0.28,0,-0.07,-0.08,0.2,-0.14,11.02.03.04
-1,0.02,-0.13,0.76,0.3,0.32,-0.11,0.0169697,-0.23,-0.04,-0.00818182,0.98,0.0962857,0.62,-1.1,0.38,0.7,0.51,-0.22,0.16,0.32,0.22,0.19,-0.2,-0.59,-0.15,11.04.03.01
0.03,-0.89,0.37,-0.07,-0.34,-0.15,0.25,0.21,0.11,-0.03,-0.32,0.06,-0.62,0.23,-0.12,0.31,-0.16,-0.61,0.1,0.01,0.19,-0.3,0.24,-0.56,0.27,-0.1,10.03.01
0.15,1.62,0.38,0.37,-0.7,2.22,-0.77,0.2,1.19,0.41,-1.2,-0.83,0.09,0.03,1.28,0.04,0.07,0.57,-0.43,-0.28,-0.13,-0.64,-0.72,0.53,1.35,0.99,16.01
-0.11993,-0.57,-0.03,0.28,0.34,0.26,-0.37,0.24,-0.16,0.06,-0.02,-0.33,0.56,0.35,0.23,-0.18,0.0572674,-0.52,-0.59,-0.15,0,-0.28,0.29,-0.02,-0.62,0.39,01.04
-0.190182,-0.34,-0.22,0.33,-0.31,0.04,-0.06,0.4,-0.05,0.21,0.7,0.12,0.32,0.08,-0.13,0.13,-0.01,-0.06,0.31,-0.45,-0.38,0.14,-0.33,0.62,-0.24,-0.2,14.04
0,-0.19,0.03,0.57,0.13,0.2,-0.33,-0.16,0.64,-0.07,0.15,-0.51,0.09,0.17,-0.12,-0.09,0.11,0.37,0.08,0.08,0.34,-0.01,0.05,-0.29,-0.11,-0.05,01.01.09
-0.56,-0.11,0.06,-0.18,-0.21,-0.16,0.06,-0.24,0.11,-0.33,-0.23,0.21,-0.05,0.02,0.5,-0.00847656,-0.03,0.24,-0.21,-0.48,-0.5,-0.13,-0.06,0,0.32,0.12,16.01
0.23,0.05,-0.29,0.43,0.26,0.01,-0.5,0.41,0.05,-0.05,0,-0.23,0.7,0.23,0.01,0.12,0.0217391,0.05,1.55,0.13,0.13,-0.17,-0.25,-0.33,-0.25,-0.42,20.09.04
-0.17,-0.78,0.37,0.14,-0.69,-0.86,0.27,0.51,-0.04,0.3,0,0.45,0.04,0.23,0.58,-0.19,0.14,0.25,-0.17,0.14,0.02,-0.67,0,-0.42,0.43,0.19,01.05.02.07
-0.76,-0.08,-0.27,-0.17,-0.11,-0.03,-0.42,-0.13,0.24,0.05,-0.05,0.09,0.15,0.05,-0.12,0.05,-0.0542857,0.08,-0.16,-0.5,-0.01,0.08,0.03,0.09,0.01,-0.29,14.13.01.01
0.16,0.03,-0.15,-0.01,0.08,0.06,-0.51,0,0.17,0.21,0.16,0.11,0.32,-0.42,0.39,0.1,-0.26,0.09,-0.27,-0.44,-0.22,-0.31,-0.15,-0.2,0.52,0.03,01.06
0.33,-0.61,0.12,0.11,0.35,0.26,0.19,-0.59,0.18,-0.02,-0.16,0.02,-0.49,0.29,-0.14,0.19,0.0399099,-0.06,-0.7,-0.14,-0.51,-0.17,0.56,-0.53,0.49,-0.03,01.05
-0.62,-0.02,0.47,0.23,-0.59,-0.36,-0.48,0.17,-0.36,0.27,0.36,0.18,0.5,0.108649,-0.0730556,0.0583333,-0.0388889,-0.0838235,-0.63,0.43,-0.01,0.09,-0.25,-0.27,-0.66,0.01,16.19.03
-0.27,0.23,-0.01,0.08,-0.19,-0.19,-0.05,0.6,-0.04,0.11,0.09,-0.17,-0.04,0.24,0,0.02,-0.14,0.01,0.2,-0.03,-0.15,0.07,-0.08,-0.29,-0.03,-0.05,43.01.03.05
0.12,-0.45,-0.2,0.27,-0.08,0.06,-0.64,0,-0.1,0.15,0.2,-0.02,0.54,0.11,-0.05,0.1,0.00829787,-0.03,-0.32,0.05,-0.2,0,0.2,0.02,-0.48,0.05,11.02.03.04
-0.45,-0.1,-0.11,0.29,-0.26,-0.48,-0.48,-0.17,-0.24,0.27,0.12,0.51,0.76,0.15,-0.16,-0.15,-0.06,-0.04,0.02,0.16,0.11,0.19,-0.09,0.2,-0.45,0.03,14.04
-0.06,0.17,-0.31,0.29,0.08,0.13,-0.23,0.15,0.16,0.13,-0.23,-0.11,-0.18,0.17,0.77,-0.16,0.0399099,0.41,-0.04,-0.08,0.01,0.12,0.29,-0.09,0,0.26,01.05
-0.51,0.37,-0.04,0.46,0.03,0.3,-0.39,-0.35,-0.14,0.14,-0.02,0.11,0.77,-1.32,0.71,0.24,-0.7,0.5,-0.41,0.11,-0.12,0.07,0.09,1.55,-0.76,0.05,16.19.03
-0.32,0.53,0.25,-0.14,-0.57,-0.27,-0.77,0.49,-0.48,0.3,0.27,0.62,0.21,-0.64,0.17,0.25,0.4,-0.16,-0.53,0.81,0.22,-0.06,-0.22,-0.16,0.03,-0.04,01.07.01
0.12,-0.05,0.11,0.34,-0.55,-0.41,-0.3,0.12,0.04,0.12,0.66,-0.19,0.04,0.11,-0.1,0.32,0.14,0.11,-0.07,0.04,-0.28,0.1,0.3,0.02,0.04,0.24,01.06
0.06,-0.02,-0.25,0.22,-0.12,-0.07,-0.06,-0.07,-0.09,0.22,-0.28,-0.35,0.31,0.2,0.22,0.09,0.128649,-0.02,-0.05,0.12,-0.25,-0.11,0.21,0.06,-0.05,0.01,20.09.18
-0.69,0.06,-0.25,-0.2,0.05,0.19,0.05,0.0510526,0.04,-0.102368,0.0108108,0.0525,0.147105,0.31,-0.66,0.02,-0.14,-0.32,-0.06,0.13,0.45,0.09,0.06,0.22,-0.25,0.12,16.19.03
-0.81,0.43,-0.24,-0.48,-0.27,0.74,-0.77,-0.13,-0.59,-0.32,0.86,0.84,-0.27,-0.15,-0.03,-0.09,-0.53,0.05,0.18,0,0.38,0.14,0.08,0.21,0.02,-0.09,11.02.03.04
-0.84,0.63,-0.32,-0.34,0.21,0.01,0.01,-0.18,-0.11,-0.14,-0.08,0.15,0.4,0.31,0.47,-0.19,0.44,0.38,-0.19,0.03,0.13,0.05,0.07,0.14,0.31,0.56,01.01
-0.36,0.23,-0.25,0.38,-0.44,-0.01,-0.2,-0.05,-0.16,0.06,-0.05,-0.01,0.75,0.43,-0.32,-0.04,0.0317442,0.37,0.14,-0.28,-0.07,-0.05,0.24,0.14,0.2,0.3,43.01.03.05
-0.38,0.25,-0.04,0.33,0.17,-0.23,-0.51,-0.59,0,0.42,0.02,-0.19,0.39,-0.42,0.22,-0.05,-0.13,0.16,0.01,0.18,-0.32,-0.39,0.23,-0.13,0.01,0.34,32.01.01
-0.06,9.25186e-18,-0.02,0.26,0.21,0.13,0.21,-0.48,0.36,-0.39,-0.06,-0.32,0,-0.07,-0.43,0.12,0.0866667,0.1,-0.25,-0.79,-0.36,-0.2,0.17,0.01,-0.02,0.35,14.07.11
-1.84,0,-0.02,-0.21,0.22,0.34,-0.35,0.08,-0.13,-0.18,0.49,0.28,-0.08,-0.52,0.4,0.31,-0.37,-0.3,0.47,-1.06,-1.82,-1.27,0.46,0.47,1.16,0.4,10.03.02
-1.09,0.02,-0.01,0.41,-0.77,-0.14,-0.61,0.34,0.2,0.36,0.19,-0.12,0.43,0.03,0.52,0.08,-0.21,-0.13,0.32,-0.09,-0.23,-0.2,0.22,-0.25,0.19,0.15,42.01
0.67,0.05,0.34,0.46,-0.67,-0.79,-0.59,0.07,0.27,0.49,-0.03,-0.01,0.31,0.09,0,0.34,0.38,0.18,-0.19,-0.1,-0.24,-0.28,0.02,-0.04,0.05,0.11,32.07
-0.4,0.4,-0.1,0.02,0.17,-0.66,0.09,-0.3,-0.07,-0.52,0.31,0.01,-0.99,0.15,-0.36,0.36,-0.12,0.23129,-0.39,-0.21,-0.02,-0.23,0.12,0.27,-0.02,0.26,12.10
-0.43,-0.03,-0.08,-0.22,0.38,-0.07,0.26,-0.3,0.09,-0.26,0.34,-0.21,-0.76,-0.12,0.55,0.16,-0.21,0.13,-0.05,-0.27,0.39,0.59,0.13,-0.07,0.09,-0.13,20.01.07
-0.62,0,0.19,-0.19,-0.43,-0.36,0.32,0.69,0.13,0.12,-1.24,0.48,-0.43,0.39,0.214172,-0.22,0.51,0.33,-0.19,0.07,0.45,0.44,0.11,0.03,-0.26,-0.31,12.01.01
-0.12,0.1,-0.08,0.03,-0.78,-0.68,-0.06,-0.22,0.47,0.49,0.58,-0.94,-0.4,-0.68,-0.06,0.65,0.51,0.45,0.1,-0.33,-0.21,-0.05,0.15,0.24,0.04,0.5,34.01.01.01
-0.54,-0.11,-0.02,-0.15,0.34,-0.17,-0.02,-0.84,0.58,-0.55,0.16,-0.58,-0.8,-0.33,0.67,-0.07,0.12,0.25,-0.69,-0.28,-0.05,-0.22,0.45,0.29,0.3,0.27,12.01.01
1.42,-0.2,0.13,0.31,-0.33,0.53,-0.48,-0.31,0.61,0.86,0.12,-0.63,0.2,-0.35,0.08,0.45,-0.07,-0.6,-0.95,0.05,0.03,0.63,0.66,0.15,-0.22,0.08,11.02.03.04
-0.17,-0.57,-0.01,-0.31,-0.06,-0.1,-0.34,0.22,0.08,0.02,-0.17,0.28,-0.15,-0.21,0.37,0.17,0.0973684,-0.12,-0.28,-0.76,0.06,-0.5,0.15,0,0.26,0.3,20.09.07.03
-0.62,-0.0397802,0.04,0.08,0,0.19,-0.34,-0.05,-0.04,0.17,0.52,0.63,0.27,0.8,-0.02,-0.07,-0.06,-0.11,-0.25,-0.15,0.04,0.02,0.07,0.07,-0.05,-0.09,01.04
-0.42,0.03,0.12,-0.04,-0.52,-0.35,-0.08,-0.11,0.59,0.52,0.69,0.38,-0.04,0,-0.2,0.4,0.36,-0.07,-0.01,0.01,-0.21,-0.03,-0.04,0.06,-0.08,0.02,20.09.13
-0.06,-0.33,0.41,0.05,-0.25,-0.09,-0.85,0.25,-0.05,0.38,0.52,0,0.54,0.03,-0.01,-0.03,-0.139714,-0.22,-0.01,0.07,-0.01,-0.13,-0.19,-0.63,0.17,0.19,10.01.05.01
0.0333333,0.31,-0.61,-0.38,-1.72,-2.05,-0.94,-0.38,0.34,0.46,1.15,1.22,0.47,-1.45,-0.93,0.81,0.05,0.71,1.56,1.35,1.32,0.82,-0.39,-0.42,-1.47,-1.02,20.01.13
-0.42,0.16,-0.38,0.31,0.00308357,0.0985319,-0.0460724,-0.150625,0.109713,-0.0980737,0.027194,-0.0210703,0.0642286,0.18,-0.07,0.02,0.32,0.07,-0.03,0.35,0.15,0.08,0.11,-0.21,-0.12,-0.07,11.02.03.04
-0.47,-0.43,0.13,-0.08,0.31,0.49,0.59,0,0.16,-0.33,-0.47,0.1,-0.49,-0.08,0.56,-0.4,0.13,0.19,-0.14,0.1,0.77,0.49,0.11,0.29,-0.27,-0.14,12.01.01
-0.67,0.1,-0.14,-0.55,0.01,0.34,-0.78,-0.94,1,0.84,-0.1,-0.74,-0.69,-0.81,0.41,0.47,0.02,-0.37,-0.02,-0.33,0.11,0.23,0.2,0.17,0.04,0.23,20.09
0.03,0.7,0.07,0.03,-0.2,-0.18,0.02,-0.32,0.12,-0.82,-0.04,-0.13,0.49,-0.97,0.21,0.42,0.23,0.0343796,-0.05,0.33,0.04,-0.44,0.06,-0.19,-0.3,-0.05,01.04
-0.29,0.33,-0.12,0.16,-0.61,-0.71,-0.1,0.04,0.47,0.18,-0.05,-0.52,0.24,0.03,0.38,-0.00847656,0.36,0.51,0.07,0.22,-0.27,-0.36,0.26,-0.09,0.13,-0.01,16.01
-0.81,1.45,-0.7,-0.56,1.87,0.26,0.13,1.83,-0.4,-0.52,0.2,1.04,-1.3,-0.26,0.125779,-0.5,-0.26,-0.26,-0.33,-0.04,0.55,0.68,-0.16,-0.01,-0.4,-0.2,01.05
-0.27,-0.28,-0.03,-0.09,0.39,0.18,0.19,-0.31,0.19,-0.57,-0.54,-0.54,0.03,0.32,-0.06,-0.45,0.148286,0.16,-0.03,0.09,0.23,-0.26,-0.15,0,0.16,0.04,14.10
-0.71,0.2,-0.18,-0.25,0.27,0.36,-0.11,-0.4,-0.23,-0.31,0.02,-0.25,0.12,0.01,0.42,-0.06,0.08,0.14,0.02,-0.17,0.02,-0.02,-0.13,0.03,0,0,16.03.03
-0.409319,-0.166474,0.151128,0.0230928,-0.74,-0.35,-0.86,0.06,0.231641,1.5,0.42,-0.15,0.62,-0.117805,0.214172,-0.187812,0.229435,0.35701,-0.280102,0.163959,0.275939,0.24,0.220761,0.0511224,-0.199188,-0.17066,12.01.01
-0.09,0.21,-0.31,-0.1,0.76,0.55,0.3,0.51,-0.05,-0.46,0.01,0.78,-0.76,0.56,-0.35,-0.55,-1.09,0.7,-0.11,-0.05,-0.05,-0.47,-0.02,-0.38,-0.07,-0.07,20.01.07
-0.45,1.05,-0.33,-0.4,0.78,0.71,-0.46,0.24,-0.07,-0.22,0.38,0.18,-0.42,-0.19,-0.79,-0.52,-0.52,-0.21,0.46,0.21,0.18,0.05,-0.04,0.16,-0.38,-0.48,02
-0.45,-0.24,0.04,0.3,0.95,1.28,-0.11,0.01,0.03,-0.57,-0.65,-0.99,0.19,0.11,0.18,-0.63,0.13,-0.06,0.14,0.18,0.25,0.57,0.18,0.17,-0.54,-0.23,16.03.03
-0.4,-0.55,0.15,0.47,-0.93,0.03,-0.14,-0.05,0.22,0.05,-0.13,0.24,0.43,0.13,0,0.14,0.148286,0.12,-0.12,0.12,-0.02,-0.04,-0.07,-0.05,0.09,0.04,14.10
-0.07,-0.06,-0.14,-0.26,-0.39,-0.54,0.48,-0.33,0.35,-0.2,-0.29,-0.06,-0.31,-0.08,0.67,0.06,0.0399099,0.24,-0.34,0.07,0.11,-0.01,0.17,0.03,0.05,0.1,01.05
-0.23,0.03,-0.15,0.3,-0.26,0.64,0.31,0.53,0.33,0.17,-0.31,0.53,0.85,0.08,0.61,0.11,-0.3,0.18,-0.09,0.5,0.21,-0.11,-0.04,0.08,-0.34,-0.13,18.02
-0.69,-0.19,0.17,0.46,-0.88,-0.82,-0.09,1.34,0.28,0.6,0.11,-0.18,-0.1,0.09,0.214172,-0.4,0.68,0.71,-0.43,0.1,-0.02,0.28,0.35,0.15,-0.47,-0.31,12.01.01
-0.43,-0.166474,0.151128,0.03,-0.74,-0.48,0.04,0.81,0.34,0.26,0.26,-0.47,0.14,0.1,0.214172,-0.29,0.49,0.67,-0.05,1.36,0.43,0.87,0.25,-0.42,-0.61,-0.33,12.01.01
0.58,-0.31,0.15,0.48,-0.3,-0.24,0.15,-0.02,-0.28,0.18,-0.01,-0.06,-0.09,0.15,0.39,-0.00847656,0.15,0.2,-0.12,0.03,-0.36,0.2,0.3,0.07,0.09,-0.11,16.01
-0.47,-0.0914286,0.01,-0.04,0.15,0.09,-0.47,-0.06,0.05,-0.45,0,-0.26,0.09,0.0758065,0.1,-0.22,0.36,0.1,0.12,-0.16,-0.2,-0.36,-0.21,0.12,-0.05,0.25,16.03.03
-0.01,-0.22,-0.06,0.01,-0.25,0.01,-0.01,0.09,0.33,0.11,-0.65,-0.27,0.03,0.07,-0.16,0.16,0.27,0.08,-0.45,-0.32,-0.1,-0.02,0.18,0.15,-0.08,0.4,01.06
-0.32,-0.07,-0.14,0.43,0.37,0.38,-0.24,0.0169697,-0.34,-0.24,0.23,0.14,0.4,-0.34,-0.45,-0.24,-0.43,0.130882,0.15,-0.13,0.01,0.1,0.11,0.05,-0.06,0.05,11.04.03.01
1.23,-0.15,-0.06,-0.04,0.13,0.25,-0.91,-0.33,0.8,0.13,-0.33,-0.61,0.39,-0.28,0.17,-0.09,0.0572674,-0.05,-0.36,0.02,-0.31,0.1,0.3,0.08,0.08,0.31,01.04
-0.36,0.07,-0.24,0.16,0.09,0.03,-0.17,0,-0.36,0.07,0.13,0.28,0.61,-0.06,-0.33,0.0228,-0.17,0,-0.01,-0.33,0.07,0.07,-0.02,0.12,-0.33,0.2,11.02.03.04
-0.45,0.43,-0.14,-0.27,-0.04,0.03,0.46,-0.2,0.03,-0.42,-0.18,-0.02,-0.22,-0.33,0.47,-0.32,-0.22,-0.04,0.81,-0.44,-0.11,-0.11,0.08,0.19,0.19,0.19,34.01.01.01
-0.49,-0.26,-0.03,0.17,-0.66,-0.8,-0.49,0.07,-0.75,0.17,0.76,-0.0816667,0.36,0.31,-0.14,-0.18,-0.01875,-0.09,-0.31,0.25,0.28,0.14,-0.16,-0.11,-0.23,-0.23,14.07.05
0.06,0.09,-0.07,-0.17,-0.46,-0.5,-0.62,-0.03,-0.3,0.07,0.57,0.07,1.08,-0.25,0.31,0.1,0.14,0.31,-0.05,-0.16,-0.14,-0.26,0.22,-0.09,0.32,0.08,16.01
-0.69,-0.74,-0.2,0.32,-0.29,-0.32,-0.51,-0.264727,-0.11,-0.19,-0.0892308,-0.133469,0.0238889,0.19,-0.77,0.03,-0.05,-0.01,-0.01,0.21,0.67,0.55,-0.04,0.23,-0.82,-0.12,16.03.03
0.37,-0.33,-0.1,0.43,-0.188571,-0.257143,0.385,0.288333,-0.196,-0.191667,-0.123333,0.343333,0.225,0.41,-0.11,0.16,0.06,-0.04,-0.38,0.05,0.3,0.42,0.39,0.16,-0.61,0.03,18.02
-0.09,0.37,-0.15,-0.15,-1.32,0.0514885,-0.0932171,-0.194783,0.0961111,-0.200866,-0.0293117,-0.053125,0.175415,0.3,0.16,0.12,-0.0329412,0.12,-0.19,-0.42,-0.29,-0.27,0.06,0.25,0.08,0.23,16.01
0.06,-0.33,-0.24,0.65,-0.44,-0.28,0.53,0.08,0.23,0.16,-0.11,-0.24,-1.28,0.01,0.79,-0.18,0.08,0.12,0,-0.01,-0.1,-0.12,-0.13,-0.31,0,0.19,01.02
-0.89,-0.03,-0.16,-0.19,-0.66,-0.73,0.33,0,0.37,-0.33,-0.92,0.2,-0.35,-0.74,-0.15,-0.01,0.0399099,0.2,1.2,0.32,-0.29,-0.7,0.08,-0.66,-0.24,-0.35,01.05
-0.81,0.45,-0.4,0.41,-0.451,-0.7445,0.232857,0.134,0.117,-0.13,-0.2425,-0.088,0.0405,-0.05,1.42,-0.06,0.07625,1.09,-0.39,0.19,-0.19,-0.12,0.48,0.01,0.09,0.13,20.01.15
