@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute cln3-2                                  numeric
@attribute clb2-1                                  numeric
@attribute alpha91                                 numeric
@attribute alpha105                                numeric
@attribute alpha112                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_80                                numeric
@attribute cdc15_100                               numeric
@attribute cdc15_160                               numeric
@attribute cdc15_170                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_230                               numeric
@attribute cdc15_240                               numeric
@attribute cdc28_10                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_70                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_130                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu30                                   numeric
@attribute elu60                                   numeric
@attribute elu120                                  numeric
@attribute elu300                                  numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.36,-0.381429,-0.4,-0.06,0.11,-0.54,-0.94,-0.47,-0.09,-0.26,0.34,0.13,0.18,0.31,0.66,0.25,-0.22,0.27,0.09,-0.08,0.14,-0.12,1.47,0.24,0.13,-0.62,-0.17,0.09,02
-0.45,-0.42,0,-0.37,0.34,0.05,0.46,0.22,-0.48,-0.2,-0.55,0.42,0.36,0.22,0.23,0.41,-0.28,-0.72,-0.01,-0.06,0.605,0.16,-0.3,0.23,0.03,-0.12,0.1,0.2,01
0.07,-1.03,-0.47,-0.43,0.02,-0.15,0.39,0.68,0.13,0.27,-0.13,0.137692,0.17,0.53,1.05,0.0314286,0.143571,0.0792857,0.118571,0.0578571,-0.01875,-0.0283333,0.73,0.37,0.05,-0.26,0.05,0.05,14.07.05
0,-0.54,0.21,-0.07,0.26,-0.17,-0.19,0.35,0.18,0.48,-0.18,0.49,0.368235,0.31,0.74,0.57,0.36,0.32,0.12,-0.94,0.79,-0.55,0.46,0.5,0.31,0.49,0.53,0.08,32.07
0.26,-0.79,0.15,-0.07,0.48,-0.05,-0.52,-0.36,0.12,0.55,0.15,0.25,0.4,-1.02,0.15,-0.03,0.04,0.01,0.04,0.11,0.26,-0.22,-0.36,-0.83,-0.51,0.08,0.17,0.05,16.03.03
0.21,-0.74,0.12,-0.37,-0.16,-0.13,-1.01,-0.16,0.54,0.82,0.12,-0.12,0.23,0.06,0.99,0.23,-0.45,0.15,0.39,0.03,-0.1,0.15,0.64,-0.14,-0.27,0.02,0.41,0.08,99
-0.27,-0.3,0.3,-0.16,-0.16,0.16,0.47,0.38,0.07,-0.34,-0.29,0.33,-0.23,-1.19,-0.96,-0.43,-0.1,0.03,-0.04,0.06,0.2,0.27,-0.13,-0.26,-0.32,-0.15,-0.08,0.18,34.01.01.01
0.34,0.82,0.18,-0.1,0.12,0.07,-0.26,-0.24,0.67,0.69,0.26,-0.1,0.105556,-0.37,0.43,-0.18,0.09,0.19,0.07,-0.04,0.29,0.21,0.29,-0.36,-0.79,-0.54,-0.07,0.25,01.06.02.01
-0.56,-0.218,-0.06,-0.18,0.45,-0.1,-0.2,-0.49,0.01,-0.32,-0.2,0,-0.07,0.45,-0.01,0.15,-0.49,-0.92,-0.2,0.33,-0.0329412,0.7,0.85,-0.01,-0.87,-0.02,-0.08,0.13,16.01
0.62,-0.89,-0.23,-0.02,-0.04,0.19,0.37,0.17,0.35,0.24,0.34,0.02,0.65,0.2,0.24,-0.2,-0.32,0.28,0.12,0.1,0.0572674,0.28,0.27,0.12,0.13,0.25,-0.42,-0.21,01.04
-0.07,-0.03,-0.01,-0.13,0.02,0.31,-1.05,-0.39,0.36,0.31,-0.18,0.28,0.0359375,0.26,0.54,-0.77,0.23,0.17,-0.08,-0.07,0.44,0.33,0.42,0.23,-0.48,0.23,0.33,-0.08,34.01.01.01
0.41,-0.07,-0.38,-0.17,-0.11,0.4,0.1,-0.03,0.02,-0.11,-0.11,-0.04,0.02,-0.23,0.11,-0.51,0,-0.08,-0.1,0.12,0.09,-0.03,0.12,0.12,-0.21,-0.16,-0.01,-0.11,01.04
-0.1,0.14,0.1,-0.45,0.12,0.1,-0.18,-0.2,-0.3,-0.15,-0.09,0.2,-0.28,0.73,0.21,-0.01,0.12,0.42,-0.32,-0.21,0.0973684,-0.27,0.2,0.16,-0.41,0.14,0.06,0,20.09.07.03
0.9,1.51,-0.06,-0.08,0.15,0.53,-0.91,-1.01,0.77,0.77,-0.03,0.02,0.18,-1.06,0.2,-0.78,-0.22,-0.02,-0.35,0.069,0.35,0.48,-1.16,0.6,0.03,0.4,0.17,0.29,01.06.06.11
-0.6,-0.3,0.31,-0.21,0.01,-0.14,0.3,0.05,-1.3,-0.35,-0.64,0.14,-0.41,-0.75,-0.27,-0.09,-0.15,-0.17,-0.1,-0.13,0.106667,0.41,-0.82,-0.63,-0.19,-0.22,-0.17,0.34,14.01
-0.09,-0.42,-0.76,-0.36,-0.18,-0.27,0.17,0.24,0.49,0.55,0.7,0.0572727,0.69,-0.31,0.65,-0.16,-0.02,-0.26,-0.04,-0.1,-0.0189583,0.22,1.03,0.18,0.13,0.06,0.18,-0.11,14.04
-0.06,-0.69,0.15,0.15,-0.04,0.2,-1.03,-1.34,-0.21,0.09,0.18,0.22,0.62,0.08,0.27,-0.18,-0.46,0.36,-0.46,-0.04,0.0399099,0.02,-0.12,-0.16,0.29,0.3,-0.63,0.23,01.05
-0.62,0.53,0.73,-0.46,-0.18,-0.46,-1.97,-1.47,0.76,0.36,0.06,0.6,0.4,0.02,0.43,-1.26,-0.03,-0.04,0.32,0.27,0.78,0.87,2.42,-0.54,0.24,-0.65,-0.11,0.04,01.01
0.43,-1,0.29,-0.34,-0.14,0.2,0.05,0.12,-0.8,-0.31,-0.07,0.05,0.102292,0.26,-0.07,0.27,0.22,0.01,0.17,-0.01,0.27,0.13,-0.07,-0.03,-0.16,-0.12,0.04,0.04,32.01
0.25,-0.3,0.1,-0.19,0,0.09,-0.08,-0.12,-0.34,-0.02,-0.14,0.11,0.04,0.04,0.24,-0.18,0.01,-0.07,-0.02,0.05,-0.63,-0.08,-0.01,-0.11,-0.31,-0.33,-0.06,0.17,16.01
0.06,-0.22,-0.01,-0.22,-0.16,-0.02,-0.05,-0.06,0.05,0.01,-0.31,-0.01,0.02,-0.56,0.02,-0.14,-0.09,-0.31,-0.05,-0.02,-0.0542857,-0.08,-0.49,-0.46,-0.42,-0.29,-0.06,0.33,14.13.01.01
1.57,-0.162474,-0.03,-0.11,-0.21,0.05,0.29,0.69,-0.48,-0.34,0.03,0.56,-0.48,-1,-0.08,-0.54,-0.36,-0.52,-0.23,0.47,-0.16,0,-0.17,-0.64,-0.41,0.17,-0.15,-0.02,10.03.01
0.15,-0.17,-1.18,-0.09,0.05,-0.15,-0.82,-0.17,-0.23,0.23,0.37,0.13,0.14,0.29,0.52,0.96,-0.84,-0.21,0.04,0.1,0.06,0.0122946,-0.12,-0.42,0,0.16,0.04,0.11,11.02.03.04
-0.71,0.32,0.16,-0.26,-0.28,0.01,0.1,0.41,-0.31,-0.43,-0.35,0.27,-0.49,0.27,-0.06,0.35,-0.41,0.03,-0.17,0.13,0.05,0.21,0.27,-0.11,0.38,0.44,0.28,-0.19,14.04
-0.18,-0.18,0.3,-0.22,-0.31,0.27,0.65,0.75,-0.43,-0.09,-0.61,0.33,-0.23,-0.04,-0.38,0.04,0.1,0.14,-0.01,-0.05,0.06,-0.04,0.65,-0.12,-0.18,0.29,0.12,-0.08,16.03.03
-0.3,-0.66375,-0.43,-0.03,-0.18,-0.1,-1.17,-0.12,0.09,2.26,0.62,0.46,0.182,0.32,1.01,1.09,-0.105306,-0.05625,0.0404167,-0.0569388,-1.1,-0.1,0.38,-0.02,0.19,0.34,-0.02,0.05,43.01.03.09
1.01,1.23,0.3,-0.28,0.24,-0.05,-0.0725984,-0.03,0.03,-0.11,-0.65,0.33,-0.78,0.28,-0.29,0,-0.36,-0.61,0.08,0.12,0.0317442,0.26,-1.33,-0.84,-0.87,-0.1,0.59,0.01,43.01.03.05
0.1,0.36,0.29,-0.41,-0.04,0.25,0.2,0.14,-0.31,-0.1,-0.97,0.32,-0.53,-0.12,-0.62,-0.22,-0.09,0.39,-0.24,-0.14,0.25,0.17,0.45,-0.42,-0.37,-0.24,0.08,0.01,43.01.03.05
-1.03,0.11,0.26,-0.18,0.26,-0.08,-0.82,-0.7,0.37,0.68,0.65,-0.27,0.5,-0.89,0.64,0.11,-0.06,-0.22,0.06,0.33,0.6,0.76,-0.5,-0.26,-0.41,0.17,-0.18,-0.11,12.01.01
0.11,-0.07,0.25,-0.1,-0.15,-0.25,-0.43,-0.45,-0.2,-0.45,-0.15,-0.03,-0.22,0.51,0.19,-1.01,0.05,-0.02,0.11,0.3,0.12,0.29,0.88,-0.25,-0.21,-0.62,-0.62,0.32,01.05.25
0.79,0.29,-0.27,-0.22,0.08,-0.1,-0.43,-0.27,-0.54,-0.64,0.17,0.67,-0.21,0.83,-0.31,0.35,-0.14,-0.61,-0.59,0.5,-1.2,-0.01,-0.75,-0.07,0.1,-0.28,0.12,0.13,16.03.03
0.28,0.34,-0.29,-0.31,-0.06,0,-0.12,0.14,-0.13,-0.25,-0.15,0.35,-0.04,0.04,-0.15,-0.1,-0.11,-0.15,0,0.12,0.09,0.04,0.43,0.04,0.15,-0.17,0.07,-0.25,14.13
0.34,0.36,-0.34,-0.18,0.18,-0.11,-0.32,-0.02,-0.02,-0.18,-0.18,0.03,0.22,0.29,0.12,0.5,-0.02,0.3,0.09,-0.24,-0.0388889,-0.02,-0.47,-0.07,0.04,-0.04,-0.13,0.02,16.19.03
-0.86,-0.51,-0.09,0.07,0.07,0.26,0.91,1.15,-0.36,-0.23,-0.79,0.09,-0.66,0.03,-1.47,-0.16,-0.07,-0.11,-0.18,0.04375,0.25,0.17,-0.49,0.05,-0.14,0.37,-0.12,-0.29,14.01
0.81,1.03,0.49,-0.14,-0.3,-0.32,0.59,1.05,-1.29,-0.68,-0.27,0.29,-0.65,-0.8,0.23,0.09,-0.54,0.06,-0.32,0.11125,0.06,0.1,-1.32,-0.41,-0.55,0.08,-0.43,0.43,42.10
-0.1,0.28,-0.23,-0.45,-0.2,0.04,-0.25,-0.12,0.02,-0.23,-0.53,0.4,-0.51,0.08,-1.21,-0.15,-0.26,-0.81,-0.09,0.069,0.08,0.52,-0.75,0.47,0.21,0.24,-0.03,-0.05,01.06.06.11
-0.22,-0.4,-0.04,-0.41,-0.21,0.11,0.91,0.22,-0.14,-0.35,-0.41,-0.04,0.04,0.14,-0.18,0.68,0.16,-0.09,0.15,-0.11,0,-0.02,-0.11,-0.13,-0.01,-0.03,-0.32,0.23,01.03.01
-0.54,-0.94,0.68,0.57,-0.25,-0.029375,-0.24,0,0.08,0.66,0.03,0.1,0.22,-0.15,0.72,1,-0.3,-0.78,0.21,-0.12,-0.33,0.0982222,-0.36,0.23,-0.31,-1.46,0.24,0.53,01.06
0.01,0.01,0.3,-0.13,0.21,0.39,-0.09,-0.24,0.1,0.29,0.05,0.32,0.24,-0.31,-0.03,0.15,-0.08,-0.52,0.29,-0.16,0.00829787,0.44,-0.92,-0.4,-0.34,0.14,-0.06,-0.06,11.02.03.04
2.11,0.91,0.19,-0.16,-0.0122,-0.06,-1.18,-0.53,-0.16,-0.3,0.54,0.64,-0.21,0.83,1.18,-0.2,-0.75,-1.05,-0.48,0.49,0.38,0.38,0.59,0.47,-0.37,-1.47,-0.42,0.74,32.01
-0.34,-0.69,0.11,-0.24,0,0.03,0.39,0.49,-1.43,0.08,-0.78,-0.03,-0.0210703,0.43,-0.13,0.04,0.2,0.22,0.12,-0.27,0.00829787,-0.09,0.18,-0.111979,-0.16,0.11,-0.02,-0.16,11.02.03.04
0.14,-0.71,0.34,-0.01,-0.08,-0.03,-1.68,-1.65,0.08,0.15,-0.19,0.24,-0.2,0.68,0.77,-1.49,-0.17,0.04,0.51,0.27,0.08,0.61,-0.45,0.13,0.17,-0.41,-0.16,0.1,42.16
0.01,-0.42,-0.25,-0.45,-0.32,0.11,0.38,-0.15,0.06,-0.12,-0.26,-0.03,0.04,0.17,0.4,0.2,0.23,-0.16,0.01,0.06,0.38,0.07,-0.27,0.02,0.06,-0.12,0.13,-0.04,01.04
0.16,-0.5625,0.38,0.005,0.095,-0.0025,-0.27,-0.41,0.42,0.76,-0.36,0.39,-0.17,-0.19,0.3,-0.07,0.02,-0.08,-0.04,0.178,0.11,0.34,0.035,-0.3025,-0.03,0.1525,0.0975,-0.0675,42.04
-0.71,0.25,-0.14,-0.37,0,-0.07,-0.38,-0.72,0.33,0.36,-0.42,0.37,0.22,-0.23,-0.16,0.29,-0.13,-0.29,-0.17,-0.29,-0.12,0.36,-1.32,0.24,0.05,0.25,0.16,0.05,02
-0.64,0.29,-0.6,-0.24,-0.1,-0.41,0.66,-0.17,-0.55,-0.47,-0.51,-0.28,0.64,-0.01,0.34,1.16,-0.39,0.13,-0.18,-0.27,-0.09,0.01,0.37,-0.24,-0.22,-0.28,0.15,-0.05,14.01
0.06,-0.15,-0.43,-0.31,-0.1,-0.31,-0.17,-0.2,-0.05,-0.05,0.13,-0.05,0.1,-0.31,-0.09,0.47,-0.31,-0.14,-0.34,0.16,0.0399099,0.05,0.71,-0.2,-0.09,-0.27,-0.15,0.2,01.05
0.2,-1.15,-0.38,-0.34,0.06,-0.05,0.25,-0.18,0.43,0.39,-0.16,-0.33,0.52,-0.16,0.4,0.44,0.34,0.17,-0.1,-1.05,0.00829787,0.16,-0.08,-0.18,0.19,0.3,-0.02,-0.04,11.02.03.04
-0.43,-0.218,0.07,-0.200861,0.00457249,-0.005,-0.43,0.09,-0.16,0.36,-0.04,-0.13,-0.52,0.19,0.51,-0.16,0.32,-0.08,-0.01,0.06,-0.0329412,-0.23,0.159301,-0.0901103,-0.0845221,-0.0342701,0.00288321,0.0534672,16.01
-0.92,1.12,-0.79,0.05,0.25,-0.75,-0.41,0,0.06,0.04,0.32,-0.14,-0.406667,0.84,1.2,0.28,-0.42,-0.76,-0.57,0.76,-0.045,-0.57,-1.5,-0.73,-0.28,0.51,0.1,-0.25,10.03.01.01
0.28,-1.09,0.54,-0.3,-0.2,0.09,-0.65,-0.11,-0.06,-0.42,0.51,-0.35,-0.38,-0.35,0.53,0.1,0.12,0.45,-0.28,-0.39,0.209,-0.04,2.56,-0.22,0.03,-0.42,-0.19,-0.24,02.13.03
-0.04,0.15,0.04,-0.42,0.02,0.27,-0.14,-0.1,-0.24,-0.09,-0.14,-0.17,0.43,-0.37,-0.03,0.13,0,-0.28,0.24,0.08,-0.0189583,0.38,0.2,-0.25,-0.29,-0.03,-0.21,0.06,14.04
0,-0.49,-0.97,-0.16446,0.18,-0.49,0.09,0.33,-0.05,0.41,0.1,0.0939394,0.01,-0.32,0.79,-0.85,0.23,-0.12,0.53,0.37,-0.64,0.0457455,1.06,-0.38,-0.29,-0.78,-0.13,0.42,01.04
0.21,0.11,-0.3,-0.37,-0.14,-0.04,-0.39,-0.24,0.05,-0.04,0.08,0.29,0.48,-0.22,-0.39,-0.22,0.21,0.14,0,0.07,0.27,0.22,0.46,-0.12,-0.03,0.03,-0.03,-0.05,01.07.01
-0.74,-0.367273,0.19,-0.1975,0.131667,0.0333333,-0.22,-0.47,0.03,0.23,-0.07,0.54,0.01,0.22,1,-0.16,-0.14,-0.32,-0.66,-0.17,-0.11,0.18,-0.688333,-0.0775,-0.232727,0.178333,0.174167,0.163333,01.03.01.03
0.23,-0.43,0.07,0.23,0.14,0.35,1.34,1.17,-0.41,0.03,-0.82,0.17,-0.26,-0.07,-0.6,0.88,0.03,-0.4,0.15,-0.61,-0.14,0.06,-0.99,-0.4,-0.15,0.92,0.09,-0.19,42.01
0.16,0.11,0.04,-0.58,-0.22,0.21,-0.59,-0.51,-0.11,-0.07,-0.09,0.34,0.16,-0.17,0.28,-0.63,-0.32,-0.49,0.43,0.28,0.01,0.6,1.2,-0.16,-0.08,-0.66,-0.03,0.16,11.02.03.04
0.2,-1.12,-0.36,0,-0.11,-0.55,-0.236667,0.101111,-0.43,0.43,0.209535,-0.072,0.182,0.0151163,0.563143,0.58,0.16,0.11,0.24,-0.22,-0.31,-0.2,0.3,-0.05,0.01,-0.1,-0.17,0.03,43.01.03.09
0.07,-0.124067,-0.04,-0.178207,-0.067351,-0.0766667,-1.48,-0.01,0.12,0.67,-0.14,0.14,0.5,0.44,1.16,-0.3,-0.48,-0.11,-0.08,-0.13,0.5,0.74,-0.0063871,-0.0811039,-0.0776821,-0.0867742,-0.0570323,0.112194,01.05
-0.12,-0.62,0.14,-0.3,-0.07,-0.07,0.53,0.12,-0.73,0.1,-0.4,0.61,-0.64,1.48,-0.21,0.07,-0.19,-0.39,0.07,0.28,0.04,0.54,0.25,-0.43,-0.29,0.17,0.32,-0.27,12.01.01
-0.42,-0.6,0.15,-0.41,-0.24,0.24,0.05,-0.45,-0.12,-0.04,-0.57,0.25,-0.33,-0.07,0.04,0.1,0.04,0.35,0.08,0.06,-0.08,0.25,0.78,0.21,-0.33,-0.72,-0.08,0.31,14.04
0,-0.71,-0.15,-0.38,-0.13,0.2,0.47,0.42,-0.07,0.07,-0.28,0.22,-0.09,-0.84,0.06,0.42,-0.35,-0.36,0,0.03,-0.34,0.1,0.43,-0.1,0.1,-0.24,-0.24,-0.05,01.07.01
-0.14,-0.4,-0.01,-0.18,0.13,0.13,0.00308357,1.01,-0.00599432,0.0155398,-0.0980737,0.116083,-0.0210703,0.0642286,0.0624332,0.12,0.23,-0.04,-0.11,-0.24,-0.02,0.06,0.2,-0.12,0.16,0.08,-0.06,-0.09,11.02.03.04
-0.15,0.32,0.58,-0.14,-0.25,-0.01,-0.286667,-0.280645,0.6,0.097,0.0313333,0.6,0.0255172,-0.18,0.230667,0.09,-0.25,-0.19,0.27,0.49,0.09,0.19,-1.82,-0.52,-0.35,0.37,0.03,-0.19,20.09.04
-0.14,-0.385429,0.15,-0.214058,-0.0177778,-0.0371429,-0.46,-0.36,0.18,0.45,0.05,0.52,-0.28,0.46,0.54,-0.51,-0.12,-0.17,0.2,-0.07,0.148286,0.24,0.05,-0.161549,-0.0626389,0.0275,0.0120833,0.0122222,14.10
-0.64,-1.6,0.16,-0.04,-0.32,-0.14,-0.03,-0.41,0.49,0.4,-0.17,-0.27,0.16,-0.6,0.6,1.12,-0.32,-0.5,0.11,0.06,0.46,-0.62,1.11,-0.13,-0.16,0.15,-0.06,0.15,01.03.04
0.34,-0.86,-0.4,-0.12,0.02,-0.48,0.05,0.47,-0.14,-0.14,0.03,-0.03,0.25,-0.31,0.27,-0.39,0.1,-0.01,0,-0.09,-0.19,-0.15,0.39,-0.28,0.11,0.18,-0.15,-0.19,01.06.02.01
0.32,-0.74,-0.36,-0.24,-0.03,-0.59,0.58,0.29,-0.08,0.13,-0.25,-0.33,-0.01,0.41,0.3,0.25,0.12,0.25,0.42,0.1,0.2,0.44,0,-0.33,-0.09,0.36,-0.17,-0.21,01.05
0.18,-1,0.11,-0.39,-0.15,-0.01,0.02,0,-0.02,-0.11,-0.62,0.16,-0.13,-0.58,0.19,-0.47,0.05,-0.04,0.4,0.58,0.35,-0.17,0.48,0.18,-0.37,-0.13,-0.37,0.09,10.01.09.05
0.4,0.36,-0.18,-0.33,-0.41,-0.03,0.85,0.51,-0.43,-0.31,-0.34,0.32,-0.38,-1.13,-0.78,0.19,-0.12,-0.23,-0.05,0.14,0.0905556,-0.24,-0.63,-0.5,-0.68,0.06,-0.01,0.22,01.06
-0.07,0.19,0.06,-0.28,0.02,-0.38,0.23,0.51,0.19,0.16,-0.02,-0.55,0.07,0.12,0,0.28,0.01,-0.05,-0.07,0.03,0,-0.05,-0.97,-0.36,-0.38,0.23,-0.16,0.15,20.01.10
0.43,-0.51,-0.38,0.05,0.14,-0.12,-0.0663878,0.29,0.06,0.03,-0.0568045,0.17,0.75,0.47,0.46,0.29,-0.22,-0.19,-0.16,0.08,0.37,0.44,-0.52,0.33,0.29,0.4,-0.13,-0.03,01.04
1.53,1.66,-0.84,0.96,0.55,0.11,-1.15,-0.9,0.66,-1.19,1.28,1.95,0.02,-0.75,-1.51,-0.02,-0.32,-0.39,-0.53,0.42,0.28,0.67,-1.42,-1.38,-1.46,-0.07,0.66,-0.79,11.02.03.04
0.04,-0.01,-0.17,-0.23,0.1,-0.2,0.49,0.53,-0.32,-0.01,0.04,0.67,-0.18,0.06,0.02,0.15,0.08,-0.04,-0.23,0.2,0.0664286,0.05,-0.08,-0.33,0.36,-0.03,0.04,0.07,11.02.03.01
-0.06,-0.18,-0.4,-0.27,-0.04,0.4,-0.1444,-0.0242308,0.0215385,-0.0146154,0.111538,0.1616,0.0156522,-0.0996154,0.0748,0.05,0.06,-0.29,-0.17,0.02,0.35,0.33,0.24,-0.39,-0.31,-0.05,-0.18,-0.36,20.09.07.03
0.08,-0.38,-0.23,-0.34,-0.12,0.2,-0.451,-0.7445,0.191,0.156667,-0.13,0.025,-0.088,0.0405,-0.021,-0.79,-0.24,-0.17,0.11,0.2235,0.23,0.79,0.5,-0.06,-0.03,-0.23,-0.39,-0.18,20.01.15
0.14,-0.23,0.69,-0.09,-0.22,-0.06,0.12,0.14,1.15,0.12,-0.05,-0.25,-0.03,0.05,0.2,-0.19,0.4,0.41,0.44,-0.44,0.02,-0.15,0.24,0.13,0.22,-0.21,0.15,-0.13,14.04
-0.14,-0.64,-0.3,0.09,0.22,0.05,0.76,0.6,0.18,-0.73,-0.27,0.03,0.43,0.31,-0.4,0.56,0.04,-0.31,0.01,-0.34,0.133333,0.34,-0.75,-0.19,0.09,0.58,0.01,-0.29,11.04
0.08,-1.06,-0.07,-0.37,-0.25,-0.07,-0.0577124,-0.025414,-0.015375,-0.00232704,-0.104277,0.0572727,0.000743243,0.0779747,0.115,0.26,-0.03,-0.17,-0.25,0.15,-0.0189583,0.34,-0.16,-0.73,0.01,-0.29,0.34,-0.12,14.04
-0.22,0.36,0.2,-0.05,-0.09,-0.03,0.19,-0.25,-0.19,-0.48,-0.23,0.13,0.08,-0.17,0,0.04,-0.1,-0.18,-0.07,0.0813158,-0.03,0.4,0.38,-0.12,-0.09,-0.12,-0.25,0.13,01.05
-0.06,-0.29,0.61,-0.11,-0.16,-0.48,-0.0725984,0.0421898,0.0827407,0.0537594,0.016194,0.0686466,-0.0183871,-0.00533333,0.17008,-0.01,-0.26,-0.39,-0.14,0.2,0.0317442,0.24,0.81,-0.33,-0.17,-0.74,0.15,0.19,43.01.03.05
0.12,0.16,0.16,-0.12,-0.16,0.28,-0.34,0.2,0.38,-0.02,0.26,0.2,0.14,-0.18,0.18,-0.17,-0.19,-0.04,0.22,0.44,0.04,-0.58,-1.07,-0.39,-0.48,-0.13,0.17,0.1,01.06.02.01
-0.32,0.01,0.34,-0.13,0.02,0.02,0.2,0.03,-0.64,0.2,-0.16,0.3,-0.5,0.34,-0.29,-0.22,0.24,0.13,0.01,0.09,-0.0189583,-0.26,-0.07,-0.3,-0.14,0.02,-0.26,0.04,14.04
-0.04,-0.29,0.08,-0.19,0.19,0,0.46,0.69,-0.14,-0.06,0.06,-0.01,0.02,0.6,-0.15,0.49,0.22,0.15,0.04,-0.32,0.00645161,-0.09,-0.69,-0.36,0.15,-0.05,-0.26,0.25,11.04.01
0.29,-0.45,0.25,-0.36,-0.19,-0.06,-0.22,-0.2,0,0.59,-0.01,-0.11,-0.57,-0.23,0.57,0.44,0.04,-1.03,0.35,0.15,-0.35,-0.35,0.82,0.16,-0.09,-0.68,-0.35,0.49,02
0.36,1.07,0.7,-0.28,-0.22,-0.16,-0.5,-0.69,-0.05,0.22,-0.1,0,-0.13,-0.58,0.37,0,0.04,0.16,0,-0.09,0.00829787,0.21,-0.16,0.16,-0.01,-0.2,0.08,0.27,11.02.03.04
-0.01,-0.69,0.37,-0.1,-0.02,-0.18,0.08,0.11,-1.03,0.21,-0.67,-0.23,-0.23,-0.34,0.13,-0.03,0.08,0.3,0.19,0.14,0.19,-0.03,-0.18,0.02,-0.01,0.31,-0.1,-0.05,01.04
0.21,-0.09,0.23,0,-0.11,-0.2,0.04,0.07,0.02,0,0.16,0.2,-0.33,-0.73,-0.23,0.22,-0.58,-0.78,-0.21,0.9,-0.28,-0.45,-1.19,-0.49,-0.15,0.3,-0.1,0.17,10.03.01
0.41,-0.47,-0.14,-0.4,-0.55,0.27,-0.22,-0.01,0.39,0.22,0.14,-0.15,0.18,-0.22,1.52,0.83,-0.62,-1.49,-1.81,0.83,-0.06,-1.08,-0.23,-0.58,-0.47,0.22,0,0.16,10.03.01
0,-0.34,0.04,0.17,0.14,0.08,0.104638,1.08,0.14,0.26,0.16,-0.4,0.19,0.24,0.45,0.49,0.33,0.06,0.06,-0.11,0.00409091,0.15,-0.87,-0.21,0.1,1,0.25,0.04,16.03.01
-0.25,-0.23,0.1,-0.27,-0.41,-0.92,-0.02,-0.18,-0.83,-0.58,-0.38,0.46,-0.41,-0.27,-0.33,0.17,-0.08,-0.21,-0.07,0.33,0.18,0.45,0.38,-0.57,-0.17,0.16,0.27,0,16.01
-0.17,-0.17,0.16,-0.33,-0.39,0.25,0,0.15,-0.11,0.23,0.01,-0.17,-0.08,-0.73,-0.31,0.42,-0.03,-0.15,0.04,-0.08,-0.26,-0.15,0.05,-0.12,-0.12,0.06,0,0.05,01.05
0.13125,-1.22,0.58,0.91,0,-0.07,0.06,-0.09,0.21,0.81,0.17,0.0731579,1.34,0.42,0.7,-0.43,-0.14,0.03,0.16,-0.33,-0.18,0.06,-0.66,-0.3,0.05,-0.59,0.01,0.43,01.05.25
-0.27,-0.74,0.08,-0.115941,-0.13,0.1,0.1,0.41,-0.19,-0.09,0.05,-0.55,0.09,0.52,0.62,0.25,-0.02,-0.02,-0.29,0.39,0.00829787,0.21,0.84,0,0.05,0.24,0.06,-0.07,11.02.03.04
0.92,-0.51,0.18,0.22,0.23,-0.34,-0.12,-0.15,0.33,-0.29,-0.1,0.11,0.41,-0.67,0.03,-0.68,0.02,-0.02,0.31,0.04,0.4,0.25,0.8,0.04,0.03,0.09,-0.18,-0.11,01.04
-0.27,-1.03,0.04,0.16,0.2,0.31,-1.21,-1.4,0.44,0.89,0.05,-0.13,0.03,0.45,0.54,-0.34,0.17,0.3,0.03,0.05,0.2625,0.62,-0.91,-0.62,-0.41,0.64,0.05,-0.24,16.21.07
0.12,-0.51,-0.32,-0.03,-0.03,-0.37,-0.34,-0.15,0.77,0.11,0.09,0.11,0.27,0.04,0.66,-0.08,0.21,0.43,0.25,-0.05,0.05,0.29,0.72,-0.17,-0.06,0.18,0.09,-0.15,01.05
-0.03,-1.03,0.57,-0.02,-0.26,0.21,-0.15,0.07,0.38,0.01,-0.23,-0.3,0.22,-0.25,1.03,0.31,0.55,0.31,0.66,-3.15,-1.57,0.1475,0.27,0.21,-0.0355556,0.04,0.24,0.23,14.13
