@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute clb2-2                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_250                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
-0.67,-0.06,-0.09,0.22,-0.05,-0.15,-0.18,-0.48,-0.39,-0.25,-0.17,0.27,-1.25,0.38,0.33,0.16,0.04,-0.03,0.01,0.07,-0.09,-0.33,0.0774797,0.05,-0.24,-0.04,0.14,-0.07,14.04
-0.09,-0.51,-0.09,0.13,0.11,-0.01,0.05,-0.01,0.1,0.05,-0.68,-0.11,-0.71,0.28,0.79,-0.05,-0.35,0.18,0.27,0.31,0.1,-0.25,0.08,0.16,0.49,-0.2,-0.46,0.14,16.01
-0.64,0.11,0.24,-0.04,0.03,0.11,-0.04,0.7,0.67,0.61,-0.7,-0.49,-0.91,0.43,0.42,-0.11,-0.04,-0.04,0.24,0.23,0.04,-0.06,-0.0157576,-0.22,0.1,-0.15,0.06,-0.31,42.01
0.68,-0.32,0,0.19,0.09,0.03,0.01,-0.63,-0.49,-0.1,0.12,0.09,-0.08,-0.03,0.22,-0.29,-0.18,-0.18,-0.48,-0.12,0.65,0.59,-0.000535714,0.11,-0.68,-0.5,-0.06,0.31,01.05
-0.01,0.03,0.22,-0.53,0.13,0.09,0.06,0.67,0.52,0.21,-0.5,-1.05,-0.19,0.16,-0.01,-0.6,0.18,0.15,-0.01,0.03,-0.2,0.18,0.0113043,0.4,-0.82,-0.23,0.41,-0.09,11.02.03.04
-0.3,-0.17,-0.23,-0.15,0.03,0.02,-0.02,-0.97,-0.39,-0.62,0.49,0.7,0.42,-0.29,-0.34,0.2,0.24,0.31,-0.05,-0.09,-0.13,-0.24,0.11,-0.05,0.91,-0.17,0.14,0.18,12.04
0.01,-0.04,0.26,0.03,-0.08,-0.03,-0.17,-0.29,-0.19,0.16,0.31,-0.1,0.39,-0.09,-2.33,0.04,0.09,0.08,0.28,0.11,-0.08,-0.08,-0.0157576,0.16,-0.66,-0.03,-0.1,0.01,42.01
-0.1,0,0.12,0.28,0.1,0.02,-0.28,0.15,-0.07,-0.22,-0.22,-0.5,-0.51,0.31,0.56,-0.08,0.05,-0.09,-0.07,0.18,0.04,0.03,0.2,-0.03,0.09,-0.3,-0.08,-0.12,12.01.01
-0.07,-0.318571,-0.21,0.13,0.08,0.12,-0.06,-1.68,1.08,0.22,1.06,1.32,0.182,-0.05,-0.52,0.269184,0.18898,-0.84,0.17,0.0404167,0.17,1.16,0.045,-0.0428261,0.15,-0.21,0.2,0.18,43.01.03.09
-0.47,0.2,0.45,-0.28,-0.24,-0.15,0.03,0.07,0.31,0.22,-0.17,-0.0293117,-0.37,0.06,0.34,0.28,-0.25,0.37,-0.04,-0.1,-0.07,0.48,0.0111165,0.13,-0.89,-0.15,-0.07,0.11,16.01
0.2,0.21,0.21,-0.14,-0.04,0.11,-0.07,-0.66,-1.05,-0.69,0.13,-0.14,0.56,0.08,-0.44,-0.25,-0.39,-0.11,0.03,0.07,0.12,0.3,0.06,0.43,-0.53,-0.14,-0.08,0.06,01.04
-0.38,-0.45,0.11,-0.85,0.21,0.35,0.31,1.32,1.09,0.76,-0.56,0.06,-0.19,0.22,-0.12,-0.84,0.4,0.06,0.27,0.43,-0.12,-0.34,0.44,-0.0333333,-0.92,-0.33,0.21,0.03,42.04
-0.32,-0.14,0.47,0.09,-0.07,-0.25,0.06,0.29,0.64,-0.24,0.13,0.66,-0.03,-1.26,-0.0200545,0.62,0.29,0.29,0.4,0.17,-0.75,0.09,-0.68,-0.83,0.93,-0.09,-0.04,0.05,11.02.03.04
-0.56,-0.12,-0.02,-0.11,-0.01,-0.2,-0.01,-0.38,-0.16,-0.1,-0.17,0.03,-0.26,0.38,0.55,-0.12,-0.23,-0.13,-0.09,0.24,0.44,0.18,0.36,0.27,0.93,0.11,-0.49,-0.05,32.01
0.15,-0.17,0.31,0.06,-0.01,-0.24,0.11,0.91,0.42,-0.04,-0.09,0.02,-0.22,-0.62,0.24,1.31,0.72,-0.02,0.14,0.33,0.03,-0.21,0.29,-0.14,0.71,0.04,0.11,0.15,10.01.05.01
-0.76,0.21,0.06,-0.28,-0.09,-0.34,0.02,0.3,-0.57,-0.69,0.26,-0.28,0.23,0.07,-0.36,0.42,0.07,-0.21,0.22,0.24,-0.18,0.26,0.0437747,-0.18,-0.67,0.38,0.14,-0.21,20.01
0.19,-0.54,0.04,0.29,0.01,-0.01,-0.25,0.12,0.08,0.05,-0.32,0.114633,-0.19,-0.23,-0.07,0.35,-0.23,0.38,0.3,-0.03,-0.09,-0.34,-0.24,0.01,0.03,0.15,0,-0.11,01.04
0.16,-0.07,-0.06,0.14,-0.01,-0.37,-0.18,0.07,0.4,0.37,-0.14,-0.32,-0.09,-0.12,0.15,-0.17,-0.08,0.16,0.36,-0.1,-0.21,-0.03,-0.24,-0.28,-0.05,0,0.13,-0.11,11.02.03.04
0.64,-0.69,0.08,0.22,0.04,0.07,-0.19,0.06,0.42,0.26,0.03,-0.19,-0.29,0.03,0.2,0.11,-0.72,-0.09,0.28,0.28,-0.14,0.19,0.24,-0.14,-0.06,-0.28,-0.41,0.6,01.05.02.07
0.01,-0.03,0.33,0.19,-0.02,-0.33,-0.02,0.15,0.08,0.19,-0.16,0.26,-0.82,-0.24,0.42,0.17,-0.18,0.11,0.27,-0.13,-0.24,0.12,0.0111165,-0.25,0.58,0.16,0.32,-0.05,16.01
-0.51,-0.14,0.02,0.22,-0.11,-0.26,-0.09,-0.05,-0.32,-0.47,-0.01,-0.52,-0.39,0.29,0.32,0.44,0.38,-0.3,-0.17,-0.1,-0.13,0.06,-0.02,-0.15,-0.49,-0.23,0.11,-0.11,12.01.01
0.12,-0.06,0.15,0.12,-0.3,0.12,-0.13,-0.29,-0.13,0.03,0.08,0.32,0.27,-0.41,-0.33,0.0966667,-0.035,-1.72,-2.72,0.28,0.74,0.98,0.6,0.09,-0.04,-0.1,-0.22,0.11,01
-0.15,-0.58,-0.26,-0.3,-0.05,-0.34,0.2,0.48,0.18,0.13,-0.07,0.4,-0.18,-0.27,0.03,-0.53,-0.21,0.06,0.34,0.1,-0.31,-0.07,-0.07,0.1,0.2,0.15,-0.12,-0.03,11.02.03.04
0.3,-0.64,0.1,-0.24,0.16,-0.24,0.07,0.18,0.22,0.08,-0.38,-0.07,-0.92,0.2,0.11,0.02,-0.02,0.14,0.25,0.12,-0.28,0.1,-0.08,-0.14,0.76,-0.36,-0.09,0.13,43.01.03.09
0.07,-0.4,-0.01,0.17,-0.13,-0.00580838,-0.04,-0.21,0.09,0.07,-0.12,0.37,-0.18,-0.28,0.23,-0.14,-0.49,0.33,0.09,-0.17,-0.07,0.05,0.0774797,-0.2,0.77,-0.12,-0.41,0.18,14.04
-0.94,-0.29,-0.67,-0.42,0.37,0.91,0.5,-0.34,-0.47,-0.33,0.36,0.58,0.44,0.07,-0.53,0.48,0.14,-0.25,0.04,0.3,-0.13,-0.01,0.48,-0.01,-0.21,0.37,0.16,-0.49,32.07
-0.49,-0.42,-0.74,-0.85,0.6,0.7,0.43,-0.99,0.35,-0.08,-0.13,0.59,0.06,-0.17,-0.6,0.21,0.35,0.21,-0.01,0.17,0.01,0.27,-0.01,-0.14,1.27,0.45,-0.67,-0.26,34.01.01.01
-0.71,-0.06,-0.33,0.06,0.1,-0.06,-0.15,-0.47,-0.35,-0.23,-0.2,0.56,0.06,-0.01,0.15,0.25,-0.12,0.1,0.09,0.19,-0.08,0.11,-0.19,0.2,-0.05,-0.13,-0.15,0.2,01.06.06.11
-0.27,-0.0908333,-0.0438462,0.190769,-0.0915385,0.00307692,-0.0676923,-0.71,-1.15,-0.57,0.15,0.27,0.41,-0.5,-0.31,0.19,-0.32,-0.04,-0.36,0.13,0.11,-0.23,0.57,0.56,0.398462,-0.03,-0.0676923,-0.0623077,02.13.03
0.85,-0.14,0.1,0.13,0.02,-0.3,0.02,0.34,0.22,0.15,-0.1,0.05,-0.17,-0.41,0.44,0.01,-0.02,-0.21,-0.25,0.23,0.08,0.08,0.26,-0.09,0.25,0.19,0.19,0.17,20.09.04
-0.51,-0.163514,0.0256089,0.039963,-0.01337,-0.005,-0.0186245,-0.34,-0.17,-0.31,0.01,0.2,-0.58,0.17,-0.36,0.0146209,-0.0597122,-0.0307194,-0.021259,0.00625899,0.0352652,-0.00847656,0.0111165,0.0720703,0.159301,-0.0845221,-0.0376471,0.0534672,16.01
-0.47,0.31,-0.12,-0.12,-0.03,0.39,-0.03,-0.21,-0.26,-0.3,0.03,0.03,0.24,0.11,-0.4,-0.4,-0.39,-0.2,-0.26,-0.37,0.22,-0.01,0.15,0.35,-1.22,0.16,0.33,-0.1,01.06.06.11
0.26,-0.4,0.06,0.36,0.06,0.13,0.01,0.46,-0.02,-0.45,-0.38,-0.05,-0.48,0.44,-0.01,0.49,0.06,-0.28,-0.57,-0.31,0.11,0.32,-0.09,0.2,0.53,0.18,0.11,-0.09,32.01.01
-0.34,-0.284265,0.97,0.09,0.17,0.35,-0.27,-1.08,-0.06,-0.45,-0.23,-0.2,0.02,-0.27,0.8,0.43,-0.22,0.18,-0.06,-0.14,0.52,0.05,-0.14,-0.35,-0.44,-0.29,0.07,-0.41,43.01.03.05
0.04,-0.12,0.11,0.35,0.14,-0.11,-0.26,-0.0185714,0.54,0.45,-0.69,-0.09,0.81,0.2,0.67,-0.53,0.03,-0.1,0.01,0.29,0.46,-0.29,0.63,-0.06,-0.35,-0.16,0.09,-0.21,10.03.01
-0.23,0.24,0.68,0.73,0.06,0.1,-0.01,-0.79,-0.68,-0.68,0.05,-0.16,-0.1,-0.05,1.01,-0.46,-0.68,-0.03,-0.39,-0.31,0.62,0.79,0.8,0.89,-0.53,-0.1,-0.29,0.33,01.01
-0.3,-0.217842,0.05,-0.07,-0.05,-0.1,-0.1,-0.29,-0.15,-0.24,0.22,0.48,0.32,-0.06,-0.78,-0.16,-0.26,0.07,0.16,-0.08,-0.06,-0.22,0.01,0.01,-1.62,0.07,-0.03,0.29,01.04
-0.58,-0.36,0.1,-0.66,0.14,-0.21,-0.02,0.38,0.13,-0.04,0.14,0.1,0.02,0.14,-0.24,-0.17,-0.17,0.25,0.02,0.26,0.19,0.79,0.36,0.0566667,-0.84,0.15,0.5,0.32,32.07
-0.18,-0.27,0.01,-0.18,0.06,0.14,0.08,-0.52,-0.0112687,-0.06,0.56,0.65,0.02,-0.71,-1.31,0.37,0.31,-0.1,0.21,0.24,-0.09,0.16,0.05,0.0457455,-0.72,0.67,0.22,0.09,01.04
-1.32,0.16,0.05,0.39,-0.13,-0.21,0.03,-1.44,-1.5,-0.87,0.11,-0.19,-0.11,0.48,0.34,-0.15,-0.48,-0.3,0.06,0.1,0.04,-0.06,0.42,0.33,0.48,0.38,0.31,-0.26,20.01.15
0.03,0.18,-0.43,-0.19,0.2,-0.12,0.44,-0.55,-0.32,-0.25,0.36,0.69,0.25,-0.05,-0.03,-0.07,-0.21,0.68,0.52,-0.02,0.3,-0.04,0.21,-0.49,0.28,0.16,0.16,0.06,11.02.03.04
-0.2,0,0.26,-0.15,0.17,0.01,0.09,-0.00844961,0.0514885,-0.0166284,-0.200866,-0.0293117,-0.053125,0.00596899,0.158598,0.14,0.23,-0.2,0,0.04,0.03,-0.51,0.28,0.16,0.35,0.04,-0.24,-0.16,16.01
0.23,-0.07,0.07,0.12,-0.27,0.29,-0.2,-0.26,-0.31,0.27,-0.36,-0.18,0.02,0.2,0.21,-0.55,-0.44,-0.03,0.24,-0.2,-0.1,-0.04,0.0583333,0.23,-0.33,0.13,-0.19,-0.21,01.07.01
-0.23,-0.27,-0.02,-0.56,0.21,-0.26,0.28,0.45,0.14,-0.2,0,0.18,0.43,0.11,-0.35,0.15,0.26,0.12,0.14,-0.06,-0.29,0.37,-0.010463,-0.15,-0.94,0.25,0.06,0.43,43.01.03.05
0.46,-0.22,-0.03,-0.25,0.05,0.02,0.12,0.36,0.35,-0.06,-0.16,-0.14,-0.34,-0.14,0.02,-0.13,0.26,0.08,0.29,0.27,0.11,0.05,0.19,0.247619,0.31,-0.05,0.13,-0.1,01.06.06.11
0.34,0.26,-0.1,-0.16,-0.21,0.06,-0.17,-0.17,-0.3,0.08,-0.34,-0.23,-0.1,0.06,0.32,-0.43,-0.39,-0.11,0.11,-0.01,0.2,0.36,0.00718062,0.04,0.02,-0.19,0.23,0.1,01.04
0.16,-0.27,-0.0550515,-0.07,0.04,0.15,-0.04,0.2,-0.28,0.23,0.04,-0.12,0.08,-0.12,-0.03,0.66,0,0.52,0.21,-0.04,-0.25,0.22,-0.75,-0.26,0.59,-0.03,-0.16,0,01.04
-0.29,-0.64,0.62,-0.48,0.48,0.2,0.06,0.67,0.34,-0.19,-0.31,-0.57,-0.27,-0.2,0.7,0.01,0.27,0.07,-0.04,-0.15,-0.17,0.36,-0.4,-0.07,-0.92,-0.05,0.22,0.19,11.02.03.04
-0.97,-0.36,0.44,-0.43,-0.15,0.11,0.02,0.176981,0.298929,0.142727,-0.19,-0.0892308,-0.133469,0.0552727,-0.00525424,-0.63,-0.35,-0.6,0.01,-0.11,-0.0517544,-0.27,0.41,0.31,-1.21,-0.38,0.16,0.1,16.03.03
-0.07,-0.45,0.18,-0.17,0.14,-0.43,-0.23,0.08,1.16,-0.19,-0.14,0.54,0.52,-0.25,-0.86,0.66,-0.02,-0.53,-0.39,-0.15,0.61,0.46,0.28,-0.27,0.42,-0.37,-0.28,0.02,20.09.18
0.61,0.07,0.03,0.29,0.16,-0.36,-0.36,-0.32,0.57,-0.19,0.47,0.68,0.89,-0.89,-0.79,0.66,0,0.75,0.21,0.07,0.14,0.14,-0.66,-1.25,1.87,0.81,0.45,0.03,20.09.18
0.95,-0.47,0.01,-0.1,0.03,-0.34,0,-0.6,0.23,-1.2,0.56,0.78,0.12,-0.03,-0.56,-0.5,0.21,0.64,0.39,0.37,-0.1,-0.5,0.0113043,-0.04,-0.39,0.14,0.1,0.18,11.02.03.04
-0.23,0.2,0.13,0.98,-0.09,-0.59,-0.44,-0.530286,-0.664324,-0.5525,0.0778947,0.183684,0.203333,0.0868421,-0.0139474,1.59,0.69,-0.67,-0.97,-0.15,0.56,0.68,-0.01,0.05,0.88,0.43,0.27,0.57,01.05.02.07
0.85,-0.06,-0.07,-0.12,-0.24,0.41,-0.16,-0.31,-0.38,-0.01,-0.25,-0.23,0.09,0.34,0.05,-0.16,-0.39,0.34,0.17,-0.07,-0.1,0.05,0.128182,-0.02,-0.12,-0.31,-0.27,-0.05,20.09.07
-0.01,-0.64,0.23,0.2,0.22,-0.23,0.05,-0.53,-0.9,-0.13,0.15,-0.25,-0.72,0.11,0.29,1.45,0.41,0.13,-0.24,0.35,0.35,0.2,-1.46,-0.24,-0.2,-0.29,-0.24,0.26,14.07
-0.29,-0.64,0.34,0.55,0.18,0.05,-0.23,0.35,0.29,0.03,0.41,-0.72,-0.18,0.0153846,0.32,0.44,0.3,-0.6,-0.21,0.21,0.5,0.4,0.24,-0.11,0.55,0.03,-0.1,0.21,14.07.11
0.86,-0.34,-0.83,-0.25,0.34,-0.27,-0.25,0.21,0.21,0.59,0.21,-0.54,-0.56,-0.1,0.34,-0.6,-0.49,-0.08,-0.15,-0.18,0.22,-0.01,0.128182,-0.3,-0.41,0.36,-0.45,-0.15,20.09.07
0.44,-0.67,-0.12,-0.43,-0.14,0.41,0.07,0.3,0.12,0.48,-0.15,0.114633,-0.51,0.45,0.21,-0.08,-0.46,0.54,0.24,-0.27,-0.32,0.0558633,-0.18,0.08,-0.36,-0.46,-0.19,0.47,01.04
-0.42,-0.18,-0.84,1.16,-0.3,0.45,-0.04,-2.08,-2.34,-2.25,0.4,0,0.51,0.52,0.16,0.04,-0.13,-1.22,-1.92,0.2,0.79,0.63,1.42,1.23,-0.46,0.05,0.25,-0.18,01.01
-0.51,-0.272222,-0.0651351,-0.0891892,0.0217568,0.0306757,0.00914286,0.35,0.44,0.2,-0.63,-0.34,-0.5,0.4,0.04,-0.41,-0.08,0.14,0.09,0.03,0.12,-0.19,0.31,0.13,-0.119324,-0.080274,0.0715068,-0.00972603,16.03.01
0.14,-0.36,0.37,-0.05,-0.22,0.11,-0.08,-0.00844961,0.0514885,-0.0166284,-0.200866,-0.0293117,-0.053125,0.00596899,0.158598,0.3,0.26,0.5,0.2,0.03,-0.28,-0.26,0.0111165,-0.39,0.33,-0.1,-0.08,0.06,16.01
0.28,-0.17,0.33,0.18,-0.18,-0.16,-0.26,-0.69,-0.87,-0.34,-0.11,-0.11,0.24,0.36,-0.15,-0.21,-0.43,0.02,-0.06,0,0.15,-0.18,0.08,0.09,-0.83,-0.25,-0.11,-0.14,01.05
0.6,-0.284265,0.32,0.12,0.02,0.14,0.09,0.02,0.49,0.05,0.62,1.26,-0.0183871,-0.41,-0.95,0.51,1.41,-0.49,0.83,-1.49,-0.17,-0.17,1.31,0.09,0.47,0.13,-0.19,0.24,43.01.03.05
0.2,-0.01,-0.49,-0.03,0.19,-0.23,0.01,-1.11,-0.98,-0.68,0.14,0.43,0.07,0.14,0.04,-0.45,-0.58,-0.25,0.16,0.02,0.17,-0.09,0.35,0.11,0.18,0.01,-0.17,0.34,01.06.06.11
-0.49,-0.04,0.19,-0.09,-0.19,-0.01,-0.06,-0.32,-0.07,0.09,-0.0980737,0.027194,-0.0210703,-0.08,0.28,-0.27,-0.39,0.05,-0.1,-0.39,-0.0591351,-0.05,-0.21,0.25,-0.21,0.18,0.25,-0.07,11.02.03.04
-0.62,-0.23,-0.13,-0.04,-0.02,0.27,-0.09,-0.02,0.03,0.12,-0.53,0.19,-1.59,0.53,0.81,-0.11,-0.18,0.11,-0.29,0,-0.02,-0.3,0.25,0.19,0.27,-0.15,-0.55,0.25,14.13.01.01
0.2,-0.01,0.18,-0.38,-0.12,0.21,0.17,0.31,-0.06,-0.1,-0.29,-0.06,0.3,-0.01,-0.33,-0.06,-0.06,0.71,0.13,0.07,-0.23,0.15,-0.28,-0.1,-0.41,-0.22,-0.15,-0.16,01.04
0.45,-0.06,0.18,0.08,-0.05,0,-0.03,-0.27,0.04,0.07,0.18,0.21,0.03,-0.32,-0.43,0.25,-0.23,0.22,0.36,0.05,-0.19,-0.06,0.0113043,-0.33,-0.03,-0.05,-0.34,-0.1,11.02.03.04
-0.67,-0.03,-0.09,-0.38,0.11,-0.07,0.18,-0.16,0.53,0.46,-0.1,0.19,0.1,-0.02,-0.47,-0.5,-0.23,0.13,0.16,0.33,0.29,0.38,-0.03,-0.22,-1.76,0.01,-0.01,0.03,01.03.01.03
-0.25,-0.2,0.12,0.1,0.21,-0.16,0.13,-0.29,-0.07,-0.02,0.05,0.35,-0.11,0.1,0.13,0.02,-0.18,-0.38,-0.12,0.35,-0.01,-0.08,0.0774797,-0.02,0.05,-0.36,-0.41,0.31,14.04
-0.22,-0.36,0.2,0.41,0.07,0.14,-0.06,0.67,0.62,0.19,-0.34,-0.4,-0.33,-0.07,0.41,0.34,0.17,0.05,0.07,-0.07,-0.24,-0.06,-0.25,-0.29,0.75,0.05,-0.44,0.36,11.02.03.04
0.01,-0.47,0.18,0.04,0.09,0.11,0.04,0.6,0.47,0.33,-0.33,-1.02,-0.64,0.35,0.64,-0.17,-0.02,0,-0.1,0.04,0.14,0.26,0.11,0.16,0.07,-0.02,-0.26,0.12,01.04
0.5,-0.34,-0.31,-0.02,0.1,-0.29,-0.05,-0.47,-0.11,-0.13,0.14,-0.15,-0.06,-0.1,0.27,0.34,-0.47,-0.2,-0.02,0.07,0.16,0.05,0.26,-0.14,2.22,-0.08,-0.45,-0.22,01.05
0.24,-0.15,-0.06,-0.17,0.01,-0.31,-0.09,-0.11,-0.08,0,0.03,0.37,0.53,-0.32,-0.36,0.07,-0.31,-0.13,-0.07,0.4,0.23,0.51,0.25,0.200909,0.14,0,-0.06,-0.08,20.01.10
-1.29,-0.09,0.06,0.22,-0.19,0.04,-0.3,1.14,0.19,-0.39,-0.68,-1.04,-0.19,0.72,-0.44,-0.25,-0.26,-0.29,-0.11,-0.12,0.18,0.0558633,0.41,0.24,-1.19,0.44,0.6,0.84,01.04
0,-0.1,0.34,0.08,-0.37,0.16,-0.06,-0.11,-0.36,-0.27,-0.24,0.08,0.77,0.26,-0.21,0.11,-0.5,0.18,0.24,0.51,-0.52,-0.05,0.00578947,0.15,1.35,-0.29,-0.34,-0.37,20.03
-0.25,0.11,0.16,0.44,-0.22,0.11,-0.31,-0.29,-0.37,-0.11,-0.46,-0.31,-0.27,0.24,0.63,0.06,-0.57,0.28,-0.07,0.14,0.53,0.19,0.0111165,0.08,1.19,-0.24,-0.32,-0.07,16.01
0.79,-0.84,-0.16,0.06,-0.02,0.17,-0.02,0.37,0.59,0.78,-0.09,-1.28,-1.01,0.22,0.42,-0.38,-0.44,0.15,-0.04,-0.19,0.32,0.08,0.11,-0.02,0.09,-0.17,-0.12,-0.03,14.04
-0.58,-0.09,-0.29,-0.63,-0.02,0.17,0.23,-0.27,-0.1,0.05,-0.11,0.18,-0.32,0.03,-0.25,-0.54,-0.1,-0.48,-0.2,-0.19,0.13,-0.27,0.45,0.04,-0.86,0.03,0.09,-0.5,12.01.01
0.31,-0.34,-0.42,0.28,-0.09,-0.32,-0.3,-0.5,-0.99,-0.72,0.04,-0.26,0.07,0.54,1.06,-0.07,-0.24,0.03,-0.04,-0.07,0.26,0.23,0.246667,-0.1,-0.87,-0.56,-0.06,0.01,02.13.03
0.19,-0.32,0.15,0.13,-0.11,0.16,-0.01,0.68,0.57,0.28,-0.46,-0.7,-0.32,0.3,0.27,0.05,-0.02,-0.02,0.13,0.33,-0.06,0.07,0.4,-0.23,0.57,-0.16,-0.2,0.28,11.02.03.04
0.19,-0.25,-0.1,0.22,-0.15,0.3,-0.25,-1.09,-1.39,-0.95,0.01,0.2,0.33,0.25,0.29,-0.61,-0.46,0.04,-0.4,0.14,0.54,0.68,0.00578947,0.43,0.53,-0.08,-0.49,0.29,20.03
0.48,-0.45,0.21,0.41,-0.1,-0.38,0.0771111,-0.33,-0.05,-0.19,0.35,1.08,0.95,-0.07,-0.33,0.48,0.07,0.08,-0.24,0.16,-0.04,0.34,-0.4,-0.64,0.15,0.86,0.17,-0.17,43.01.03.09
0.5,-0.69,-0.12,0.31,-0.22,-0.44,0.0271883,-0.19,-0.32,-0.75,0.22,0.53,0.49,-0.17,-0.03,0.54,-0.05,-0.09,-0.15,-0.11,-0.04,0.22,0,-0.37,0.73,0.64,0.07,0.04,11.02.03.04
-0.45,-0.43,0.54,0.2,-0.06,-0.12,-0.1,0.04,0,-0.5,0.24,0.6,0.04,-0.27,-0.45,0.4,0.18,-0.13,-0.16,0.29,0.23,0.07,0.07,0.133636,0.48,0.18,-0.27,0.31,20.09.04
-0.23,-0.43,0.12,0.11,0.02,-0.27,0.04,-0.27,0.14,-0.28,0.28,0.97,0.05,-0.52,-0.85,0.7,0.97,-0.08,-0.62,0.01,-0.14,-0.17,-0.14,-0.11,-0.08,0.12,-0.3,0.29,20.01
-0.79,0.15,-0.02,0.58,0.12,0.03,-0.14,-0.4,-1.44,-0.59,0.36,0.46,-0.01,0.06,0.44,0.48,-0.22,-0.3,-0.5,0.2,0.67,0.63,-0.000535714,0.26,1.12,-0.14,-0.19,0.4,01.05
0.58,-0.76,-0.21,0.11,-0.52,-0.18,-0.02,-0.47,-0.14,-0.22,0.03,0.52,-0.06,0.2,-0.73,-1.2,-0.37,0.73,0.27,0.34,0.13,0.4,0.0113043,-0.05,0.4,0.27,0.42,-0.82,11.02.03.04
0.19,-0.34,-0.01,-0.05,0.04,0.22,-0.01,0.53,0.39,0.25,-0.35,0,-0.53,0.17,0.18,-0.33,0.08,0.36,0.07,0.4,0.18,0.24,0.0113043,-0.13,-0.33,-0.07,-0.08,-0.14,11.02.03.04
0.95,-0.47,-1.1,-1.29,-0.76,0.8,0.11,-1.17,-0.91,0.39,-0.41,0.74,0.7,0.5,-0.8,-0.16,-0.1,0.58,0.32,0.45,0.1,-0.02,0.0113043,-0.39,-1.33,-0.57,-0.37,-0.4,11.02.03.04
0.41,0.59,-0.51,-0.46,-0.89,0.35,-0.24,-0.86,-0.54,0.19,0.12,0.56,0.38,-0.15,-0.63,-1.41,-1.11,1.34,0.72,0.28,-0.22,0.32,0.24,0.0122946,-0.55,-0.29,-0.31,-0.1,11.02.03.04
-0.45,-0.51,-0.05,0.24,-0.03,0.47,0.15,0.11,-0.2,-0.2,-0.32,0.32,0.3,0.31,0.02,0.36,-0.04,-0.23,-0.04,0.21,0.11,0.02,0.02,-0.07,-0.28,-0.09,0.08,-0.3,20.09.04
0.03,-1,-0.02,0.53,0.01,0.3,-0.1,-0.1,-0.23,-0.21,-0.97,-0.2,-0.0288235,-0.16,1.42,1.12,-0.47,-0.17,0.2,0.02,0.27,0.02,-0.16,-0.0105263,0.59,0.26,0.28,-0.03,99
0.31,-0.14,-0.07,0.29,0.1,0.09,-0.14,-0.21,0,-0.13,0.03,-0.09,0.1,-0.23,-0.3,-0.15,-0.21,0.27,-0.02,0.23,0.27,0.14,0.02,-0.07,0.02,-0.18,-0.16,0.24,14.13
-0.67,-0.06,0.25,-0.04,-0.15,-0.13,0.04,0.56,0.22,-0.09,-0.2,-0.43,-0.18,0.2,0.08,-0.08,0.25,0.55,0.37,0.4,0.19,-0.15,0.0583333,0.3,-0.19,-0.14,0.19,0.13,01.07.01
-0.64,-0.64,-0.19,-0.07,-0.05,0.06,0.17,0.16,0.07,-0.22,-0.16,0.83,0.23,-0.25,-0.21,0.23,0.33,0.31,0.03,0.43,0.12,-0.91,0.18,0,0.06,0.01,0.14,0.13,42.01
0.85,-0.202979,-0.08,-0.08,0.3,0.52,0.03,0,0.52,0.21,-0.71,-0.11,-0.42,0.14,-0.02,-0.1,-1.06,0.23,0.15,0.19,0.43,0.56,0.64,0.03,-0.59,-0.09,0.02,0.05,10.03.01
0,-0.45,0.06,0.52,0.06,0.22,0.01,-0.11,-0.03,0,-0.49,-0.03,-0.06,0.17,0.28,-0.39,-0.6,0,0.03,0.08,0.15,0.32,-0.09,0.19,1.14,-0.13,-0.32,-0.02,42.01
