@relation 'cellcycle0.names'
@attribute cln3-1                                  numeric
@attribute clb2-2                                  numeric
@attribute alpha0                                  numeric
@attribute alpha14                                 numeric
@attribute alpha77                                 numeric
@attribute alpha112                                numeric
@attribute alpha119                                numeric
@attribute cdc15_10                                numeric
@attribute cdc15_30                                numeric
@attribute cdc15_50                                numeric
@attribute cdc15_160                               numeric
@attribute cdc15_180                               numeric
@attribute cdc15_200                               numeric
@attribute cdc15_210                               numeric
@attribute cdc15_250                               numeric
@attribute cdc28_0                                 numeric
@attribute cdc28_10                                numeric
@attribute cdc28_50                                numeric
@attribute cdc28_60                                numeric
@attribute cdc28_80                                numeric
@attribute cdc28_110                               numeric
@attribute cdc28_120                               numeric
@attribute cdc28_140                               numeric
@attribute cdc28_150                               numeric
@attribute elu0                                    numeric
@attribute elu60                                   numeric
@attribute elu90                                   numeric
@attribute elu390                                  numeric
@attribute class {11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,42.01,01.05,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,10.01.05.01,20.09.13,14.07.02.02,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,11,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,16.21.07,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,10.03.04,01.01.09,20.01,20.09,11.04,18.02,02,01}
@data
0.69,-0.51,-0.4,0.28,0.14,-0.57,-0.3,-0.2,-0.04,-0.02,0.85,0.46,0.71,-0.46,-0.53,0.24,0.37,-0.46,-0.55,-0.56,0.47,0.3,0.045,-0.2,-1.22,-0.49,0.71,-0.05,43.01.03.09
0.38,-0.0563158,-0.63,0.01,-0.0388095,-0.42,-0.09,-0.92,-0.66,-1.92,0.11,0.42,-0.07,-0.05,0.94,-0.25,0.01,-1.29,-1.05,0.3,1.07,0.79,1.56,0.0555263,-0.46,0.4,0.89,0.33,34.11.03.07
-0.51,0.3,0.21,-0.25,-0.17,-0.17,-0.3,0.37,0.43,0.44,-0.21,-0.66,-0.12,-0.03,-0.39,-0.62,0.25,-0.34,-0.25,0.25,-0.01,0.0558633,-0.06,0.12,-0.71,0.02,0.98,-0.06,01.04
0.24,-0.54,1.89,0.03,-0.13,-0.33,-0.17,-0.1,0.17,-0.01,-0.3,-0.31,-0.47,0.13,0.54,-0.14,-0.34,0.1,0.17,-0.05,0.04,-0.15,0.29,0.00666667,0.37,0.07,0.07,-0.06,43.01.03.05
-0.25,-0.06,-0.01,0,-0.03,-0.42,-0.03,0.07,0.19,-0.02,-0.23,-0.19,-0.57,0.13,0.47,-0.1,-0.21,-0.26,-0.28,0.15,0.14,-0.02,-0.21,0.25,0.09,-0.1,-0.18,0,11.04
-0.58,-0.17,0.03,0.28,0,-0.07,-0.28,0.32,-0.07,-0.28,-0.07,0.45,-0.03,0.01,0.46,0.47,0.26,-0.52,-0.66,-0.05,0.48,0.54,0.09,0.247619,0.07,-0.72,-0.13,0.23,01.06.06.11
0.06,-0.43,-0.12,-0.15,-0.08,0.25,-0.15,-0.28,0.17,0.49,-0.3,-0.23,0.35,-0.25,-0.3,0.33,0,0.35,0.16,0.1,-0.33,-0.37,0.13,-0.19,0.27,-0.25,0.38,-0.06,16.01
0.49,-0.1,0.17,0.04,0.01,0.1,-0.06,0.31,0.09,0.13,-0.37,-0.35,0.03,0.13,0.28,0.18,-0.04,0.01,0.34,-0.14,-0.17,-0.28,0.26,-0.11,0.48,-0.4,-0.1,-0.01,11.02.03.04
0.01,-0.56,0.05,-0.29,-0.31,-0.24,-0.31,0.17,0.22,0.16,-0.03,0.54,0.4,-0.41,-0.37,-0.12,-0.25,0.35,0.11,-0.24,-0.19,-0.4,-0.000535714,-0.19,0.44,-0.15,0.2,0,01.05
0.21,-0.67,-0.64,-0.1,0.04,-0.24,0.3,-0.34,0.38,-0.14,0.05,0.027194,-0.0210703,-0.08,-0.59,-0.04,-0.22,-0.12,-0.07,-0.25,0.02,0.03,0.03,0.01,0.08,0.33,0.12,0,11.02.03.04
0.58,-1.06,-0.71,-0.34,0.08,-0.36,-0.08,-0.86,0.16,0.36,0.25,-0.1,0.22,-0.5,-0.25,-0.95,-0.38,0.39,0.23,-0.5,0.17,0.36,0.05,-0.28,0.159301,0.17,0.11,-0.15,16.01
-0.04,-0.62,0.19,-0.27,-0.09,-0.16,0.15,-0.14,0,-0.11,0.05,0.49,0.15,0.02,-0.31,-0.54,-0.1,0,-0.13,0.09,-0.2,0.34,0.08,0.18,0.27,-0.34,0.08,-0.03,32.01
-0.12,-0.69,0.11,-0.08,-0.26,0.41,-0.24,-0.61,-0.52,0.18,0.04,-0.1,0.243333,-0.19,0.04,-0.6,-0.46,0.77,-0.21,-0.23,-0.27,0.08,-0.32,0.23,-0.87,0.01,-0.01,-0.18,20.01.07
0.52,-0.49,-0.19,0.05,-0.05,-0.32,-0.06,0.28,0.34,0.38,-0.09,-0.13,-0.05,-0.29,0.07,0.08,-0.1,-0.18,0.14,0.1,0.12,0.08,0.05,-0.02,-0.25,0.25,0.42,-0.09,11.02.03.04
0.32,-0.18,0.04,-0.11,-0.01,0.31,0.27,0.31,0.09,-0.02,-0.44,0.23,0.29,0.23,0.3,-0.13,0.01,0.07,0.11,0,-0.08,0.01,0.23,0.12,-0.2,-0.18,-0.1,-0.51,02.13.03
0.43,-0.58,0.09,0.09,0.11,-0.14,0.05,-0.12,-0.1,0.11,-0.73,0.21,0.03,0.24,-0.12,-0.39,0.02,0.04,0.05,0.21,0.06,0.24,0.00718062,0.2,-0.36,-0.34,0.13,0.36,01.04
-0.29,0.37,-0.24,-0.42,0.08,-0.13,0.35,-0.67,-0.8,-0.6,-0.24,-0.41,0.25,0.41,-0.01,-0.35,-0.21,-0.62,-0.46,0.24,0.38,0.13,0.17,0.59,-0.44,-0.64,-0.01,0.47,01.06.06.11
0.01,0,-0.13,-0.31,-0.02,-0.18,-0.15,0.57,0.5,0.2,-0.6,-0.15,0.12,-0.09,-0.01,0.04,-0.06,0.36,0.18,-0.04,-0.3,0.08,-0.00318841,-0.46,0.2,0.16,-0.01,-0.1,10.03.01
-0.03,-0.25,-0.26,-0.17,0.12,-0.06,-0.06,-0.48,-0.23,0.01,0.08,-0.2,-0.35,-0.11,-0.03,0.31,0.09,-0.66,-0.35,-0.34,0.36,0.41,0.164706,0.02,0.35,0.11,-0.44,0.17,99
0.48,0,-0.04,0.13,-0.2,-0.29,0.13,0.02,0.06,-0.06,0.04,0.26,0.31,-0.16,0.19,0.57,0.32,-0.01,0.17,0.15,-0.02,0.03,-0.0828571,0.13,0.23,-0.01,0.13,0.09,01.03.04
0.11,-0.23,-0.07,-0.25,0,-0.19,0.23,-0.28,-0.19,0.06,0.3,0.47,0.05,0.14,-0.02,-0.5,-0.14,0.26,0.32,0.15,0.3,0.25,0.0111165,0.28,-0.41,0.09,0.06,0.11,16.01
-0.3,0.38,0.05,-0.09,-0.32,-0.01,-0.55,-0.51,-0.2,0.07,-0.07,-0.61,-0.52,0.14,0.18,0.06,-0.18,-0.29,-0.14,-0.19,0.34,0.03,0.29,0.81,-0.18,-0.14,0.53,-0.18,12.01.01
-0.47,-0.38,-0.04,-0.06,0.04,0.09,0.09,-0.24,0.07,0.04,0.04,0.65,-0.06,0.13,-0.82,-0.45,-0.74,0.05,0.09,0.23,0.06,0.12,0.4,0.64,0.16,-0.14,-0.3,0.07,16.01
-0.49,0.01,0.34,-0.63,-0.09,-0.16,0.05,0.81,0.79,0.69,-0.74,-0.81,-0.67,0.33,0.21,-0.53,0.09,-0.52,-0.41,-0.3,0.0776596,-0.18,0,0.46,-1.29,-0.1,0.32,-0.33,10.03.01
0.66,-0.84,-0.06,-0.14,0.11,0.17,-0.09,-0.24,0.12,0.55,-0.33,-0.14,-0.0210703,0,0.26,-0.73,-0.42,0.29,0.09,-0.32,-0.12,0.09,0.35,0.1,-0.2,-0.44,-0.3,0.02,11.02.03.04
-0.45,-0.15,-0.07,-0.26,0.08,0,-0.06,-0.01,0.25,0.08,-0.36,0.25,-0.7,0.04,0.36,-0.17,-0.1,-0.23,0.07,-0.09,-0.03,-0.09,0.0113043,0.19,-0.93,-0.2,0.06,0.2,11.02.03.04
0.48,0.24,0.19,-0.47,0.15,0.11,0.16,-0.25,-0.14,0.02,0.36,-0.47,0.19,-0.33,-0.45,-0.49,-0.31,-0.48,-0.32,-0.26,-0.0354878,-0.25,-0.35,0.65,-1.93,-0.36,0.09,-0.25,42.01
0.24,-0.12,0.29,0.19,-0.21,0,-0.12,-0.06,-0.23,-0.1,0.03,-0.29,-0.06,-0.14,-0.4,-0.14,0.37,0.16,-0.19,-0.07,-0.19,-0.16,-0.03,-0.13,0.14,0.08,-0.09,0.01,01.04
-0.51,0.0290476,0.0646701,-0.148041,-0.0894271,0.120773,-0.0271204,-0.17,0.26,-0.06,0.18,0.12,-0.1,-0.32,-0.95,-0.156765,-0.0224878,-0.308341,-0.117805,-0.209024,0.152155,-0.187812,0.223313,0.370686,-0.504286,-0.0580612,0.163959,-0.17066,12.01.01
0.53,-1,-0.53,0.91,-0.01337,-0.51,-0.59,-0.28,0.9,0.82,0.29,0.01,0.06,-0.65,0.06,-0.31,0.73,-0.27,-0.7,-0.54,0.7,0.79,-1.11,-0.64,-1.17,-0.22,0.18,0.13,16.01
0.83,-0.17,-0.21,-0.04,-0.08,-0.38,-0.43,-0.73,-0.78,-0.09,-0.46,-0.62,-0.23,0.23,0.43,-0.98,-0.7,-0.43,-0.14,0.08,0.44,0.041,0.02,-0.04,-0.63,-0.59,0,0.16,20.09.04
0.33,-0.25,0.11,0.09,0,-0.01,0,-0.1,0,0.21,-0.32,-0.2,-0.04,-0.04,0.53,-0.4,-0.34,0.17,0.18,-0.15,0,-0.14,0.0111165,0.04,-0.46,-0.22,-0.05,-0.02,16.01
-0.92,0.01,0.12,-0.1,-0.05,0.12,0.11,0.03,0.35,0.56,0.13,0.13,-1.92,0.35,0.06,-0.14,-0.18,-0.34,-0.07,-0.41,0.01,-0.27,0.04,0.26,-1.73,-0.05,0.09,-0.01,12.01.01
-0.1,-0.3,0.48,-0.3,-0.29,0.4,0.15,0.05,-0.16,0.34,0.18,0.27,0.24,-0.27,-0.34,-0.35,-0.28,0.1,0.19,0.28,0.22,0.2,-0.25,0.38,-0.47,0.29,0.45,-0.22,01.04
-0.18,-0.86,0.32,-0.25,-0.2,-0.18,0.0638462,0.8,0.45,0.54,-0.31,-0.09,-0.41,-1.25,0.15,-0.07,0.32,0.31,0.2,0.17,-0.18,0.07,-0.0415,-0.03,-0.33,-0.15,0.54,-0.19,11.02.03.01
0.08,-0.22,0.31,-0.08,0.05,-0.47,0,-0.4,-0.08,-0.1,0.58,0.34,0.32,0.36,-0.86,0.11,0,0.02,0.21,0.23,0.1,0.18,0.0963636,-0.2,-0.14,-0.03,0.1,0.12,14.10
0.08,-0.56,0.12,0.2,-0.42,0.18,-0.46,-0.04,-0.17,-0.17,-0.11,-0.22,0.09,0.24,0.158598,-0.38,0.65,-0.34,-0.24,0.07,0.01,0.05,0.0111165,0.23,0.07,-0.06,0.04,-0.38,16.01
-0.17,-0.14,0.12,-0.06,-0.27,-0.27,-0.12,-0.13,-0.49,-0.42,-0.1,0.01,0.29,0.48,0.19,-0.43,0.25,-0.34,-0.42,0.15,0.12,-0.0805556,-0.19,0.37,0.14,-0.06,-0.03,0.24,14.01
0.12,0.01,0.02,-0.09,-0.07,0.38,-0.03,0.34,0.09,0.18,-0.2,0.06,0.38,-0.03,-0.06,0.72,0.02,0.13,0.35,0.12,-0.02,-0.05,-0.37,0.04,0.24,-0.25,-0.32,-0.05,10.01.05.01
0.53,-0.296,-0.0538095,0.191,-0.0990476,-0.0821053,-0.1465,-0.0568421,0.36,-0.18,0.25,0.165263,0.105556,-0.0605263,-0.141,0.082381,-0.08,1.1,0.41,-0.76,-0.51,-0.17,-0.27,-0.072381,-0.25,-0.175238,-0.067619,0.0428571,01.06.02.01
-0.04,2.81,-0.2,-0.87,-0.06,0.61,0.7,-0.71,-1.43,-1.55,-1.26,-0.55,0.47,1.58,0.75,-1.99,-1.73,0.4,1.36,1.15,-0.64,-0.78,1.02,0.88,-0.6,-0.55,-0.75,0.44,16.01
-0.01,0.21,-0.17,-0.01,-0.18,0.35,-0.09,-0.35,-0.66,-0.24,0.01,0.12,0.45,0.09,-0.24,-0.6,0.07,0.17,-0.15,0.13,0.11,0,-0.21,0.36,-0.14,-0.73,-0.29,0.13,20.09.13
-1.69,-0.29,-0.06,-0.17,-0.29,0.23,-0.04,-0.01,0.44,0.1,0.38,0.33,-0.06,-0.3,-1.41,0.35,-0.2,0.14,0.26,0.06,0.01,0.22,0.245,0.33,0.15,-0.32,-0.13,0.17,02
-0.2,-0.22,-0.06,-0.53,0.13,0.17,0.18,0.03,0.21,-0.19,0.18,0.5,0.4,-0.05,-0.55,-0.6,-0.35,0.03,0.3,0.33,0.05,0.29,-0.010463,0.24,0.65,-0.11,-0.2,-0.15,43.01.03.05
0.03,-0.0146939,-0.1098,0.130196,0.0464,-0.0284,-0.0115686,0.42,0.24,0.14,-0.17,0.13,0.33,-0.36,0.18,1.41,1.2,-0.21,-0.6,-0.64,-0.25,-0.48,-0.31,-0.07,0.284706,0.0380392,-0.00862745,0.111961,32.01
0.12,0.2,0.19,0.03,-0.12,-0.31,-0.14,0.14,-0.91,-1.1,-0.91,0,0.52,1.14,1.96,0.16,0.54,-0.32,-0.16,-0.41,0.0352652,-0.22,0.16,0.56,1.06,0.32,0.32,-0.31,16.01
1.17,-2,-1.56,1.29,1.14,-0.41,-0.88,-1.34,1.21,0.83,0.93,0.23,2.22,-0.45,-0.39,-0.212604,0.21,0.16,-0.34,-1.49,0.62,0.00908163,-0.23,-0.56,-0.51,-0.96,-0.29,0.3,10.03.01
-0.97,-0.17,-0.04,0.08,-0.15,0.02,-0.28,0.37,0.29,0.37,-0.36,-0.28,-0.23,0.09,0.29,0.73,0.43,-0.45,0.07,-0.08,0.1,-0.08,-0.28,-0.19,-0.65,0.07,-0.16,0,16.01
0.31,0,0.02,-0.21,-0.16,-0.19,0.26,-0.1444,-0.0242308,0.0534615,0.111538,0.0628,0.0156522,-0.1176,-0.0715385,-0.06,0,0.13,0.36,0.11,-0.08,-0.1,0.0358824,0.02,0.65,-0.34,0.14,-0.11,20.09.07.03
0.2,-0.64,-0.17,-0.13,0.25,0.06,0.2,-0.0577124,-0.025414,-0.0236943,-0.104277,0.0456129,0.000743243,-0.0107143,0.0275776,-0.5,-1.16,-0.04,-0.27,0.38,0.65,0.5,0.56,0.64,-0.5,-0.1,0.01,0.09,14.04
0.33,-0.67,0.38,-0.16,0.12,-1.29,0.02,-0.23,-0.148571,0.06,-0.201429,0.33,-0.06,0.0628571,0.06,1.55,2.26,-0.35,-1,-0.23,0.1,-0.64,0.1,0.65,0.27,0.06,-0.59,0.09,02
0.34,-0.45,-0.09,0.22,0.04,0.17,-0.04,0.09,0.24,-0.02,-0.4,-0.04,-0.02,-0.17,-0.07,0.25,-0.01,0.42,0.41,0.1,0.2,-0.08,-0.32,-0.24,0.05,-0.3,-0.34,0.16,16.01
0.28,0.07,0.05,0.05,0.1,0.21,0.14,0.11,0.09,0.21,-0.53,-0.2,-0.51,-0.02,0.46,-0.07,0.02,-0.08,0.33,0.07,0.2,-0.35,0.19,0.68,0.22,-0.47,0.39,-0.16,42.04
-0.07,0.07,0.19,0.31,-0.45,0.12,-0.51,-0.71,-1.01,-1.16,0.36,-0.01,0.37,0.31,-0.59,0.51,0.14,0.04,0.14,0.16,-0.61,-0.13,-0.25,0.085,-0.77,-0.16,-0.14,0.51,02
-0.36,0.1,0.39,0.05,0.16,0.25,-0.23,-0.26,0.22,-0.14,0.44,0.56,0.34,-0.11,-0.7,-0.5,0.62,-0.03,-0.2,-0.42,0.37,0.08,0.27,0.39,-0.46,0.45,0.79,-0.16,01.05
0.93,-0.14,0.19,0.24,-0.23,-0.12,-0.33,0.48,0.02,-0.18,-0.45,-0.26,-0.26,0.18,0.12,-0.1,0.59,-0.61,-0.24,0.03,0.4,0.05,-0.000535714,0.21,-1.64,-0.28,0.18,0.22,01.05
-0.29,-0.38,0.24,-0.02,-0.23,0.39,-0.02,-0.82,-1.28,-1.36,0.18,0.29,0.5,0.11,-0.1,0.08,-0.11,-0.6,0.08,-0.0311039,-0.6,-0.11,-0.000535714,0.0488514,0.27,0.49,0.53,0.17,01.05
0.04,0.33,0.17,0.16,-0.04,0.52,-0.13,0.176981,0.298929,0.142727,-0.19,-0.0892308,-0.133469,0.0552727,-0.92,-0.3,0.36,-0.06,0.04,-0.11,0.51,-0.08,-0.18,0.75,-0.2,-0.17,0.17,-0.07,16.03.03
1.14,-0.64,-0.71,-0.12,0.36,0.01,-0.23,0.49,0.68,0.84,-0.76,0.53,-0.21,-0.63,0.67,0.01,-0.13,-0.62,-0.52,-0.49,0.72,0.115333,0.29,0.09,0.74,-0.08,0.17,0.19,14.13.01
0.81,-0.4,0.09,0.09,0.09,-0.13,-0.0545161,-0.13,0.13,-0.29,0.15,0.59,-0.14,-0.44,-0.53,0.15,-0.37,-0.8,-1.07,0.46,0.52,0.7,0.5,0.2,-0.11,-0.11,-0.34,0.23,20.09.04
0.2,-0.42,0.08,-0.27,0.35,-0.23,0.27,0.05,-0.04,-0.05,0.05,0.48,0.15,-0.07,-0.21,-0.47,-0.28,-0.1,0.21,0.21,0.28,0.09,0.14,-0.17,-0.64,0.16,-0.08,0.16,10.01.05.01
0.64,-0.34,0.12,-0.1,-0.17,-0.41,-0.19,-0.06,0.14,0.36,-0.19,-0.12,-0.03,0.14,-0.11,-1.02,-0.4,-0.1,0,0,0.46,0.5,0.22,-0.29,-0.35,-0.11,0.37,-0.21,16.19.03
-0.51,-0.25,0.26,-0.63,-0.06,0.24,0.13,1.2,1.1,0.56,-1.21,0.05,-0.87,-0.04,0.34,-0.21,0.19,-0.2,0.02,-0.22,-0.14,-0.16,-0.06,0.38,-0.7,-0.25,0.25,0.04,16.03.01
0.29,0.04,0.24,0.02,-0.1,0.2,0.0271883,0.00308357,0.0985319,0.0991365,-0.0980737,0.027194,-0.0210703,-0.0570868,-0.28,-0.21,0.66,-0.15,-0.02,-0.11,-0.0591351,-0.29,-0.21,0.47,-0.36,-0.01,0.21,-0.21,11.02.03.04
1.74,-0.54,0.84,0.48,0.32,-0.33,-0.72,0.02,0.58,1.19,0.59,0.39,-0.11,-0.69,0.12,-0.22,-0.27,-0.29,-0.42,-0.23,0.41,0.33,-0.37,-0.52,-1.01,-0.43,0.14,0,10.01.09.05
0.25,-0.45,0.03,-0.1,0.36,0.03,0.7,0.06,0.33,0.34,0.19,0.33,0.21,-0.34,-0.15,-0.16,-0.32,0.08,0.18,0.18,0.08,0.36,0.00718062,-0.22,0.35,-0.24,-0.2,0.06,01.04
0.36,0.1,-0.23,-0.19,-0.08,0.35,0.11,-0.54,-0.7,-0.47,0.12,0.2,0.68,-0.91,-0.14,-0.36,-0.23,-0.07,0.14,0.13,-0.08,0.39,0.21,0.49,-0.61,-0.61,-0.65,0.21,01.04
-0.58,-0.01,0.2,-0.08,-0.03,0.47,0,0.297273,0.252727,0.111818,-0.258182,0.00272727,-0.0477778,-0.190909,-0.34,0.22,0.08,0.31,0.33,0.15,-0.25,-0.23,-0.04,-0.03,0.55,0.08,0.43,-0.08,01.01.09
0.28,-0.58,-0.01,-0.05,0.19,0.02,0.13,-0.26,0.25,-0.02,0.56,0.9,0.12,-0.0595076,-1,0.26,0.12,-0.15,0.17,0.06,-0.38,0.02,0.00718062,-0.34,0.49,0.12,0,0.14,01.04
-0.01,0.19,0.04,0.68,-0.07,-0.69,0.18,-0.0630769,-0.0452632,-0.0325862,-0.0852632,-0.00175439,-0.0385714,0.00754386,-0.34,0.79,0.46,0.01,-0.07,-0.23,-0.53,-0.06,-0.19,0.0742623,0.06,0.01,0.06,0.16,01.07.01
-0.3,-0.4,0.11,0.34,0.06,0.07,-0.08,-0.0577124,-0.025414,-0.0236943,-0.104277,0.0456129,0.000743243,-0.0107143,-0.34,-0.07,0.13,-0.46,-0.17,0.08,0.01,-0.07,0.09,0,-0.58,-0.24,-0.1,0.08,14.04
-0.22,-0.17,-0.1,-0.03,0.05,-0.036129,-0.25,0.12,-0.04,0,-0.15,0.01,0.11,-0.09,-0.04,0.53,-0.24,-0.08,-0.05,0.23,0.16,0.23,-0.02,-0.29,-0.33,-0.16,-0.02,0.31,01.07.01
-0.182222,-0.1,0.18,0.48,-0.2,-0.1,-0.08,-0.17,-0.27,-0.2,-0.29,0.16,-0.22,-0.15,0.32,0.02,-0.08,-0.36,-0.28,-0.14,0.39,0.111,0.05,0.5,0.67,-0.12,-0.28,0.21,40.01
0.32,-0.2,-0.02,0.1,-0.25,0.43,0.0771111,-0.236667,0.101111,-0.106591,0.209535,0.316905,0.182,-0.179535,-0.34,-0.07,0.12,-0.06,-0.17,-0.17,0.27,-0.33,0.03,0.6,0.44,-0.44,-0.26,-0.15,43.01.03.09
0.28,-0.74,-0.15,0.06,-0.18,0.08,-0.2,0.12,0.27,-0.22,0.36,0.73,0.59,-0.69,-1.4,0.48,0.05,-0.09,0.09,0.32,-0.33,-0.15,0.18,0.04,0.02,0.13,-0.05,0.18,01.07.01
-0.04,-0.305,-0.08,-0.18,-0.16,-0.07,0.31,0.27,0.06,-0.53,0.28,0.67,0.0359375,-0.83,-0.58,0.62,0.92,-0.31,-0.24,0.37,0.24,0.33,-0.38,0.77,0.02,1.23,0.2,-0.1,34.01.01.01
0.48,-0.47,0.12,-0.2,-0.11,0.1,0.348571,-0.14625,0.10125,-0.17625,0.225714,0.587143,0.336667,-0.28125,-0.34,0.57,0.42,0.11,0.6,0.02,-0.25,-0.1,-0.4,0.29,-0.19,-0.14,-0.05,0.05,11
0.07,-0.208194,-0.0311765,0.4,-0.18,-0.07,-0.121854,-0.163357,-0.151507,-0.154759,0.0421277,0.126838,0.0476336,-0.11021,-0.34,0.94,1.22,0.28,0.16,0.25,-0.37,-0.51,-0.54,-0.18,0.19,-0.0776821,-0.09,0.15,01.05
-0.29,0,0.16,-0.19,-0.14,0.16,-0.05,0.34,0.28,0.21,-0.04,-1.41,0.32,0.14,-0.13,-0.48,0.33,-0.46,-0.24,-0.07,0.3,-0.03,0.06,0.47,-0.09,0,0.16,-0.02,01.04
1.13,-0.67,-0.59,0.26,0.13,0.1,0.3,-0.41,-0.02,0.53,-0.06,0.19,-0.6,-0.18,0.02,-1.41,-1.78,0.61,0.44,0.35,0.11,0.08,0.61,0.0457455,-0.61,0.02,-0.49,0.12,01.04
-0.36,-1.03,-0.26,-0.52,0.08,0.04,-0.16,-0.6,-0.14,0.37,0.95,1.21,0.28,-0.74,-0.36,-0.28,-0.65,0.04,-0.06,0.14,0.49,0.17,0.12,0.48,-1.31,-0.29,0.18,0.42,14.04
-0.67,0.54,0.17,-0.1,-0.19,0.27,-0.06,0.13,0.39,0.41,-0.41,-0.39,-0.41,0.06,0.35,-0.38,0.1,-0.46,-0.27,-0.38,0.19,-0.35,-0.08,0.64,-0.13,-0.21,0.1,-0.39,10.03.01
0.15,-0.16,0.32,-0.44,-0.04,-0.03,0.14,0.6,0.54,-0.24,0.03,0.6,0.27,-0.24,-0.6,-0.01,0.33,0.19,0.66,-0.24,0.33,-0.05,-0.1,0.22,-0.95,0.09,0.21,-0.12,14.07
-0.42,-0.76,0.14,-0.64,0,0.15,0.09,0.38,0.39,0.01,-0.08,0.65,-0.59,-0.16,-0.82,-0.43,0,0.21,0.15,0.13,0.14,-0.01,-0.0172222,-0.14,-0.75,0.13,0.16,0.16,11.04.01
0.04,0.03,0.2,-0.14,-0.12,0.02,-0.14,-0.07,-0.28,0.09,-0.35,0.02,-0.04,0.38,0.3,0.05,0.27,-0.43,-0.34,-0.08,0.3,-0.13,0.21,0.54,-0.41,0.68,0.66,-0.28,01.07.01
-0.09,-0.34,0.37,0.31,-0.49,0.11,0.43,0.04,0.06,0.46,0.39,0.353333,0.246818,-0.61,-0.26,0.25,0.28,0.16,0.13,-0.07,-0.31,-0.19,-0.11,0.75,0.03,-0.0251852,-0.26,-0.01,20.03
0.12,-0.34,0.29,-0.28,0.17,-0.24,0.07,-0.82,0.06,-0.03,0.67,0.42,-0.0183871,-0.24,-0.22,0.59,0.38,0.47,0.62,0.07,-0.43,-0.17,-0.55,-1.06,0.17,0.27,0.24,0.12,43.01.03.05
-0.208333,-0.51,0.29,0,-0.35,-0.19,-0.31,-0.07,-0.13,0.12,0.41,0.52,0.6,-0.33,-0.44,-0.61,-0.84,0.05,0.3,0.17,0.21,0.4,0.51,0.21,-0.11,0.06,0.36,-0.21,34.01.01.01
0.106944,-0.36,0.03,0.27,-0.34,0,0,0.04,-0.2,-0.06,-0.1,0.54,0.47,0.15,-0.2,0.46,0.4,0.13,-0.02,0.07,0.01,-0.04,-0.23,-0.11,0.67,0.37,0.35,-0.2,01.04
0.26,0.07,0.39,-0.23,-0.07,0.39,0.13,-0.2,0.03,0.31,-0.27,0.35,0.26,-0.33,0.18,-0.12,-0.07,0.34,0.12,-0.04,-0.28,-0.07,0.0481481,0.32,0.62,-0.58,-0.27,0.08,11.04
0.08,0.04,0.1,0.86,-0.64,-0.01,0.14,0.03,-0.06,0.29,-0.43,0.25,0.39,-0.38,0.28,-0.19,-0.1,-0.32,-0.2,-0.07,0.29,0.18,0.65,0.8,-0.67,-0.35,-0.47,0.08,01.01.09
-0.89,-0.36,0.31,-0.57,-0.23,0.04,0.13,0.33,0.32,-0.03,-0.38,0.08,-0.11,0.08,-0.36,-0.07,0.42,-0.29,-0.13,-0.38,0.0163235,-0.49,-0.03,0.55,-0.8,0.36,0.18,0.06,16.03.01
-0.47,-0.23,0.11,-0.13,-0.25,0.32,0.31,0.12,0.23,0.36,-0.39,-0.08,-0.33,0.33,0.11,-0.14,0.07,-0.31,-0.21,-0.23,0.21,-0.23,0.15,0.64,-0.95,0.08,0.13,-0.28,12.01.01
-0.3,-0.54,0.09,0.06,-0.18,0.11,0.4,-0.33,-0.17,0.38,0.36,0.75,0.05,-0.3,-0.53,0.05,0.05,0.3,0.23,0.14,0.16,-0.3,-0.05,-0.22,0.38,-0.39,-0.22,0.16,16.03.03
-0.36,0.12,-0.14,-0.17,-0.21,0.42,-0.73,-0.31,0.03,-0.04,-0.151526,-0.145815,-0.256995,-0.19,0.18,0.05,0.24,-0.26,-0.09,-0.54,0.09,-0.27,0.05,0.37,-0.72,0.21,0.71,-0.42,12.01.01
0.15,-0.54,0.26,-0.23,-0.39,0.23,-0.2,0.8,0.56,0.35,-0.57,-0.09,0.07,0.02,0.06,0,-0.39,0.2,0.07,0.45,-0.71,0.31,0.11,0.0912651,-0.01,0.2,-0.11,-0.27,14.04
-0.54,-0.3,0.03,-0.32,0.06,0.08,0.15,0.48,-0.14,-0.14,-0.83,-0.48,-0.18,-0.18,1.05,-0.19,0.21,-0.43,-0.28,-0.44,0.4,-0.25,0.16,0.81,-1.09,-0.05,0.2,-0.2,12.01.01
-0.38,-0.36,0.87,0.14,0.03,-0.39,-0.27,0.28,0.31,0.45,0.1,1.32,-0.21,-0.19,0.05,0.14,-0.04,-0.02,-0.15,-0.44,0.4,-0.44,-0.23,0.17,-0.39,0.03,0.2,0.07,10.03.01.01
