@relation 'spo0.names'
@attribute t0_green                                numeric
@attribute t0_green_bkg                            numeric
@attribute t0_red                                  numeric
@attribute t0_red_bkg                              numeric
@attribute t0_flag                                 numeric
@attribute t0point5_green                          numeric
@attribute t0point5_green_bkg                      numeric
@attribute t0point5_red                            numeric
@attribute t0point5_red_bkg                        numeric
@attribute t0point5_flag                           numeric
@attribute t2_green                                numeric
@attribute t2_green_bkg                            numeric
@attribute t2_red                                  numeric
@attribute t2_red_bkg                              numeric
@attribute t2_flag                                 numeric
@attribute t5_green                                numeric
@attribute t5_green_bkg                            numeric
@attribute t5_red                                  numeric
@attribute t5_red_bkg                              numeric
@attribute t5_flag                                 numeric
@attribute t7_green                                numeric
@attribute t7_green_bkg                            numeric
@attribute t7_red                                  numeric
@attribute t7_red_bkg                              numeric
@attribute t7_flag                                 numeric
@attribute t9_green                                numeric
@attribute t9_green_bkg                            numeric
@attribute t9_red                                  numeric
@attribute t9_red_bkg                              numeric
@attribute t9_flag                                 numeric
@attribute t11point5_green                         numeric
@attribute t11point5_green_bkg                     numeric
@attribute t11point5_red                           numeric
@attribute t11point5_red_bkg                       numeric
@attribute t11point5_flag                          numeric
@attribute gal_ndt80_green                         numeric
@attribute gal_ndt80_green_bkg                     numeric
@attribute gal_ndt80_red                           numeric
@attribute gal_ndt80_red_bkg                       numeric
@attribute gal_ndt80_flag                          numeric
@attribute ndt80_delete_early_green                numeric
@attribute ndt80_delete_early_green_bkg            numeric
@attribute ndt80_delete_early_red                  numeric
@attribute ndt80_delete_early_red_bkg              numeric
@attribute ndt80_delete_early_flag                 numeric
@attribute ndt80_delete_mid_green                  numeric
@attribute ndt80_delete_mid_green_green_bkg        numeric
@attribute ndt80_delete_mid_green_red              numeric
@attribute ndt80_delete_mid_green_red_bkg          numeric
@attribute ndt80_delete_mid_green_flag             numeric
@attribute t0_correlation                          numeric
@attribute t0point5_correlation                    numeric
@attribute t2_correlation                          numeric
@attribute t5_correlation                          numeric
@attribute t7_correlation                          numeric
@attribute t9_correlation                          numeric
@attribute t11point5_correlation                   numeric
@attribute ndt80_delete_early_correlation          numeric
@attribute ndt80_delete_mid_correlation            numeric
@attribute t0_regression                           numeric
@attribute t0point5_regression                     numeric
@attribute t2_regression                           numeric
@attribute t5_regression                           numeric
@attribute t7_regression                           numeric
@attribute t9_regression                           numeric
@attribute t11point5_regression                    numeric
@attribute ndt80_delete_early_regression           numeric
@attribute ndt80_delete_mid_regression             numeric
@attribute t0_g.r_ratio                            numeric
@attribute t0point5_g.r_ratio                      numeric
@attribute t2_g.r_ratio                            numeric
@attribute t5_g.r_ratio                            numeric
@attribute t7_g.r_ratio                            numeric
@attribute t9_g.r_ratio                            numeric
@attribute t11point5_g.r_ratio                     numeric
@attribute ndt80_delete_early_g.r_ratio            numeric
@attribute ndt80_delete_mid_g.r_ratio              numeric
@attribute failed_pcr                              {0,1,2,3,4,5}
@attribute blast_homology_within_genome            {0,1}
@attribute overlaps_another_orf                    {0,1}
@attribute class {42.01,01.05,11.02.03.01,01.04,43.01.03.09,32.01,12.04.01,14.10,20.09.07.03,16.03.03,20.03,01.03.01.03,10.01.09.05,11.02.03.04,12.10,01.05.25,16.19.03,11.04.03.01,34.11.03.07,14.04,16.01,43.01.03.05,42.16,12.01.01,01.07.01,20.09.07,32.07,01.05.02.07,01.06,20.09.04,20.01.13,01.06.02.01,11.06.02,14.07.02,10.01.05.01,20.09.13,12.07,14.13,10.03.01,10,16.03.01,42.04,34.01.01.01,01.01,20.01.01.01,20.01.03,11.04.01,01.03.01,14.07.11,20.09.18,20.01.07,20.01.15,14.01,01.06.06.11,14.13.01.01,10.03.02,20.01.10,01.02,99,32.01.01,14.13.01,02.13.03,14.07.05,01.03.04,14.07,40.01,12.04,10.01.05,42.10,10.03.01.01,01.01.06,01.01.09,20.01,20.09,11.04,18.02,02,01}

@data
2047,1264,1549,750,0,2578,1528,2521,810,0,2037,1486,2231,888,0,2418,1538,3238,932,0,2374,1487,3645,996,0,1814,1366,4045,1222,0,2072,1098,10223,925,0,1744,1193,4910,3335,0,1020,409,2712,299,0,1887,954,5436,477,0,0.857,0.911,0.881,0.907,0.95,0.87,0.931,0.957,0.945,0.819,0.529,0.316,0.316,0.28,0.128,0.092,0.233,0.178,0.97,0.61,0.41,0.38,0.33,0.15,0.1,0.34,0.25,1,1,0,43.01.03.05
2868,1288,2433,804,0,3191,1478,2001,740,0,2866,1651,2006,1037,0,3440,1560,2031,842,0,3328,1685,1985,1111,0,2918,1536,1848,1254,0,4309,1145,2551,895,0,2368,1163,3991,3248,0,1974,433,1732,329,0,3787,957,3050,465,0,0.921,0.93,0.868,0.951,0.916,0.902,0.937,0.946,0.972,0.92,1.284,1.101,1.52,1.745,2.332,1.698,1.055,1.062,0.96,1.35,1.25,1.58,1.87,2.32,1.91,1.62,1.09,5,1,1,14.07.05
7949,1990,8196,1574,0,5419,1367,3392,563,0,5942,1520,3939,810,0,5766,2086,3566,1142,0,11506,2584,7843,1682,0,4978,1668,3848,1332,0,3953,1208,3192,1140,0,3336,1149,4051,3082,0,985,634,850,458,0,1245,964,721,474,0,0.831,0.901,0.903,0.93,0.942,0.947,0.943,0.846,0.697,0.79,1.25,1.295,1.443,1.297,1.241,1.298,0.721,0.816,0.89,1.43,1.41,1.51,1.44,1.31,1.33,2.25,0.89,1,1,0,11.02.03.04
1907,1354,1203,755,0,1854,1301,11433,716,0,1980,1132,14160,802,0,2186,1322,12141,1234,0,3282,1621,41735,4052,0,2503,1547,11980,1539,0,1672,1041,7110,829,0,2426,1243,4038,3214,0,910,632,11201,496,0,1706,862,7850,481,0,0.642,0.795,0.871,0.874,0.901,0.876,0.856,0.903,0.696,0.714,0.04,0.054,0.07,0.042,0.075,0.081,0.023,0.307,1.23,0.05,0.06,0.07,0.04,0.09,0.1,1.43,0.02,2,1,0,10.03.01
2554,1111,1936,564,0,3278,1186,2387,536,0,2493,1342,1468,784,0,2981,1454,1543,806,0,3395,1470,1860,963,0,2266,1322,1553,999,0,3769,999,2292,614,0,1811,974,3974,3066,0,2344,520,1763,364,0,2884,951,1693,454,0,0.912,0.95,0.89,0.944,0.935,0.737,0.938,0.927,0.941,0.997,1.042,1.593,2.046,2.183,1.233,1.531,1.17,1.528,1.05,1.13,1.68,2.07,2.14,1.7,1.65,0.92,1.3,1,1,0,11.02.03.04
6272,1178,6444,743,0,10916,1218,7911,530,0,6832,1342,5236,806,0,7466,1611,5974,890,0,11786,1649,10415,1105,0,5171,1234,4739,934,0,9805,1206,9126,891,0,10919,1238,9587,3434,0,4654,639,4379,455,0,5259,1053,4584,579,0,0.85,0.929,0.932,0.952,0.947,0.977,0.956,0.969,0.98,0.723,1.251,1.176,1.108,1.032,1.002,1.005,1.001,1.034,0.89,1.31,1.23,1.15,1.08,1.03,1.04,1.57,1.02,1,1,0,01.03.04
1657,1264,965,654,0,2081,1288,2684,629,0,1694,1187,3926,652,0,1914,1342,7566,799,0,2877,1600,27748,2264,0,1850,1448,4923,1400,0,1427,1076,3086,761,0,1935,1166,3997,3201,0,1061,598,8803,473,0,1253,816,7776,435,0,0.467,0.87,0.849,0.863,0.917,0.687,0.838,0.93,0.867,0.543,0.339,0.126,0.072,0.044,0.066,0.117,0.052,0.045,1.26,0.38,0.15,0.08,0.05,0.11,0.15,0.96,0.05,1,1,0,16.03.01
6525,3395,4850,1941,0,17446,5856,7513,2437,0,6021,2064,5033,1410,2,5664,2872,4711,2077,0,19220,5788,15873,4754,0,4363,1941,2480,1267,0,4995,1975,2308,1187,0,15451,1825,17062,3810,0,7036,1333,2075,616,0,4543,1061,1788,532,0,0.786,0.912,0.903,0.853,0.967,0.907,0.895,0.961,0.68,0.834,2.098,0.964,0.837,1.177,1.747,2.277,3.669,1.214,1.07,2.28,1.09,1.05,1.2,1.99,2.69,1.02,3.9,1,1,0,02
1770,1212,1119,714,0,1813,1287,765,447,0,2488,1594,1207,958,1,2053,1578,1232,845,0,2195,1574,2607,1038,0,1869,1442,2547,1242,0,2072,1142,3565,889,0,2466,1219,4962,3314,0,1020,447,664,337,0,2145,903,1351,437,0,0.624,0.652,0.383,0.763,0.759,0.779,0.889,0.801,0.935,0.835,1.067,7.524,0.899,0.294,0.216,0.295,1.311,1.206,1.37,1.65,3.59,1.22,0.39,0.32,0.34,0.75,1.75,1,1,0,11.04.03.01
3181,1738,2272,936,0,5471,1489,3700,601,0,2297,1480,1326,773,0,2641,1634,1913,952,0,5897,2265,10024,2124,0,2069,1559,2184,1202,0,1948,1419,2013,929,0,12748,1292,8251,3301,0,4695,1016,2736,702,0,2963,1044,2579,541,0,0.751,0.941,0.822,0.788,0.951,0.794,0.774,0.941,0.967,0.864,1.174,1.179,0.811,0.441,0.383,0.419,1.631,0.911,1.08,1.28,1.47,1.04,0.45,0.51,0.48,2.31,1.8,1,1,0,14.13
4792,1225,4540,695,0,6355,1114,4509,499,0,5105,1415,4446,850,0,5484,2152,3799,1423,0,9911,1840,9792,1324,0,5253,1398,4462,1168,0,12257,1426,7994,1001,0,2550,1264,4662,3463,0,3745,646,2990,441,0,3750,1063,3096,616,0,0.955,0.938,0.935,0.959,0.953,0.952,0.95,0.971,0.969,0.898,1.246,0.938,1.334,0.945,1.131,1.487,1.164,0.999,0.92,1.3,1.02,1.4,0.95,1.17,1.54,1.07,1.21,2,1,0,12.01.01
6640,1385,7253,915,0,11599,1390,9506,797,0,6749,1398,7505,793,0,7759,2002,5036,1318,0,16407,1854,7816,1316,0,6442,1360,5346,1130,0,16491,1340,11339,916,0,20464,829,7063,3189,0,9384,710,4435,500,0,11812,1053,2164,558,0,0.923,0.949,0.926,0.96,0.939,0.952,0.935,0.955,0.931,0.774,1.113,0.737,1.431,2.203,1.146,1.419,2.09,6.289,0.82,1.17,0.79,1.54,2.23,1.2,1.45,5.06,2.2,1,1,0,20.01.15
5317,1572,4429,924,0,8130,1464,10821,971,0,5074,1308,7605,781,0,4952,1560,6964,975,0,17322,2434,30030,2599,0,5209,1712,4626,1378,0,5201,1232,4191,752,0,15249,1291,12929,3303,0,4043,634,6038,444,0,2645,911,5673,542,0,0.807,0.941,0.911,0.94,0.942,0.958,0.919,0.969,0.933,0.787,0.637,0.503,0.513,0.498,1.031,1.057,0.583,0.314,1.06,0.67,0.55,0.56,0.54,1.07,1.15,1.45,0.6,1,1,0,01.04
4509,1177,3800,631,0,3349,1149,9966,577,0,3116,1210,6959,703,0,4009,1589,6659,895,0,6766,1739,10219,1311,0,3004,1319,3067,1019,0,8384,1805,9370,1607,0,13202,1284,12124,3694,0,4737,601,9391,465,0,8000,974,5924,513,0,0.897,0.936,0.923,0.912,0.938,0.943,0.897,0.951,0.943,0.952,0.219,0.274,0.399,0.525,0.811,0.814,0.444,1.219,1.05,0.23,0.3,0.41,0.56,0.82,0.84,1.41,0.46,1,1,0,01.05
2320,1172,1828,629,0,2806,1126,2151,372,0,2116,1282,1938,734,0,2609,1367,1982,741,0,2750,1382,2007,902,0,1955,1288,1385,943,0,2846,994,1497,675,0,2890,1228,4468,3211,0,1351,469,1635,358,0,2271,893,2458,410,0,0.942,0.953,0.914,0.966,0.936,0.818,0.938,0.931,0.94,0.931,0.934,0.589,0.926,1.126,1.365,2.067,0.615,0.611,0.95,0.94,0.69,1,1.23,1.5,2.25,1.32,0.69,1,1,0,01.04
3232,1400,2169,746,0,3360,1473,3201,617,0,2017,1104,2379,579,0,2931,1591,4145,986,0,3146,1701,5277,1111,0,2638,1712,3279,1303,0,1407,952,1205,628,0,6088,1132,5142,3032,0,2319,574,7113,434,0,3088,1000,7300,444,0,0.884,0.96,0.934,0.928,0.93,0.909,0.852,0.873,0.953,1.093,0.703,0.456,0.385,0.31,0.39,0.597,0.227,0.278,1.28,0.73,0.5,0.42,0.34,0.46,0.78,2.34,0.26,1,1,0,42.04
1993,1111,1464,568,0,3778,1217,4330,534,0,2187,1219,1853,707,0,2659,1438,2033,799,0,3606,1892,2997,1482,0,1721,1229,1294,920,0,3715,1298,2757,852,0,3538,1383,4593,3547,0,2685,699,4365,521,0,2388,1030,3119,561,0,0.879,0.934,0.898,0.951,0.894,0.778,0.892,0.968,0.934,0.866,0.62,0.744,0.886,0.976,1.117,1.045,0.483,0.468,0.98,0.67,0.84,0.98,1.13,1.31,1.26,2.06,0.51,1,1,0,14.04
2598,1614,1556,839,0,2880,1444,1184,586,0,2272,1407,1491,738,0,2831,1664,1928,961,0,3039,1846,3053,1230,0,3056,1871,6095,1604,0,1363,1088,859,672,0,2843,1181,4092,2997,0,1962,648,1264,422,0,3461,996,1979,406,0,0.761,0.875,0.907,0.893,0.823,0.396,0.5,0.949,0.914,1.122,2.229,1.061,1.058,0.506,0.04,0.687,1.5,1.395,1.37,2.4,1.14,1.2,0.65,0.26,1.47,1.51,1.56,1,1,0,12.04
1472,1085,866,540,0,1878,1134,1236,442,0,1606,1208,1284,684,0,1724,1296,1354,697,0,2069,1389,2090,969,0,1509,1165,1344,904,0,1524,984,1748,665,0,2072,1109,4002,3266,0,1291,574,1779,423,0,1282,977,1109,498,0,0.717,0.938,0.827,0.826,0.883,0.651,0.842,0.923,0.811,0.9,0.832,0.477,0.47,0.51,0.473,0.388,0.471,0.398,1.18,0.93,0.66,0.65,0.6,0.78,0.49,1.3,0.52,1,1,0,43.01.03.05
2835,1278,2023,711,0,5446,1114,944,382,0,1959,1123,941,536,0,2666,1440,1454,770,0,4466,1540,3752,944,0,2163,1481,1777,1119,0,1525,1022,1137,650,0,4141,1241,4797,3004,0,2465,603,1015,420,0,2193,886,832,388,0,0.852,0.857,0.885,0.906,0.952,0.873,0.887,0.913,0.955,1.095,7.037,2.002,1.581,1.027,0.902,0.927,2.864,2.953,1.18,7.7,2.06,1.79,1.04,1.03,1.03,1.61,3.12,1,1,0,40.01
2925,1418,1945,748,0,4522,1468,4716,740,0,3617,1192,2255,576,0,3430,1305,2008,706,0,13586,2492,7439,1583,0,4646,1574,2450,1063,0,3399,1192,1915,728,0,6571,1289,7778,3215,0,2228,706,1714,488,0,2095,985,1650,540,0,0.841,0.84,0.906,0.855,0.957,0.948,0.908,0.961,0.883,1.011,0.635,1.293,1.293,1.744,2.154,1.695,1.218,0.827,1.25,0.76,1.44,1.63,1.89,2.21,1.85,1.15,1.24,1,1,0,01.04
4845,1381,4211,825,0,6171,1619,9277,1194,0,4292,1392,4713,911,0,4677,1531,3825,875,0,8794,1943,7938,1385,0,3200,1296,2381,1069,0,9659,1610,8843,1636,0,6209,1548,8678,4029,0,5915,679,6671,507,0,3833,971,4676,566,0,0.87,0.953,0.91,0.96,0.921,0.932,0.952,0.964,0.97,0.908,0.558,0.665,1.046,0.973,1.38,1.074,0.815,0.664,1.02,0.56,0.76,1.06,1.04,1.45,1.11,1,0.84,1,1,0,11.02.03.04
1957,1052,1253,494,0,1911,1054,1452,355,0,2009,1253,1672,714,0,2472,1290,1849,684,0,2480,1425,1849,946,0,1734,1247,1347,909,0,2271,990,1568,639,0,3230,1302,4568,3400,0,1464,457,1610,363,0,2329,992,1929,430,0,0.894,0.828,0.929,0.846,0.89,0.817,0.887,0.959,0.917,1.1,0.609,0.653,0.999,0.959,0.95,1.226,0.737,0.804,1.19,0.78,0.78,1.01,1.16,1.11,1.37,1.65,0.8,1,1,0,01.06
1579,1154,972,573,0,1807,1087,1498,348,0,1822,1424,1540,893,0,2376,1338,2024,710,1,1960,1376,2008,931,0,1684,1281,1565,981,0,1658,954,1749,639,0,2101,1444,4030,3341,0,888,465,1598,364,0,1448,969,2690,436,0,0.777,0.878,0.812,0.955,0.857,0.563,0.901,0.943,0.905,0.819,0.533,0.442,1.058,0.43,0.367,0.564,0.324,0.181,1.06,0.62,0.61,0.78,0.54,0.69,0.63,0.95,0.34,1,1,0,01.04
6628,1287,5730,677,0,9483,1389,4515,583,0,5570,1351,2366,693,0,5997,1581,2048,807,0,10390,1865,2860,1218,0,3342,1390,1538,1053,0,8609,1402,3572,858,0,3963,1399,6612,3681,0,11943,665,3292,461,0,10392,965,1563,491,0,0.907,0.954,0.893,0.952,0.894,0.807,0.907,0.976,0.957,0.97,2.03,2.24,3.418,4.428,3.916,2.139,3.925,8.46,1.05,2.05,2.52,3.55,5.19,4.02,2.65,0.87,3.98,1,1,0,16.19.03
2573,1222,1725,738,0,3545,1224,2778,506,0,2349,1325,1732,764,0,2813,1356,1609,688,0,3092,1549,1948,981,0,2285,1432,1641,1118,0,3347,1203,2076,818,0,4853,1173,4426,3185,0,1906,455,1860,327,0,3177,850,2336,391,0,0.903,0.935,0.947,0.9,0.893,0.822,0.859,0.954,0.93,1.214,0.891,0.944,1.352,1.458,1.653,1.452,0.941,1.108,1.36,1.02,1.05,1.58,1.59,1.63,1.7,2.96,0.94,1,1,0,43.01.03.05
9354,2002,8358,1760,0,11136,1719,5772,828,0,2803,1116,1664,522,1,6418,2060,3291,1120,0,17550,3165,8679,1810,0,5016,1739,3532,1198,0,4196,1104,2613,696,0,7259,1391,7084,3241,0,4292,750,2220,554,0,3780,999,1558,480,0,0.87,0.869,0.805,0.929,0.959,0.935,0.935,0.944,0.929,0.947,1.645,1.028,1.801,2.082,1.388,1.572,2.055,2.317,1.11,1.9,1.47,2,2.09,1.4,1.61,1.52,2.12,2,1,1,10.03.01
1300,1023,791,517,0,1897,1022,1218,360,0,1573,1266,1063,760,0,1808,1281,1207,676,1,1833,1337,1784,884,1,1627,1246,2103,948,0,1173,891,3002,554,0,1545,883,4728,3114,0,1689,509,836,373,0,2523,899,889,397,0,0.664,0.972,0.853,0.891,0.929,0.886,0.893,0.914,0.938,0.651,0.911,0.689,0.699,0.33,0.187,0.063,2.66,3.546,1.01,1.01,1.01,0.99,0.55,0.32,0.11,0.41,2.54,1,1,0,32.01.01
1795,1098,1264,570,0,2259,1266,3281,490,0,1900,1410,2569,870,0,2465,1412,6200,834,2,2270,1370,19153,1088,0,1760,1238,9626,1118,0,1838,1010,18650,803,0,2409,1109,4525,3126,0,1190,498,1087,363,0,1548,946,1057,421,0,0.863,0.934,0.807,0.404,0.884,0.857,0.89,0.919,0.932,0.818,0.309,0.194,0.097,0.042,0.042,0.046,0.879,0.884,1,0.35,0.28,0.19,0.04,0.06,0.04,0.92,0.95,1,1,0,18.02
2949,1087,2322,562,0,4684,1207,2899,518,0,2687,1280,1848,656,0,3223,1450,2007,751,0,3708,1418,2345,951,0,2373,1288,1767,994,0,3338,961,2077,578,0,3776,1553,5335,3375,0,2091,489,1267,361,0,2726,977,1731,433,0,0.944,0.958,0.909,0.917,0.958,0.887,0.965,0.943,0.95,0.988,1.438,1.093,1.397,1.537,1.263,1.519,1.682,1.29,1.05,1.46,1.18,1.41,1.64,1.4,1.58,1.13,1.76,1,1,0,16.01
7740,1424,9133,732,0,9417,1217,2800,394,0,5215,1092,2412,551,0,8025,1614,2658,804,0,13147,1678,4810,884,0,5396,1510,2875,1103,0,3396,1071,2160,642,0,8441,1156,7886,3032,0,3276,584,896,411,0,3692,888,969,406,0,0.75,0.932,0.942,0.936,0.914,0.949,0.894,0.949,0.925,0.478,3.403,2.183,3.296,2.756,2.218,1.375,5.617,4.645,0.75,3.4,2.21,3.45,2.92,2.19,1.53,1.5,5.55,2,1,0,12.01.01
4837,1475,3522,795,0,4619,1339,2775,538,0,2977,1160,1701,600,0,4216,1714,2315,948,0,5251,1553,3312,972,0,4021,1748,3217,1259,0,2023,1000,1292,622,0,5049,1127,5320,3074,0,4184,566,1661,378,0,5400,830,2072,370,0,0.955,0.938,0.929,0.943,0.934,0.76,0.899,0.973,0.978,1.222,1.363,1.507,1.711,1.459,0.85,1.367,2.82,2.659,1.23,1.46,1.65,1.83,1.58,1.16,1.52,1.74,2.81,1,1,0,01.05.25
5573,1330,5688,836,0,6198,1410,5333,649,0,3702,1525,2823,926,0,5081,1260,2144,710,0,4303,1634,1782,977,0,3745,1428,1738,986,0,5076,1213,1874,755,0,2200,1133,4281,3212,0,2046,425,1589,340,0,4517,929,1951,387,0,0.963,0.952,0.924,0.945,0.909,0.914,0.946,0.947,0.958,0.847,1.008,1.086,2.502,3.241,3.26,3.231,1.238,2.306,0.87,1.02,1.14,2.66,3.31,3.08,3.45,0.99,1.29,1,1,0,11.04
2351,1192,1766,593,0,3795,1419,1992,573,0,2074,1134,1301,644,0,2577,1539,1509,792,0,3680,1682,2893,1204,0,1709,1230,1358,982,0,4170,1289,2639,948,0,3615,1356,5085,3433,0,2220,667,1522,465,0,1828,1019,1230,525,0,0.886,0.933,0.935,0.939,0.956,0.795,0.922,0.978,0.96,0.876,1.596,1.226,1.314,1.111,1.23,1.54,1.482,1.04,0.98,1.67,1.43,1.44,1.18,1.27,1.7,1.36,1.46,1,1,1,14.04
7846,1484,7003,942,0,6730,1190,8396,500,0,6232,1355,4568,794,0,8939,1600,3261,912,0,8452,1666,3246,1077,0,7964,1304,3041,972,0,8342,1216,4453,935,0,8727,1166,8841,3314,0,6419,442,3447,345,0,16606,919,2677,405,0,0.965,0.955,0.948,0.947,0.947,0.93,0.975,0.946,0.929,1.025,0.668,1.281,3.104,3.073,3.187,1.98,1.915,6.649,1.04,0.7,1.29,3.12,3.12,3.21,2.02,1.36,1.92,1,1,0,01.07.01
10557,1380,9561,751,0,11555,1291,8604,472,0,6308,1166,4216,614,0,9632,1638,4157,843,0,26994,2146,9033,1330,0,6241,1572,2211,1111,0,5054,1076,1659,650,0,18187,1176,13327,3052,0,9390,596,5166,442,0,12731,928,2310,445,0,0.962,0.952,0.969,0.944,0.97,0.902,0.956,0.937,0.97,1.012,1.256,1.39,2.291,3.112,4.282,3.865,1.774,6.064,1.04,1.26,1.42,2.41,3.22,4.24,3.94,1.65,1.86,1,1,0,01.04
2630,1505,1666,714,0,5729,1791,1547,582,0,3306,1300,1755,648,0,3148,1364,2543,771,0,10974,2392,6997,1615,0,4495,1514,2798,1024,0,2926,1383,2036,834,0,18686,1304,9670,3250,0,4678,735,1722,490,0,4648,1028,2190,602,0,0.823,0.828,0.91,0.936,0.967,0.913,0.913,0.91,0.944,0.988,3.414,1.63,0.897,1.531,1.556,1.19,3.158,2.133,1.18,4.08,1.81,1,1.59,1.68,1.28,2.7,3.2,1,1,0,42.04
4088,1097,3678,553,0,7156,1090,3221,439,0,5078,1295,2581,728,0,5931,1900,2322,1128,0,10697,1710,4208,1216,0,4021,1442,1975,1214,0,12615,1259,3264,861,0,2796,1540,4162,3448,0,5713,563,2901,440,0,6266,926,1782,488,0,0.855,0.956,0.959,0.898,0.738,0.889,0.896,0.985,0.923,0.858,2.08,2.02,3.356,1.479,3.772,4.125,2.092,4.053,0.95,2.18,2.04,3.37,3,3.38,4.72,1.75,2.09,1,1,0,11.02.03.04
3643,1176,3061,616,0,4599,1120,3272,436,0,3483,1336,1739,724,0,4133,1390,2008,780,0,5272,1508,1968,984,0,2548,1223,1298,856,0,5115,1110,2019,663,0,4362,1353,5430,3339,0,3264,519,1267,365,0,3546,951,1500,464,0,0.876,0.912,0.939,0.908,0.899,0.912,0.912,0.934,0.938,0.926,1.144,2.04,1.934,3.378,2.86,2.561,2.915,2.373,1,1.22,2.11,2.23,3.82,2.99,2.95,1.43,3.04,1,1,1,20.01
4242,1336,2889,674,0,4604,1174,3826,416,0,2767,1089,2178,557,0,3397,1539,4072,918,0,4169,1494,7206,894,0,2869,1378,4221,937,0,2130,1046,2926,718,0,8132,1087,6881,3032,0,3263,594,4349,442,0,3141,856,5930,400,0,0.916,0.943,0.904,0.918,0.946,0.916,0.913,0.915,0.974,1.235,0.976,0.939,0.577,0.42,0.395,0.44,0.662,0.392,1.31,1,1.03,0.58,0.42,0.45,0.49,1.83,0.68,1,1,0,01.04
8597,2536,6480,1640,0,14339,1912,4198,692,0,5486,1384,3959,786,0,6796,2222,1897,972,0,20316,3954,7275,1964,0,4298,1729,1870,1162,0,4106,1195,1658,744,0,9842,1142,7551,3216,0,3543,849,1315,499,0,2802,934,583,440,0,0.862,0.923,0.952,0.903,0.955,0.857,0.894,0.859,0.751,1.093,3.13,1.202,4.052,2.71,3.106,2.886,2.783,8.527,1.25,3.54,1.29,4.94,3.08,3.62,3.18,2,3.3,1,1,0,34.01.01.01
2380,1486,1553,836,0,3138,1318,1565,504,0,1724,1158,1287,643,0,2113,1516,1384,856,0,4038,2057,3076,1421,0,1845,1446,1289,1010,0,1345,998,957,684,0,6377,1006,7262,3036,0,1255,720,1074,520,0,1281,891,767,447,0,0.724,0.882,0.83,0.826,0.943,0.32,0.532,0.816,0.753,0.896,1.429,0.703,0.847,1.106,0.438,0.686,0.758,0.841,1.24,1.71,0.87,1.13,1.19,1.43,1.27,1.27,0.96,1,1,0,43.01.03.05
2928,1650,1916,844,0,4371,1567,2619,623,0,1971,1174,1898,654,0,2511,1627,2165,1098,0,4843,1944,5803,1867,0,2271,1528,2093,1489,0,1716,1072,1456,949,0,12277,1139,9532,3320,0,1415,610,1513,455,0,1409,929,1019,444,0,0.821,0.924,0.909,0.822,0.955,0.521,0.488,0.861,0.896,0.912,1.28,0.55,0.665,0.65,0.594,0.611,0.612,0.755,1.19,1.4,0.64,0.82,0.73,1.23,1.27,1.79,0.76,2,1,0,10.03.01
5364,1687,4043,1012,0,3565,1388,8149,644,0,3279,1269,5425,662,0,5110,1842,5013,1218,0,5627,1648,8801,1166,0,4805,1769,6901,1400,0,1706,1021,1513,638,0,11266,1156,7899,2957,0,5251,640,7545,472,0,8720,838,2395,376,0,0.861,0.937,0.95,0.951,0.953,0.908,0.875,0.913,0.984,1.028,0.274,0.406,0.851,0.508,0.467,0.735,0.613,3.88,1.21,0.29,0.42,0.86,0.52,0.55,0.78,2.04,0.65,1,1,0,01.01
3948,1607,2520,872,0,4986,1356,3105,605,0,2927,1241,2075,648,0,4011,1833,3074,1052,1,4104,1568,3714,921,0,3811,1730,3701,1425,0,2939,1021,2774,690,0,7183,1169,7010,3005,0,4297,568,3416,426,0,4884,778,3786,350,0,0.932,0.965,0.964,0.966,0.949,0.945,0.953,0.974,0.939,1.326,1.314,1.01,1.014,0.905,0.882,0.884,1.256,1.05,1.42,1.45,1.18,1.07,0.9,0.91,0.92,1.5,1.24,1,1,0,01.05
4700,2120,3347,1376,0,4217,1607,4078,753,0,3206,1463,2960,811,0,4235,2252,3935,1835,0,4736,2038,4737,1554,0,5202,2188,5210,1748,0,1603,1068,1286,670,0,7370,1404,6397,3191,0,6747,1036,8859,1157,0,10629,2140,10534,1206,0,0.903,0.925,0.931,0.871,0.888,0.951,0.855,0.943,0.954,1.104,0.725,0.76,0.818,0.753,0.813,0.785,0.687,0.873,1.3,0.78,0.81,0.94,0.84,0.87,0.86,1.86,0.74,1,1,0,01.04
2487,1395,1532,803,0,4437,1309,2107,541,0,2558,1139,1286,531,0,2677,1380,1278,757,0,8527,1817,3018,1012,0,3958,1839,2155,1168,0,2440,1121,1345,698,0,23048,1598,15505,3684,0,4424,776,1466,539,0,4228,896,1565,508,0,0.74,0.895,0.906,0.792,0.935,0.634,0.917,0.912,0.913,0.987,1.746,1.71,1.951,3.204,1.077,1.918,3.552,2.99,1.49,1.99,1.87,2.48,3.34,2.14,2.03,1.81,3.93,1,1,0,01.04
2398,1078,1648,581,0,2820,1239,2479,508,0,2244,1216,1257,643,0,2518,1446,1983,818,0,2736,1411,3935,987,0,1888,1252,2526,1039,0,2444,990,4066,686,0,3870,1307,6648,3367,0,2214,491,1712,365,0,3460,982,2652,461,0,0.899,0.953,0.915,0.943,0.916,0.858,0.934,0.931,0.942,1.07,0.762,1.553,0.861,0.417,0.323,0.416,1.237,1.063,1.23,0.8,1.67,0.92,0.44,0.42,0.43,0.78,1.27,2,1,0,20.01.10
